source,title,url,chunk_id,text,word_count,length,avg_sentence_len,avg_word_len,rare_word_ratio,complexity_score,domain,domain_filled_auto,origin_file,subcategory
lex.uz,O'zbekiston Respublikasining fuqaroligi to'g'risida,https://lex.uz/docs/-4761984,28,"Kasallik, yashab turilgan mamlakatda konsullik muassasasi mavjud emasligi va fuqaroga bogʻliq boʻlmagan boshqa sabablar uzrli sabablar hisoblanadi. Oʻzbekiston Respublikasi fuqarosining doimiy konsullik hisobiga qoʻyilganligi toʻgʻrisidagi axborot Tashqi ishlar vazirligiga yuboriladi. LexUZ sharhi Qoʻshimcha maʼlumot uchun qarang: Oʻzbekiston Respublikasi Prezidentining 2021-yil 10-martdagi PF-6185-son Farmoni bilan tasdiqlangan Oʻzbekiston Respublikasining fuqaroligi masalalarini koʻrib chiqish tartibi toʻgʻrisidagi nizomning 34-bandi. 28-modda. Bila turib yolgʻon maʼlumotlarni yoki soxta hujjatlarni taqdim etish natijasida Oʻzbekiston Respublikasining fuqaroligiga qabul qilinganligi faktini aniqlash [OKOZ: 1.01.00.00.00 Konstitutsiyaviy tuzum / 01.05.00.00 Aholi / 01.05.01.00 Fuqarolik; 2.16.00.00.00 Xavfsizlik va huquq tartibot muhofazasi / 16.02.00.00 Xavfsizlikni taʼminlash kuchlari / 16.02.05.00 Ichki ishlar organlari;"" 3.18.00.00.00 Prokuratura.""",101,965,20.2,8.56,0.033,0.306,law,False,dataset.csv,
kun.uz,Argentina ham yarimfinalga chiqdi.,https://kun.uz/news/2026/07/12/argentina-ham-yarimfinalga-chiqdi,2,"Janubiy Amerika vakillari o‘yin startidayoq hisobni ochgandi, ikkinchi bo‘lim o‘rtalarida yevropaliklar muvozanatni tikladi. Ammo hisob tenglashganidan bir necha daqiqa o‘tib, Shveytsariya ozchilik bo‘lib qoldi: VAR aralashuvidan keyin Embologa simulyatsiya uchun ikkinchi sariq kartocha ko‘rsatildi (yangi qoida ishga tushib, futbol tarixida ilk bor shunday holat kuzatildi). Ozchilik bo‘lib qolganiga qaramay, shveysariyaliklar asosiy vaqtda durang hisobni ushlab qolishdi, qo‘shimcha bo‘limlarning birinchisida ham darvozalarga gol urilmadi. Barcha penaltilar seriyasiga tayyorgarlik ko‘rayotganida esa Alvares jarima maydoni tashqarisidan darvoza to‘qqizligini aniq nishonga olib, o‘yin taqdirini hal qildi. Ikkinchi overtaym tugayotganida esa argentinaliklar qarshi hujumda navbatdagi golni urib, o‘yinga nuqta qo‘yishdi. Endi Argentina 16 iyulga o‘tar yarimfinal o‘yinida Angliyaga qarshi maydonga chiqadi.",106,912,17.67,7.61,0.364,0.623,sport,False,dataset.csv,
kun.uz,Argentina ham yarimfinalga chiqdi.,https://kun.uz/news/2026/07/12/argentina-ham-yarimfinalga-chiqdi,3,"Mavzuga oid 14:50 / 11.07.2026 JCh anonsi. Holand Keynga qarshi, Argentinada ilk jiddiy raqib 10:18 / 08.07.2026 JCh kundaligi. Messida rekord va antirekord, Shveytsariya kuchli sakkizlikda 08:49 / 08.07.2026 Argentinada afsonaviy 13 daqiqa. Amaldagi chempionlar kambek qilishdi 17:30 / 07.07.2026",40,297,10.0,6.45,0.407,0.366,sport,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,44,"Bunday nikohni haqiqiy emas deb topishni nikoh yoshiga yetmay nikohga kirgan shaxs, uning ona-otasi yoki homiysi, shuningdek vasiylik va homiylik organi hamda prokuror talab qilishga haqlidir. Ish sudda hal qilinish paytigacha er yoki xotin nikoh yoshiga yetgan boʻlsa, nikoh faqat uning talabi bilan haqiqiy emas deb topilishi mumkin. Er-xotindan biri nikoh yoshiga yetmaganligi tufayli nikohni haqiqiy emas deb topish toʻgʻrisidagi ish, agar er-xotin (ulardan biri) ish sudda koʻrilayotgan paytda nikoh yoshiga yetmagan boʻlsa, vasiylik va homiylik organining ishtirokida koʻrib chiqiladi. LexUZ sharhi Qarang: mazkur Kodeksning 15-moddasi, Oʻzbekiston Respublikasi Maʼmuriy javobgarlik toʻgʻrisidagi kodeksining 473-moddasi, Oʻzbekiston Respublikasi Jinoyat kodeksining 1251-moddasi. 52-modda. Nikoh tuzishga monelik qiladigan holatlar mavjud boʻlganda tuzilgan nikohni haqiqiy emas deb topish Ushbu Kodeksning 16-moddasida koʻrsatilgan holatlar mavjud boʻlganda tuzilgan nikoh haqiqiy emas deb topiladi.",125,1007,20.83,7.06,0.031,0.549,law,False,dataset.csv,
kun.uz,O‘qishni ko‘chirish bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi.,https://kun.uz/news/2026/07/12/oqishni-kochirish-boyicha-turdosh-bakalavriat-yonalishlari-royxati-tasdiqlandi-e4cdd6,1,"O‘qishni ko‘chirish bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi Yo‘nalishlar jami 34 ta turdosh guruhlarga ajratildi. 2026/2027-o‘quv yili uchun talabalar o‘qishini ko‘chirish (ko‘chirib tiklash) bo‘yicha turdosh bakalavriat yo‘nalishlari ro‘yxati tasdiqlandi. Yo‘nalishlar jami 34 ta turdosh guruhlarga ajratildi. Ma’lumot uchun, ko‘chirish yoki qayta tiklashga ariza topshirganlarning ilgari ta’lim olgan yo‘nalishlari (mutaxassisliklari) amaldagi klassifikatorga muvofiqlashtirgan holda inobatga olinadi. Avvalroq xorijiy va nodavlat oliy ta’lim tashkilotlaridan o‘qishni ko‘chirish bo‘yicha maxsus sinovlar uchun ta’lim sohalari va yo‘nalishlari kesimida o‘tish ballari tasdiqlangandi. Mavzuga oid 09:36 / 09.07.2026 O‘qishni ko‘chirish: yo‘nalishlar kesimida o‘tish ballari tasdiqlandi 13:01 / 09.01.2026 Davlat stipendiyalarini tayinlash tartibiga o‘zgartirishlar kiritildi 15:20 / 29.12.2025 Tibbiyot xodimlari farzandlariga kontraktning 30 foiz qismi qoplab beriladi 23:49 / 25.07.2025",112,1013,18.67,8.05,0.213,0.393,education,False,dataset.csv,
kun.uz,Xitoy Starlink sun’iy yo‘ldoshlarini ishdan chiqaruvchi qurolini namoyish etdi.,https://kun.uz/news/2026/07/12/xitoy-starlink-suniy-yoldoshlarini-ishdan-chiqaruvchi-qurolini-namoyish-etdi-53a485,2,"Qayd etilishicha, yangi qurol innovatsion litiy-ionli kondensatorlar tufayli bir lahzada ishga tushishi va 40 daraja sovuqda ham to‘xtovsiz ishlashi mumkin. Mavzuga oid 20:21 / 10.07.2026 «Xitoy - Qirg‘iziston - O‘zbekiston» temiryo‘li qurilishi faol bosqichga o‘tdi 17:52 / 10.07.2026 Shavkat Mirziyoyev Xitoydagi fojiali hodisalar yuzasidan Si Jinpingga hamdardlik yo‘lladi 17:31 / 10.07.2026 Xitoy muvaffaqiyatli raketa parvozidan keyin uning busterini qaytarib oldi 11:50 / 10.07.2026",63,488,31.5,6.76,0.345,0.381,other,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,1,"Oila toʻgʻrisidagi qonunchilikning vazifalari oilani mustahkamlashdan, oilaviy munosabatlarni oʻzaro muhabbat, ishonch va hurmat, hamjihatlik, bir-biriga yordam berish hamda oila oldida uning barcha aʼzolarining masʼulligi hissi asosida qurishdan, biron-bir shaxsning oila masalalariga oʻzboshimchalik bilan aralashishiga yoʻl qoʻymaslikdan, oila aʼzolari oʻz huquqlarini toʻsqinliksiz amalga oshirishini hamda bu huquqlarning himoya qilinishini taʼminlashdan iboratdir. (1-modda Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 2-modda. Oilaviy munosabatlarda ayol va erkakning teng huquqliligi Oilaviy munosabatlarni tartibga solish erkak va ayolning ixtiyoriy ravishda nikohlanib tuzgan ittifoqi, er va xotinning shaxsiy hamda mulkiy huquqlari tengligi, ichki oilaviy masalalarning oʻzaro kelishuv yoʻli bilan hal qilinishi, oilada bolalar tarbiyasi, ularning farovon hayot kechirishi va kamoloti haqida gʻamxoʻrlik qilish, voyaga yetmagan va mehnatga layoqatsiz oila aʼzolarining huquq va manfaatlarini himoya qilish ustuvorligi tamoyillari asosida amalga oshiriladi.",131,1182,43.67,8.03,0.143,0.62,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,2,"LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasining 76-moddasi, mazkur Kodeksning 14, 19, 20, 22, 23, 46-moddalari, Oʻzbekiston Respublikasining “Xotin-qizlar va erkaklar uchun teng huquq hamda imkoniyatlar kafolatlari toʻgʻrisida”gi Qonuni. 3-modda. Oilaviy munosabatlarda fuqarolarning teng huquqliligi Barcha fuqarolar oilaviy munosabatlarda teng huquqlarga egadirlar. Nikoh tuzish chogʻida jinsi, irqi, millati, tili, dini, ijtimoiy kelib chiqishi, eʼtiqodi, shaxsiy va ijtimoiy mavqeyi hamda boshqa holatlarga qarab, huquqlarni muayyan tarzda bevosita yoki bilvosita cheklashga, bevosita yoki bilvosita afzalliklar belgilashga hamda oilaviy munosabatlarga aralashishga yoʻl qoʻyilmaydi. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasining 19 va 58-moddalari. Oilaviy munosabatlarda fuqarolarning huquqlari faqat qonunga asosan va faqat oiladagi boshqa aʼzolarning hamda oʻzga fuqarolarning axloqi, shaʼni, qadr-qimmati, sogʻligʻi, huquqlari va qonun bilan qoʻriqlanadigan manfaatlarini himoya qilish maqsadida zarur meʼyordagina cheklanishi mumkin.",120,1081,20.0,8.02,0.043,0.557,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,3,"LexUZ sharhi Qarang: mazkur Kodeksning 79-moddasi, Oʻzbekiston Respublikasi Fuqarolik kodeksining 31-moddasi, Oʻzbekiston Respublikasining “Oʻzbekiston Respublikasining fuqaroligi toʻgʻrisida”gi Qonuni 2-moddasi, Fuqarolik protsessual kodeksining 8-moddasi, Fuqarolik kodeksi 17-moddasining birinchi qismi. 4-modda. Oilaning, onalik, otalik va bolalikning muhofaza qilinishi Oʻzbekiston Respublikasida oila, onalik, otalik va bolalik davlat himoyasidadir. Oʻzbekiston Respublikasida onalik va otalik izzat-ikromga hamda hurmatga sazovordir. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasining 76-moddasi. Ona va bola manfaatlarini muhofaza qilish ayollarning mehnati va sogʻligʻini saqlashga doir maxsus tadbirlar koʻrish, mehnatni onalik bilan bogʻlab qoʻshib olib borish uchun ayollarga sharoit yaratish, onalik va bolalikni huquqiy himoya qilish, moddiy va maʼnaviy jihatdan qoʻllab-quvvatlash yoʻli bilan taʼminlanadi.",101,936,16.83,8.28,0.067,0.527,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,4,"LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Mehnat kodeksining 25 bobi, Oʻzbekiston Respublikasi “Mehnatni muhofaza qilish toʻgʻrisida”gi Qonunining 27-moddasi, Oʻzbekiston Respublikasi “Fuqarolar sogʻligʻini saqlash toʻgʻrisida”gi Qonunining 18-moddasi. 41-modda. Koʻp bolali oilalarni ijtimoiy muhofaza qilish Toʻrt nafar va undan ortiq oʻn sakkiz yoshga toʻlmagan bolasi boʻlgan oila koʻp bolali oiladir. Bunda, agar toʻrt nafar va undan ortiq bolalaridan bir nafari yoki undan koʻprogʻi taʼlimning kunduzgi shaklida (oʻrta maxsus va professional, oliy taʼlim) taʼlim tashkilotlarida oʻqiyotgan hamda yigirma ikki yoshga toʻlmagan boʻlsa, bu oila ham koʻp bolali oila deb hisoblanadi. Davlat koʻp bolali oilalarga qonunchilikka muvofiq imtiyozlar va ijtimoiy kafolatlar berilishini taʼminlaydi. (41-moddaning ikkinchi qismi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 5-modda.",116,997,19.33,7.6,0.034,0.424,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,5,"Oila toʻgʻrisidagi qonunchilik bilan tartibga solinadigan munosabatlar Oila toʻgʻrisidagi qonunchilik nikoh tuzish, nikohning tugatilishi (tugashi)* va uni haqiqiy emas deb topish shartlari va tartibini belgilaydi, oila aʼzolari: er-xotin, ota-ona va bolalar (farzandlikka oluvchilar va farzandlikka olinganlar) oʻrtasidagi, oila toʻgʻrisidagi qonunchilikda nazarda tutilgan hollarda va doirada esa qarindoshlar hamda oʻzga shaxslar oʻrtasidagi shaxsiy nomulkiy va mulkiy munosabatlarni tartibga soladi, shuningdek ota-ona qaramogʻidan mahrum boʻlgan bolalarni oilaga olish shakl va qoidalarini, fuqarolik holati dalolatnomalarini qayd etish tartibini belgilaydi. * Bundan buyon matnda “tugatilishi” deb yuritiladi. (5-modda Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 6-modda. Oilaviy munosabatlarga nisbatan fuqarolik qonunchiligining qoʻllanilishi Oila toʻgʻrisidagi qonunchilik bilan tartibga solinmagan oila aʼzolari oʻrtasidagi mulkiy va shaxsiy nomulkiy munosabatlarga nisbatan fuqarolik qonunchiligi oilaviy munosabatlarning mohiyatiga zid kelmagan taqdirdagina qoʻllaniladi. (6-modda Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Fuqarolik kodeksi 2-moddasining beshinchi qismi. 7-modda.",155,1472,25.83,8.5,0.019,0.443,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,6,"Oila toʻgʻrisidagi va fuqarolik qonunchiligining oʻxshashlik boʻyicha qoʻllanilishi Oila aʼzolari oʻrtasidagi munosabatlar oila toʻgʻrisidagi qonunchilik yoki taraflarning kelishuvi bilan tartibga solinmagan va bunday munosabatlarni bevosita tartibga soluvchi fuqarolik qonunchiligi normalari mavjud boʻlmagan taqdirda, mohiyati jihatidan ushbu munosabatlarga zid kelmaydigan oila toʻgʻrisidagi va (yoki) fuqarolik qonunchiligining oʻxshash munosabatlarni tartibga soluvchi normalari (qonun oʻxshashligi) qoʻllaniladi. Bunday normalar boʻlmagan taqdirda oila aʼzolarining huquq va majburiyatlari oila hamda fuqarolik huquqining umumiy tamoyillariga tayangan holda (huquq oʻxshashligi), shuningdek insoniylik, oqillik va adolat tamoyillariga amal qilgan holda belgilanadi. (7-modda Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Fuqarolik kodeksi 2-moddasining birinchi qismi. 8-modda.",108,1043,27.0,8.67,0.056,0.505,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,7,"Oilaviy munosabatlarda mahalliy urf-odat va anʼanalarning qoʻllanilishi Qonunchilikda oilaviy munosabatlarni tartibga solishga oid tegishli normalar boʻlmagan taqdirda, Oʻzbekiston Respublikasining qonunchiligi tamoyillariga zid boʻlmagan mahalliy urf-odat va anʼanalar qoʻllaniladi. (8-moddaning matni Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) Agar Oʻzbekiston Respublikasining xalqaro shartnomasida Oʻzbekiston Respublikasining oila toʻgʻrisidagi qonunchilikdagidan boshqacha qoidalar belgilangan boʻlsa, xalqaro shartnoma qoidalari qoʻllaniladi. (9-moddaning matni Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 2-bob. Oilaviy huquqlarni amalga oshirish va himoya qilish 10-modda. Oilaviy huquqlarni amalga oshirish va oilaviy majburiyatlarni bajarish Fuqarolar oilaviy munosabatlardan kelib chiqadigan huquqlarini oʻz xohishlariga koʻra tasarruf etadilar.",106,1090,21.2,9.29,0.056,0.417,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,8,"Oila aʼzolarining oʻz huquqlarini amalga oshirishlari hamda oʻz majburiyatlarini bajarishlari oilaning boshqa aʼzolari va oʻzga shaxslarning huquqlari, erkinliklari va qonuniy manfaatlarini buzmasligi shart. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasi 21-moddasining ikkinchi qismi. 11-modda. Oilaviy huquqlarni himoya qilish Oilaviy huquqlarni himoya qilish sud tomonidan fuqarolik sud ishlarini yuritish qoidalari boʻyicha, ushbu Kodeksda nazarda tutilgan hollarda esa, vasiylik va homiylik organlari yoki boshqa davlat organlari tomonidan amalga oshiriladi. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Konstitutsiyasining 55-moddasi, Oʻzbekiston Respublikasining Fuqarolik protsessual kodeksi, Oʻzbekiston Respublikasining “Vasiylik va homiylik toʻgʻrisida”gi Qonuni, Oʻzbekiston Respublikasining Fuqarolik kodeksining 10-moddasi. Oilaviy huquqlarni himoya qilish ushbu Kodeksning tegishli moddalarida nazarda tutilgan usullarda amalga oshiriladi.",103,970,17.17,8.43,0.019,0.525,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,40,"Agar sud bu bojni er-xotinning har ikkalasidan undirishni lozim deb topsa, ularning har biri toʻlaydigan boj miqdorini belgilaydi. (45-moddaning matni Oʻzbekiston Respublikasining 2010-yil 14-sentabrdagi OʻRQ-255 sonli Qonuni tahririda — OʻR QHT, 2010-y., 37-son, 313-modda) 46-modda. Nikohdan ajratilganda er (xotin)ning oʻz familiyasini oʻzgartirishi Nikohga kirish vaqtida oʻz familiyasini oʻzgartirgan er (xotin) nikohdan ajratilgandan keyin ham shu familiyada qolishga haqli yoxud uning xohishiga binoan sud tomonidan nikohdan ajratish toʻgʻrisidagi qaror chiqarilayotganda unga nikohgacha boʻlgan familiyasi qaytarilishi mumkin. LexUZ sharhi Qarang: mazkur Kodeksning 220-moddasi, Oʻzbekiston Respublikasi Oliy sudi Plenumining 2011-yil 20-iyuldagi 06-sonli “Sudlar tomonidan nikohdan ajratishga oid ishlar boʻyicha qonunchilikni qoʻllash amaliyoti toʻgʻrisida”gi qarorining 30-bandi. 47-modda.",103,900,20.6,7.75,0.114,0.521,law,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,38,"Ushbu moddaning birinchi qismida koʻrsatilgan masalalar boʻyicha er va xotin oʻrtasida kelishuv boʻlmagan taqdirda, shuningdek ushbu kelishuv bolalar yoki er-xotindan birining manfaatlariga zid ekanligi aniqlangan taqdirda sud: nikohdan ajratilgandan keyin voyaga yetmagan bolalar ota-onasining qaysi biri bilan yashashini aniqlashi; voyaga yetmagan bolalarga taʼminot berish uchun ota-onaning qaysi biridan va qancha miqdorda aliment undirilishini aniqlashi; er va xotinning (ulardan birining) talabiga koʻra ularning birgalikdagi mulki boʻlgan mol-mulkni boʻlishi;"" er (xotin)dan taʼminot olishga haqli boʻlgan xotin (er)ning talabiga koʻra ana shu taʼminot miqdorini belgilashi shart. Mol-mulkni boʻlish uchinchi shaxslarning manfaatiga daxldor boʻlgan hollarda sud mol-mulkni boʻlish talabini alohida ish yuritish uchun ajratadi.""",100,832,50.0,7.33,0.065,0.618,law,False,dataset.csv,
kun.uz,Argentina ham yarimfinalga chiqdi.,https://kun.uz/news/2026/07/12/argentina-ham-yarimfinalga-chiqdi,1,"Argentina ham yarimfinalga chiqdi Shveytsariya asosiy vaqtda 10 kishi bo‘lib durang hisobni ushlab qoldi, ammo qo‘shimcha bo‘limlarda ikki gol o‘tkazib yubordi. Argentina – Shveytsariya 3:1 Gollar: Makallister, 10 (1:0). Ndoy, 67 (1:1). Alvares, 112 (2:1). L. Martines, 120+1 (3:1) Argentina: E. Martines, L. Martines, Romero (Otamendi, 106), Talyafiko (Gonsales, 78), Molina (Montiel, 85), Paredes (Lopes, 110), Fernandes (Almada, 91), Makallister, de Paul (L. Martines, 85), Alvares, Messi Shveytsariya: Kobel, Elvedi, Akanji, Rodriges (Eray Jyemert, 90), Zakariyo (Yashari, 96), Froyler (Vargas, 115), Jaka, Rider (Muhaym, 86), Ndoy (Vidmer, 86), Sou (Amduni, 86), Embolo Ogohlantirishlar: Almada, 97. L. Martines, 98. Lopes, 114 – Embolo, 44 Chetlatish: Embolo, 72 (ikkinchi sariq) JCh chorakfinalining Argentina va Shveytsariya milliy jamoalari o‘rtasida kechgan so‘nggi bahsi ham dramatik tarzda kechdi.",123,909,10.25,6.4,0.45,0.454,sport,False,dataset.csv,
kun.uz,Angliya Norvegiyani turnirdan chiqarib yubordi.,https://kun.uz/news/2026/07/12/angliya-norvegiyani-turnirdan-chiqarib-yubordi,7,"Ammo yana VAR vaziyatga aralashdi va penalti bekor qilindi: bu vaziyatda inglizlar himoyachisi qasddan penalti ishlash uchun harakat qilgan deb topildi. Birinchi qo‘shimcha bo‘limdan keyin Solbakken Holandni o‘yindan olib tashladi, Erlingda o‘yinni davom ettirish uchun kuch qolmagani ko‘rinib turardi. O‘z yetakchisisiz qolgan norveglar esa qolgan daqiqalarda hech narsani o‘zgartira olmadi. Faqat Nyulandning bir hujumning o‘zida ikkita zarbani qaytarishi o‘yin oxirigacha intriga saqlanib turishini ta’minladi. Norvegiya jahon chempionatini mardonavor tark etdi, Angliya esa uzoq kutilgan chempionlik uchun yurishini davom ettiradi. Mavzuga oid 14:50 / 11.07.2026 JCh anonsi. Holand Keynga qarshi, Argentinada ilk jiddiy raqib 21:10 / 09.07.2026 Tungi futbol tomoshasi vazn ortishiga olib kelishi mumkin - tadqiqot 10:18 / 08.07.2026 JCh kundaligi. Messida rekord va antirekord, Shveytsariya kuchli sakkizlikda 17:30 / 07.07.2026",121,932,15.12,6.71,0.322,0.399,sport,False,dataset.csv,
kun.uz,Angliya Norvegiyani turnirdan chiqarib yubordi.,https://kun.uz/news/2026/07/12/angliya-norvegiyani-turnirdan-chiqarib-yubordi,6,"Angliyada ham zaxiradan tushirilganlar o‘yinni kuchaytirishdi, Saka bir necha bor qanotdan reyd uyushtirib, xavfli vaziyatlar yuzaga keltirdi. Ammo asosiy vaqt yakuniga qadar hisob o‘zgarmay qoldi va barchasi qo‘shimcha bo‘limlarda aniqlanadigan bo‘ldi. Qo‘shimcha bo‘limlarning birinchisi boshlanishi bilanoq Angliyaning zaxira imkoniyatlari o‘z so‘zini aytdi. Rodjyers 92-daqiqada o‘z odatiga ko‘ra jarima maydoni tashqarisidan kuchli zarba yo‘lladi, Nyuland esa to‘pni ushlab qola olmadi va barchadan ildamroq harakat qilgan Bellinghem darvozani ishg‘ol etdi. Bu uning turnirdagi oltinchi goli bo‘ldi va u endi Messi, Mbappe (8 tadan), Holand (7) va Harri Keyn (6) kabi to‘purarlar poygasida. 5 daqiqa o‘tib esa Spens chap qanotdan jarima maydoniga yorib kirib, penalti ishladi.",103,781,17.17,6.59,0.319,0.57,sport,False,dataset.csv,
lex.uz,Oila kodeksi,https://lex.uz/docs/-104720,13,"LexUZ sharhi Qarang: Vazirlar Mahkamasining 2023-yil 20-oktabrdagi 550-son qarori bilan tasdiqlangan Fuqarolik holati dalolatnomalarini qayd etish qoidalarining 5-bobi, Oʻzbekiston Respublikasi Fuqarolik kodeksi 30-moddasi. 17-modda. Nikohlanuvchi shaxslarni tibbiy koʻrikdan oʻtkazish Nikohlanuvchi shaxslar davlat sogʻliqni saqlash tizimi muassasalarida bepul asosda tibbiy koʻrikdan oʻtadilar. Tibbiy koʻrikdan oʻtish hajmi va tartibi Oʻzbekiston Respublikasi Vazirlar Mahkamasi tomonidan belgilanadi. LexUZ sharhi Qarang: Oʻzbekiston Respublikasi Vazirlar Mahkamasining 2003-yil 25-avgustdagi 365-son qarori bilan tasdiqlangan “Nikohlanuvchi shaxslarni tibbiy koʻrikdan oʻtkazish toʻgʻrisida”gi nizom, Vazirlar Mahkamasining 2023-yil 20-oktabrdagi 550-son qarori bilan tasdiqlangan Fuqarolik holati dalolatnomalarini qayd etish qoidalarining 5-bobi. (17-moddaning matni Oʻzbekiston Respublikasining 2002-yil 13-dekabrdagi 447–II-son Qonuni tahririda — Oliy Majlis Axborotnomasi, 2003-y., 1-son, 8-modda) Nikohlanuvchi shaxslar ellik yoshdan oshgan boʻlsa, shuningdek ushbu Kodeks 13-moddasining beshinchi qismida koʻrsatilgan alohida hollar mavjud boʻlganda tibbiy koʻrikdan oʻz roziligi bilan oʻtkaziladi. (17-moddaning ikkinchi qismi Oʻzbekiston Respublikasining 2013-yil 30-apreldagi OʻRQ-352-sonli Qonuni tahririda — OʻR QHT, 2013-y., 18-son, 233-modda) LexUZ sharhi Qarang: Vazirlar Mahkamasining 2023-yil 20-oktabrdagi 550-son qarori bilan tasdiqlangan Fuqarolik holati dalolatnomalarini qayd etish qoidalarining 5-bobi. [OKOZ: 1.04.00.00.00 Oila qonunchiligi / 04.02.00.00 Nikoh / 04.02.02.00 Er-xotinning shaxsiy huquq va majburiyatlari] 4-bob.",176,1656,22.0,8.41,0.012,0.366,law,False,dataset.csv,
kun.uz,Angliya Norvegiyani turnirdan chiqarib yubordi.,https://kun.uz/news/2026/07/12/angliya-norvegiyani-turnirdan-chiqarib-yubordi,4,"Inglizlar hujum boshlanish vaqtida Berg tomonidan Keynga fol ishlatilganiga ishora qilishdi, ammo videotakrorda norvegiyaliklar futbolchisi to‘pga o‘ynagani oydinlashdi. Bo‘limning qolgan daqiqalarida skandinavlar ikki bor ikkinchi golni urishga yaqin kelishdi. Avvaliga Pikford Edegorning olis masofadan yo‘llagan xavfli zarbasini bartaraf etdi, keyin esa Syorlot yaqqol golli vaziyatni yo‘qqa chiqardi. U jarima maydoniga kirib kelgan Holandga to‘p uzatishi mumkin edi, ammo o‘zi zarba berishga qaror qildi va to‘pni darvozabonga topshirdi. «Sen urmasang, senga urishadi» qoidasi darhol ishga tushdi va norvegiyaliklar tanaffusga hisobdagi ustunlik bilan yo‘l ololmadi. Nyuland oldingi chiziqqa yetkazib bergan to‘pni inglizlar egallab oldi va boshlangan tezkor qarshi hujumni Jud Bellinghem turnirdagi beshinchi golini urish bilan yakunladi.",105,844,17.5,7.05,0.391,0.611,sport,False,dataset.csv,
