"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"gazeta.uz","Самарқандда ЙПХ ходими хизмат машинасида уриб юборган аёл ҳалок бўлди","https://www.gazeta.uz/uz/2026/07/22/yth/","1","Самарқанд шаҳрида йўл-патруль хизмати ходими хизмат автомобилида фуқарони уриб юборди, дея хабар бермоқда вилоят ЙҲХБ. Ҳодиса 21 июль куни соат 18:15 атрофида Шаббод кўчасида содир бўлган. ЙПХ ходими ўзига бириктирилган Tracker патруль автомобилини бошқариб кетаётиб, белгиланмаган жойдан йўлни кесиб ўтаётган пиёда 75 ёшли С.А.ни уриб юборган. Ҳодиса оқибатида аёл олган тан жароҳатлари сабабли воқеа жойида вафот этган. Тармоқларда тарқалган ҳодиса жойидан олинган суратларда автомобилнинг олд қисми жиддий шикастланганини кўриш мумкин. Бош прокуратура матбуот котиби Ҳаёт Шамсутдиновнинг маълум қилишича, ҳолат юзасидан Самарқанд шаҳар прокуратураси томонидан Жиноят кодексининг 266-моддаси 2-қисми (транспорт воситаларидан фойдаланиш хавфсизлиги қоидаларини бузиш одам ўлимига сабаб бўлиши) билан жиноят иши қўзғатилган. Тергов ҳаракатлари олиб борилмоқда.","106","860","11.78","6.84","0.538","0.555"
"kun.uz","Qaysi mamlakatlarda sayyohlar mahalliy aholidan ko‘p?.","https://kun.uz/news/2026/07/23/qaysi-mamlakatlarda-sayyohlar-mahalliy-aholidan-kop","1","Visual Capitalist tayyorlagan reyting BMTning Jahon turizm tashkiloti hamda Jahon bankining eng so‘nggi ma’lumotlari asosida tuzilgan bo‘lib, unda xalqaro sayyohlar oqimi aholi soniga nisbatan eng yuqori bo‘lgan 25 ta davlat o‘rin olgan. Tadqiqotga qaram hududlar kiritilmagan. Reytingda Andorra birinchi o‘rinni egalladi. Har yili mamlakatga taxminan 4,2 million nafar xorijiy sayyoh tashrif buyuradi, aholisi esa atigi 82 ming nafarni tashkil etadi. Bu har bir aholiga o‘rtacha 51 nafar sayyoh to‘g‘ri kelishini anglatadi. Bu ko‘rsatkich reytingda ikkinchi o‘rinni egallagan Monakonikidan besh barobardan ham yuqori. Fransiya va Ispaniya o‘rtasida joylashgan Andorra so‘nggi yillarda Buyuk Britaniya, Germaniya va AQShdan keluvchi sayyohlar oqimini ham sezilarli darajada oshirgan.","102","783","15.86","5.86","0.423","0.556"
"gazeta.uz","Президент Нурафшон ва Чирчиқда Келажак технологиялари маркази ҳамда IT-парклар қурилишини бошлаб берди","https://www.gazeta.uz/uz/2026/07/22/future-center/","3","Осиё тараққиёт банки кўмагида маҳаллий технологияларни тижоратлаштириш ва миллий маҳсулотларни халқаро бозорларга олиб чиқиш платформаси яратилади. Лойиҳаларни барқарор электр энергияси билан таъминлаш учун 5 мегаватли энергетика қувватлари барпо этилади. Шунингдек, марказга дунёнинг етакчи компаниялари, университетлари ва олимларини жалб қилиш, талабалар ҳамда ходимлар учун замонавий ижтимоий, маданий ва маиший инфратузилма яратиш режалаштирилган. Лойиҳа доирасида 5000 дан ортиқ юқори малакали иш ўрни яратилиши кутилмоқда. Шунингдек, марказ вилоят рақамли иқтисодиёти ривожига муҳим туртки бериши таъкидланди. Маросимда Нурафшон ва Чирчиқ шаҳарларида IT-парклар, шунингдек, Россия, Хитой ва Германия компаниялари иштирокида амалга ошириладиган умумий қиймати 465 миллион доллар бўлган яна 9 та лойиҳа қурилишига ҳам старт берилди.","101","837","16.33","7.28","0.255","0.556"
"gazeta.uz","Ўзбекистонда Тошкент — Самарқанд пулли йўли қурилиши бошланди","https://www.gazeta.uz/uz/2026/07/22/tashkent-samarkand-road/","4","Пулли йўл ҳақида Янги Тошкент — Самарқанд пулли йўли Сергелидаги Тошкент ҳалқа йўлидан бошланади. Ҳукумат йўлни босқичма-босқич, биринчи навбатда Тошкент — Сирдарё участкасини ишга тушириш имкониятини кўриб чиқмоқда. Олдинроқ транспорт вазири Илҳом Маҳкамов Тошкент — Самарқанд пулли автомагистрали қурилишини 2026 йилнинг июль ойида бошлаш режалаштирилаётганини маълум қилган эди. Унинг сўзларига кўра, ташкилий ишлар якунланган, пудратчи аниқланган ва июнь ойида EPC-контракт имзоланиши кутилаётган эди. Лойиҳа қиймати 2,185 миллиард долларга баҳоланган. Уни тўрт босқичда амалга ошириш режалаштирилган эди: қийматнинг 85 фоизи ёки 1,857 миллиард доллари Хитой банклари томонидан, яна 15 фоизи ёки 328 миллион доллари Ўзбекистон бюджетидан молиялаштирилиши керак. Ишларни бошлаш учун, шунингдек, 1 йил муддатга 200 миллион долларлик бридж-кредит жалб қилиш ҳам кўриб чиқилган эди.","114","882","15.14","6.83","0.377","0.56"
"kun.uz","Tramp Eronni yangi hujumlar oqibatlari haqida ogohlantirdi.","https://kun.uz/news/2026/07/23/tramp-eronni-yangi-hujumlar-oqibatlari-haqida-ogohlantirdi","4","U X ijtimoiy tarmog‘idagi sahifasida: «Bizning mudofaa doktrinamiz aniq: ko‘zga - ko‘z. Eronga qarshi har qanday tajovuz, jumladan infratuzilmamizga qilingan hujumlar kuchli va qat’iy javobga sabab bo‘ladi», - deb yozdi. Aroqchi, shuningdek, Eronga qarshi har qanday tajovuzga har qanday shaklda yordam bergan tomonlar ham qonuniy nishon sifatida baholanishi haqida ogohlantirdi.","50","379","17.67","5.89","0.34","0.561"
"gazeta.uz","«Ўзбекнефтгаз» собиқ раҳбари Баҳодир Сидиқовга нисбатан айбловлар маълум бўлди","https://www.gazeta.uz/uz/2026/07/22/ung-sidiqov/","5","Таққослаш учун: 2019 йилнинг январь-май ойларида маҳсулот ишлаб чиқариш ҳажми 25,9 млрд кубометрга етган, бу ҳозирги кўрсаткичдан 10,1 млрд кубометрга ёки 64 фоизга кўпдир. Эслатиб ўтамиз, Давлат активларини бошқариш агентлиги собиқ директори Акмалхон Ортиқов ўзлаштириш ёки растрата йўли билан талон-торож қилиш, мансаб ваколати доирасидан четга чиқиш ва мансаб сохтакорлигида айбланмоқда. У билан биргаликда ушбу ишда яна 5 киши бор. Иш Миробод тумани судида кўриб чиқилмоқда.","65","478","15.5","6.27","0.419","0.562"
"gazeta.uz","Президент Нурафшонда ҳарбий ва махсус техникалар ишлаб чиқарилиши билан танишди","https://www.gazeta.uz/uz/2026/07/22/krantas/","3","Устав капитали 1 миллиард сўмни ташкил этади. Компания раҳбари Нуриддин Алимов ҳисобланади. Таъсисчилари — Хожиакбар Каримов (51 фоиз) ва Акмал Каримов (49 фоиз). Хожиакбар Каримов Sky Innovations, Hydroservice, Project Implementation ва Solar Tech Corp компанияларида ҳам таъсисчи сифатида иштирок этади. Акмал Каримов эса «Бўка пахта тозалаш», Turon Kommunal Lider, Krantas, Kran va Maxsus Texnikalar, Embi Plaza, Asnotec, Proauto Service Nurafshon ҳамда Chinar Auto компаниялари таъсисчилари қаторида қайд этилган. Аввалроқ, 2021 йил январь ойида Нурафшонда ҳарбий ва махсус техника ишлаб чиқариш бўйича мазкур лойиҳа президентга тақдим этилган эди. Ўшанда лойиҳа қиймати 55 миллион долларга баҳоланган бўлиб, ишлаб чиқаришни Ўзбекистон Миллий банки кўмагида 12 гектар майдонда ташкил этиш режалаштирилган.","107","809","14.29","6.66","0.45","0.563"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","18","Emma Goldman 1916-yilda tugʻilishni nazorat qilish boʻyicha maʼlumotlarni tarqatgani uchun hibsga olingan. Abraham Jacobi New York tibbiyot hamjamiyatini qonunni shifokorlarga kontratseptiv maʼlumotlarni tarqatishga ruxsat berish mazmunida oʻzgartirishga undashga urinib koʻrdi. Sangerning sud jarayoni va Brynening ochlik eʼlonlari haqidagi eʼlonlar aholi orasida mazkur masalaga nisbatan katta ishtiyoq uygʻotdi. 1917 yil-oxiriga kelib Qoʻshma Shtatlarda tugʻilishni nazorat qilishga ixtisoslashgan 30 dan ortiq tashkilotlar mavjud edi. Jamoatchilik bilan aloqalar boʻyicha doim aqlli qarorlar qabul qiladigan Sanger oʻz gʻoyasini kengroq ilgari surish uchun sud jarayonining oshkora oʻtkazilishiga urgʻu berdi. Suddan soʻng u harakatning eng koʻzga koʻringan rahbari sifatida paydo boʻldi. William J. Robinson, Mary Dennett va Blanche Ames Ames kabi boshqa rahnamolar Sangerning xarizmasi, jozibasi va shijoati bilan tenglasha olmadilar.","115","940","14.25","7.05","0.412","0.563"
"uza.uz","Суперлигада бугун 13-тур якунланади","https://uza.uz/uz/posts/superligada-bugun-13-tur-yakunlanadi_885761","2","Олти гол урилган учрашувда ғолиб аниқланмади ва жамоалар майдонни 3:3 ҳисобидаги жанговар дуранг билан тарк этди. [gallery-30523] 13-тур баҳслари 23 июль куни ҳам давом этади. Бу гал футбол ихлосмандларини яна икки қизиқарли тўқнашув кутмоқда. Наманганда «Навбаҳор» ўз майдонида «Қизилқум»ни қабул қилса, Термизда «Сурхон» Самарқанднинг «Динамо» жамоасига қарши майдонга тушади. Мазкур учрашувлар натижалари турнир жадвалидаги жойлашувга сезиларли таъсир кўрсатиши мумкин. Айниқса, юқори поғоналар учун курашаётган жамоаларнинг ҳар бир очкоси мавсумнинг ҳал қилувчи палласида катта аҳамият касб этади. Жавоҳир Тошхўжаев, ЎзА","79","624","11.14","6.58","0.628","0.564"
"gazeta.uz","Ўзбекистонда сўровда қатнашган қарз олувчиларнинг 61 фоизи қарзини ўз вақтида тўлашда қийналмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/loans/","4","Жумладан, қарийб 27 фоизида бу кўрсаткич даромаднинг 76 фоизи ва ундан ортиқни, яна 20 фоизида эса 51 фоиздан 75 фоизгача бўлган. Респондентларнинг қарийб 31 фоизи даромадининг 26 фоизидан 50 фоизигача бўлган қисмини тўловларга йўналтирган, тахминан 22 фоизи эса даромадининг чорак қисмидан кўпини сарфламаган. 2024 йилнинг биринчи ярми бўйича ўтказилган сўров билан солиштирилганда, қарз юки 50 фоиздан юқори бўлган қарз олувчилар улуши 1 фоиз бандига камайган. Сўров иштирокчиларининг даромадлари Иштирокчиларнинг энг катта гуруҳи — 28 фоизини беш кишилик оилалар ташкил этган. Респондентларнинг аксарияти оиласининг ўртача ойлик асосий даромади 12 млн сўмдан ошмаслигини билдирган. Сўров иштирокчиларининг атиги 19 фоизида қўшимча даромад манбаи мавжуд бўлган.","102","763","14.33","7.21","0.395","0.564"
"kun.uz","2026 yilda qaysi davlatlarning qarzi eng katta bo‘ladi?.","https://kun.uz/news/2026/07/23/2026-yilda-qaysi-davlatlarning-qarzi-eng-katta-boladi","1","Visual Capitalist tomonidan Xalqaro valyuta jamg‘armasi prognozlari asosida tayyorlangan reytingda davlat qarzi eng yuqori bo‘lishi kutilgan 30 ta mamlakat ikki mezon - qarzning umumiy hajmi va uning yalpi ichki mahsulot (YaIM)ga nisbati bo‘yicha taqqoslangan. Prognozlarga ko‘ra, 2026 yilda AQSh davlat qarzi 40,7 trillion dollarga yetadi. Bu ko‘rsatkich Xitoy, Yaponiya, Buyuk Britaniya va Fransiya davlat qarzlarining jami hajmidan ham yuqori bo‘lib, AQShni ushbu yo‘nalishda mutlaq yetakchiga aylantiradi. Shu bilan birga, davlat qarzi iqtisodiyot hajmiga nisbatan baholanganda manzara boshqacha ko‘rinadi. AQShda davlat qarzi YaIMning taxminan 126 foizini tashkil etishi kutilmoqda. Bu ko‘rsatkich Yaponiya, Singapur, Italiya va Gretsiyanikidan past. Yaponiya davlat qarzining YaIMga nisbati bo‘yicha dunyoda birinchi o‘rinni egallashi prognoz qilingan.","108","858","16.43","6.17","0.391","0.565"
"kun.uz","Mirzacho‘ldagi uch qiz fojiasi: bu tasodifmi yoki tizimli muammo?.","https://kun.uz/news/2026/07/22/mirzacholdagi-uch-qiz-fojiasi-bu-tasodifmi-yoki-tizimli-muammo","1","Bu birinchisi emas... Mirzacho‘ldagi fojia sun’iy suv hovuzlari bilan bog‘liq ilk baxsiz hodisa emas. Joriy yilning 3 iyun kuni Farg‘ona viloyati Bog‘dod tumanida membranali qoplama bilan jihozlangan suv havzasiga tushib ketgan bir fuqaro cho‘kib halok bo‘lgan edi. Bundan avval ham shunday fojia kuzatilgan. 2025 yil iyul oyida Andijon viloyati Oltinko‘l tumanida tomchilatib sug‘orish tizimi uchun qazilgan hovuzga cho‘milish uchun tushgan ikki nafar to‘qqiz yoshli bola suvga cho‘kib vafot etgan. Bunday ma’lumotlarni yana davom ettirish mumkin, albatta. Ushbu hodisalarni birlashtirib turgan umumiy jihat shundaki, ularning barchasi suv tejovchi texnologiyalar uchun qurilgan sun’iy hovuzlarda sodir bo‘lmoqda. Bu esa gap alohida bir baxsiz hodisa haqida bormayotganini, balki bunday inshootlarning xavfsizligi yetarli darajada ta’minlanmayotganini ko‘rsatadi.","111","864","15.75","5.71","0.476","0.566"
"uza.uz","Камбағал оилаларни қўллаб-қувватлаш дастури ижроси таҳлил қилинди","https://uza.uz/uz/posts/kambagal-oilalarni-qollab-quvvatlash-dasturi-izhrosi-tahlil-qilindi_885777","3","Йиғилиш якунида партия фаоллари аҳолини ижтимоий ҳимоя қилишга, эҳтиёжманд оилаларни қўллаб-қувватлашга қаратилган дастур ҳамда ташаббуслар ижроси устидан доимий жамоатчилик назоратини кучайтириш, аниқланган муаммоларни ҳал этишда масъул идора ва ташкилотлар билан ҳамкорликка иш олиб бориш юзасидан чора-тадбирлар белгилаб олинди. А.Бўриев, ЎзА мухбири","41","353","14.67","6.95","0.409","0.566"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","4","Лойиҳа доирасида 92 та кўприк, 28 та йўл ўтказгич, 60 та туннель типидаги ўтиш жойи, шунингдек, қишлоқ хўжалиги эҳтиёжлари учун ер ости йўлаклари ва сув ўтказиш иншоотлари қурилади. Йўл қопламаси оғир ва юқори тезликда ҳаракатланадиган транспорт воситалари қатновига чидамли монолит бетондан барпо этилади. Текис ҳудудларда ҳаракат тезлиги соатига 150 километргача бўлиши кўзда тутилган. Замонавий хавфсизлик ечимлари, рақамли ва инновацион қулайликлар йўл-транспорт ҳодисаларини кескин камайтиришга хизмат қилади. – Ушбу лойиҳа ишга тушганидан сўнг унинг афзаллигини ҳар бир юртдошимиз ўз ҳаётида, албатта, ҳис қилади. Тошкентдан Самарқандга етиб бориш вақти ҳозирги 5 соатдан 2,5 соатга қисқаради, – деди давлатимиз раҳбари. Янги автомагистраль суткасига 60 мингдан 80 мингтагача транспорт воситасини ўтказиш имконига эга бўлади.","110","831","14.43","6.8","0.436","0.566"
"gazeta.uz","Ўзбекистонда микроқарз олувчиларнинг ҳар бирига ўртача қарийб иккитадан шартнома тўғри келмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/microloan/","3","Бу кўрсаткич қарз олувчининг ҳар ойлик даромадининг қайси қисми банклар, микромолия ва бошқа ташкилотлар олдидаги амалдаги барча мажбуриятлари бўйича тўловларга йўналтирилишини кўрсатади. Таққослаш учун, ипотека кредитлари бўйича ўртача қарз юки бир йил давомида 71 фоиздан 49 фоизгача, автокредитлар бўйича эса 60 фоиздан 37 фоизгача камайган. 2025 йил давомида банкдан кредит олган аҳолининг 53 фоизида банклар ва банкдан ташқари ташкилотлар олдида бир нечта қарз мажбуриятлари мавжудлиги кузатилди. Бир йил аввал уларнинг улуши 43 фоизни ташкил этган. Марказий банк қайд этишича, бир вақтнинг ўзида бир нечта кредитларга хизмат кўрсатиш зарурати қарздорларнинг тўлов қобилиятларини заифлаштириши мумкин. Йил якунлари бўйича микроқарзлар портфелидаги муаммоли кредитлар улуши 4 фоиз даражасида сақланиб қолган.","106","812","16.33","6.94","0.327","0.567"
"wikipedia","Changtepa (Qashqadaryo viloyati, Kitob tumani)","https://uz.wikipedia.org/wiki/Changtepa_(Qashqadaryo_viloyati,_Kitob_tumani)","1","Changtepa — Oʻzbekistondagi madaniy meʼros obyekti. Arxeologiya yodgorligi. Obyekt davri: V—VII asrlar. Qashqadaryo viloyatining Kitob tumanida joylashgan. Obyekt manzili: „Makrid“ QFY, Yuqori chil qishlogʻi. Koʻchmas mulkka boʻlgan huquq: Davlat mulki. Qashqadaryo viloyati madaniy meros boshqarmasi operativ boshqaruv huquqi asosida. Oʻzbekiston Respublikasi Vazirlar Mahkamasining qarori bilan 2019-yil 4-oktabrda Moddiy madaniy merosning koʻchmas mulk obyektlari milliy roʻyxatiga kiritilgan — davlat muhofazasiga olingan.","60","526","7.38","7.51","0.746","0.567"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","17","Бусиз келажагимиз йўқлигини барчамиз теран англашимиз керак, – деди Президент. Сўнгги йилларда Ўзбекистоннинг ахборот технологиялари соҳасидаги натижалари халқаро ҳамжамият томонидан кенг эътироф этилмоқда. Жорий йилда венчур инвестициялар ҳажми 5 баробар кўпайиб, ўсиш суръати бўйича мамлакатимиз жаҳонда биринчи ўринга кўтарилди. Ўзбекистоннинг миллий стартап экотизими қарийб 4,5 миллиард долларга етди. Инновацион ғояларни рағбатлантириш мақсадида мукофот жамғармаси 5 миллион доллар бўлган Президент стартап танловига старт берилди. Шунингдек, Ўзбекистон Сунъий интеллект соҳасида ҳамкорлик бўйича Бутунжаҳон ташкилотининг таъсисчиларидан бири бўлиб, бу борадаги глобал жараёнларни шакллантиришда иштирок этадиган давлатлар сафидан жой олди. Умумий майдони 36 гектар бўлган марказ қурилишига қарийб 500 миллион доллар инвестиция жалб қилинади.","100","848","13.43","7.73","0.404","0.568"
"gazeta.uz","Тошкент ярим йилда 3,2 млн хорижий сайёҳни қабул қилди","https://www.gazeta.uz/uz/2026/07/23/toshkent-turizm/","2","Натижада уларнинг умумий сони 2673 тага етди. Маълумот учун, 2026 йилнинг биринчи ярмида Ўзбекистонга 6,5 миллиондан ортиқ хорижлик сайёҳ ташриф буюрди. Статистика қўмитаси маълумотига кўра, бу кўрсаткич 2025 йилнинг мос даврига нисбатан қарийб 25 фоизга юқори. Сайёҳларнинг салкам 5 миллиони Қирғизистон, Қозоғистон ва Тожикистон ҳиссасига тўғри келди. Аввалроқ хорижий компаниялар ўзбекистонликларга турпакетларни фақат маҳаллий лицензияланган туроператор ёки мамлакатдаги юридик шахси орқали сотиши мумкин бўлиши ҳақида хабар берилганди. Турагентларга бундай оператор иштирокисиз сотувларни, жумладан, сайтлар, тармоқлар ва иловалар орқали амалга оширишни тақиқлаш таклиф этилмоқда.","83","685","12.83","7.44","0.468","0.569"
"gazeta.uz","Президент Нурафшон ва Чирчиқда Келажак технологиялари маркази ҳамда IT-парклар қурилишини бошлаб берди","https://www.gazeta.uz/uz/2026/07/22/future-center/","1","Ўзбекистон президенти Шавкат Мирзиёев бугун, 22 июль куни Нурафшон шаҳридаги Cyber University’га ташриф буюриб, олийгоҳ ёнида Келажак технологиялари маркази қурилишига старт берди. Бу ҳақда давлат раҳбари матбуот хизмати хабар қилди. Президент қарори билан ўтган йили ташкил этилган Рақамли технологиялар вазирлиги ҳузуридаги давлат университети ахборот ва киберхавфсизлик, сунъий интеллект ва робототехника, киберҳуқуқ, рақамли криминалистика ҳамда кибериқтисодиёт йўналишлари учун мутахассислар тайёрлайди. Ҳозирда университетда 2 та факультет ва 4 та кафедра фаолият юритмоқда. Бу ерда бакалавриатнинг 8 та ва магистратуранинг 2 та йўналиши бўйича қарийб 1000 нафар талаба таҳсил олмоқда. Талабалар билан суҳбатда Шавкат Мирзиёев мамлакатнинг ҳар бир тармоғи ва ҳар бир ҳудуди рақамли технологиялар билан ҳамқадам ривожланмаса, барқарор тараққиётга эришиб бўлмаслигини таъкидлади. «Ҳаётимизнинг барча соҳаларини жиддий рақамлаштирмасдан туриб тараққиётга эришиб бўлмайди.","119","974","16.29","7.29","0.298","0.569"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","15","Университетда ахборот ва киберхавфсизлик, сунъий интеллект ва робототехника, киберҳуқуқ, рақамли криминалистика ҳамда кибериқтисодиёт соҳалари учун халқаро талабларга жавоб берадиган мутахассислар тайёрланмоқда. Бугунги кунда олийгоҳда 2 та факультет ва 4 та кафедра фаолият юритиб, 8 та бакалавриат ҳамда 2 та магистратура йўналишида қарийб 1 минг нафар талаба таҳсил олмоқда. Университетда 1 минг 585 ўринли ўқув биноси, 805 ўринли талабалар турар жойи, замонавий спорт мажмуалари, ошхона ва ахборот-ресурс маркази ташкил этилган. Давлатимиз раҳбари университетда яратилган шароитлар билан танишди. Олийгоҳда таҳсил олаётган ёшлар билан самимий мулоқот бўлиб ўтди. – Келажакда сиздек мутахассисларга эҳтиёж янада ошади. Ҳар бир соҳа ва ҳар бир ҳудуд рақамли технологиялар билан ҳамоҳанг ривожланмаса, мамлакат тараққий этмайди.","107","829","14.14","7.01","0.444","0.57"
"uza.uz","Абдусатторов Чиннайда 4-ўринни эгаллади","https://uza.uz/uz/posts/abdusattorov-chinnayda-4-orinni-egalladi_885766","2","Ўз навбатида Абдусатторовдан очко тортиб олган россиялик Андрейкин иккинчи ва Аржун Эригаиси учинчи ўринларга эга чиқди. Турнир ғолиблигига эришган Алиреза Фирузжа мусобақа низомига мувофиқ кубок ва 26 минг 500 АҚШ доллари билан тақдирланди. Турнирда 2-поғонани банд этган Дмитрий Андрейкин 15 минг, 3-ўрин соҳиби Эригаиси 10 минг ҳамда 4-ўриндан жой олган ҳамюртмиз Нодирбек Абдусатторов 7 минг 420 АҚШ доллари миқдоридаги мукофот пулини қўлга киритди. Т. Рўзиев, ЎзА","66","468","12.0","6.3","0.633","0.571"
"kun.uz","Vashington Saudiya Arabistonining atom energetikasiga sarmoya kiritadi.","https://kun.uz/news/2026/07/23/vashington-saudiya-arabistonining-atom-energetikasiga-sarmoya-kiritadi","2","Uning so‘zlariga ko‘ra, hamkorlik dunyodagi eng ilg‘or atom texnologiyalariga tayangan holda amalga oshiriladi. Endi mazkur kelishuv AQSh Kongressiga tasdiqlash uchun kiritiladi. Kongressda qarshilik bo‘lishi mumkin Biroq Reuters agentligining yozishicha, Kongress kelishuvni ma’qullamasligi ham ehtimoldan xoli emas. Buning asosiy sababi sifatida ayrim kongressmenlarning siyosiy jihatdan beqaror deb baholanayotgan Yaqin Sharq davlatlariga yadroviy texnologiyalar berishga qarshi ekani ko‘rsatilmoqda. Ayniqsa, AQSh va Isroilning Eronga qarshi harbiy harakatlari davom etayotgan sharoitda bunday qaror bahslarga sabab bo‘lishi mumkin. Shuningdek, xalqaro inspektorlar Saudiya Arabistonidagi yadroviy ob’yektlarga qay darajada kirish imkoniga ega bo‘lishi ham hozircha to‘liq aniq emas. Bu esa texnologiyalar harbiy maqsadlarda qo‘llanmasligi bo‘yicha xavotirlarni kuchaytirmoqda.","100","881","16.0","6.78","0.384","0.574"
"gazeta.uz","Ўзбекистонда микроқарз олувчиларнинг ҳар бирига ўртача қарийб иккитадан шартнома тўғри келмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/microloan/","1","Хабар янгиланди: Дастлабки версияда Марказий банк микрозқарзлар бериш талабларини кучайтиришни таклиф қилаётгани айтилган эди. Марказий банк Gazeta`га аниқлик киритиб, бу чоралар зарурат туғилганда қўлланилиши мумкин бўлган хавфларни камайтириш воситалари сифатида келтирилганини маълум қилди. Гап қарз юкини ҳисоблашдаги истисноларни бекор қилиш ва қарз олувчи учун энг кам даромад миқдорини белгилаш ҳақида бормоқда. 2026 йил бошига келиб Ўзбекистонда банклар томонидан берилган микроқарзлар олувчилари сони бир йил ичида 16 фоизга ошиб, қарийб 2,7 млн кишига етди. Бу ҳақда Марказий банкнинг 2025 йил учун молиявий барқарорлик шарҳида сўз боради. Шу билан бирга, бир қарз олувчига тўғри келадиган шартномаларнинг ўртача сони 1,7 тадан 1,9 тагача кўпайган. 2026 йил бошига келиб тижорат банклари томонидан берилган микроқарзлар қолдиғи 48,9 трлн сўмга етган.","115","860","15.43","6.55","0.435","0.574"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","18","У таълим, илмий-тадқиқот, технологик синов ва ишлаб чиқариш жараёнларини бирлаштирадиган ягона инновацион экотизим бўлади. Нурафшон шаҳрининг танланиши бежиз эмас. Бу ердаги “Cyber University”да киберхавфсизлик ҳамда ахборот ҳимояси соҳаларида қарийб 1 минг нафар мутахассис тайёрланмоқда. Энди университет атрофида бутун мамлакат учун намуна бўладиган яхлит инновацион кластер шакллантирилади. Марказда киберхавфсизлик, сунъий интеллект, булутли технологиялар ва криптография йўналишларида 6 та замонавий лаборатория ташкил этилади. Шунингдек, сунъий интеллект дата-маркази ва муҳандислик кластери, ҳимояланган компьютер ҳамда маълумот узатиш қурилмалари, юқори технологик токенлар ишлаб чиқариш маркази барпо этилади. Учувчисиз дрон қурилмалари ва робототехника воситаларини синовдан ўтказиш учун махсус полигон фаолияти йўлга қўйилади. Осиё тараққиёт банки кўмагида маҳаллий технологияларни тижоратлаштириш ва миллий маҳсулотларни халқаро бозорларга олиб чиқиш платформаси яратилади.","112","986","14.12","7.56","0.407","0.575"
"kun.uz","Qirg‘izistonlik tadbirkorlar Wildberries omborlariga hujum sababli zarar ko‘rdi.","https://kun.uz/news/2026/07/22/qirgizistonlik-tadbirkorlar-wildberries-omborlariga-hujum-sababli-zarar-kordi","3","Nevinnomisskda esa bir kishi shifoxonaga yotqizildi. Hujumlardan so‘ng Wildberries logistika zanjirlari qayta tashkil etilganini va platforma odatiy rejimda ishlashda davom etayotganini bildirdi.","22","195","11.5","7.43","0.565","0.577"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","20","Мазкур масканни Тошкент вилоятининг сунъий интеллект ва рақамлаштириш марказига, ёшларнинг билим, истеъдод ва қобилиятини рўёбга чиқарадиган замонавий мажмуага айлантириш асосий мақсад экани таъкидланди. Келажак технологиялари марказида амалга ошириладиган илмий ишланмалар, технологик ечимлар ва кашфиётлар мамлакатимизнинг халқаро нуфузини янада юксалтиришга хизмат қилиши қайд этилди. Маросимда Хитой, Россия ва Германия компаниялари иштирокида амалга ошириладиган, умумий қиймати 465 миллион доллар бўлган 9 та янги лойиҳа қурилишига ҳам старт берилди. Ушбу янги қувватлар ишга тушиши натижасида яна 5 мингта иш ўрни яратилади, аҳолининг замонавий ижтимоий хизматлардан фойдаланиш имкониятлари кенгаяди. Президент Шавкат Мирзиёев хорижий ҳамкорлар, мутахассислар ва қурувчиларга муваффақият тилади. Сўнг давлатимиз раҳбари Нурафшон шаҳридаги “Нурафшон махсус техника” корхонасига борди.","105","890","17.0","7.51","0.265","0.577"
