"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain"
"wikipedia","Insult","https://uz.wikipedia.org/wiki/Insult","13","Yuzi qizargan, ruhiy qo‘zg‘alishlar, qochishga harakat qiladilar, to‘shakda yotolmaydi, tana harorati baland bo‘ladi. Orqa miya suyuqligida qon bo‘ladi. Og‘ir hollarda bemorning hushi bo‘lmaydi, sopor yoki koma holatda bo‘ladi. Mahalliy miya belgilaridan— g‘ilaylik, diplopiya va yengil gemiparezlar bo‘ladi. Qorinchalar ichiga qon ketganda kasallik birdan boshlanib, hushning yo‘qolishi, nafas olish shovqinli bo‘lib, bemor xirillab nafas oladi. Sopor va koma holatiga tezda tushib qoladi. Bemorning tana harorati 39—40°C, sovuq qotganday titrash, tomir urishi tezlashgan, sovuq ter bosish, orqa miyani punksiya qilganda orqa miya suyuqligida qon bo‘ladi. Mahalliy miya belgilari kam rivojlangan bo‘ladi. Mushaklarda tonik tirishish, gipotoniya bilan almashinib turadi. Tibbiyot hamshiralari insult bilan og‘rigan bemorlarni juda ehtiyotlik bilan qarashlari talab etiladi.","108","873","12.3","5.85","0.285","0.396","health"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","26","Birinchi uchrashuvda boliviyaliklar Yugoslaviyaga yutqazdi. Boliviyaliklar so‘nggi yarim soat ichida to‘rt marta gol o‘tkazib yuborishdi va shu tariqa Yugoslaviya yarim finalga yo‘llanma oldi. Bundan tashqari ushbu turnirda Boliviyaliklarning bir nechta goli hisobga olinmadi. Yarim finalga chiqish imkoniyatini yo‘qotgan Braziliya va Boliviya jamoalari o‘rtasida bo‘lib o‘tgan guruhning uchinchi o‘yinida Braziliya birinchi bo‘limda bitta, ikkinchi bo‘limda esa yana uchta gol urdi. Preguinho dubl qayd etdi. Uchrashuvga kelgan muxlislar uchun oʻyinni kuzatish juda qiyin boʻldi. Chunki 45 daqiqa davomida jamoalar bir xil rangli formalarda harakat qilishdi. Tanaffusda Ulises Saucedo boshchiligidagi Boliviya terma jamoasi aʼzolari oʻz formalarini oʻzgartirishdi. Ushbu guruhdan turnir mezbonlari — Urugvay, Peru va Ruminiya terma jamoalari oʻrin olishdi.","107","857","12.89","6.26","0.224","0.396","sport"
"wikipedia","Alburz","https://uz.wikipedia.org/wiki/Alburz","1","Alburz (forscha: البرز‎‎ — Alborz) — Eronning shimoliy qismidagi togʻlar, Kaspiy dengizining janubiy qirgʻoqlariga tutash, Eron togʻligining shimoliy chekkasi. Uzunligi 900 kilometr, eni 120 kilometrgacha. Balandligi 2000–4000 metrli bir nechta parallel tizmalardan iborat. Eng baland joyi 5604 metr (Damovand soʻngan vulkani, Eronning eng baland nuqtasi). Asosan, ohaktosh va qumtoshlardan tuzilgan. Eronni Safidrud daryosining chuqur darasi kesib oʻtgan. Togʻ tepalari yassi, yon bagʻirlari tik. Shimoliy yon bagʻirlari zich keng bargli oʻrmonlar, togʻ dashti va yaylovlardan iborat, jan. nisbatan qurgʻoqchil yon bagʻri kserofit butalar bilan qoplangan. Milliy bogʻ va qoʻriqxonalar tashkil etilgan. Neft va gaz konlari ochilgan. Alburz — Eronning shimolidagi togʻ choʻqqisi, Kaspiy dengizining janubiy yoqasida.","105","815","8.08","6.76","0.402","0.397","other"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","8","Ishtirok etishga rozilik bildirgan jamoalarning aksariyati Amerika qitʼasi mamlakatlari edi: Argentina, Braziliya, Boliviya, Chili, Meksika, Paragvay, Peru va AQSh. Mezbon Urugvay terma jamoasi bilan qoʻshib hisoblanganda turnirda yettita Janubiy Amerika va ikkita Shimoliy Amerika terma jamoasi ishtirok etgan. Urugvayga Atlantika okeani orqali faqat kemada borish mumkin edi. Bu esa koʻp vaqt va katta xarajat talab qiladi. Shuning uchun Yevropa qitʼasidan jahon chempionatiga atigi toʻrtta jamoa roʻyxatga olindi. Ammo Yevropa jamoalarining hech biri yakuniy qarorini 28-fevralgacha FIFAga maʼlum qilmagan. Buning sababi sifatida jahon iqtisodiy inqirozi koʻrsatilgan. Jahon iqtisodiy inqirozining choʻqqisi 1929–1930-yillar qishiga toʻgʻri keldi. Angliya, Shotlandiya, Uels va Shimoliy Irlandiya jamoalari oʻsha paytda FIFA aʼzosi hisoblanmasa ham Urugvay Futbol Assotsiatsiyasi Yevropadagi jamoalarni jalb qilish uchun Angliya Futbol Assotsiatsiyasiga xat yuborgan.","119","970","13.22","6.9","0.168","0.399","sport"
"wikipedia","Askariy","https://uz.wikipedia.org/wiki/Askariy","1","Askariy – oʻrtapishar, mayiz-bop, urugʻsiz, xoʻraki uzum navi. Sharqiy ekologik-geografik navlar guruhiga ki-radi. Asl vatani – Eron. Armaniston, Turkmaniston, Qozogʻiston, Qirgʻiziston, Tojikiston va Oʻzbekistonning ayrim viloyatlarida ekiladi. Tupi oʻrtacha oʻsadi. Bargi yirik, choʻzinchoq, silliq, arra tishli, tuksiz. Guli ikki jinsli. Uzum boshi oʻrtacha va yirik, shingillari tigʻizligi oʻrtacha. Gʻujumi urugʻsiz, oʻrtacha, och sariq. Poʻsti yupqa, gʻuborli. Eti sershira, mazasi yoqimli. Hosili faol harorat yigʻindisi 2800 – 3000da 120– 130 kunda pishib yetiladi. Hosildorligi 59 – 90 s/ga. Sovuqqa bardoshi past. Ragʻa va un shudring bilan ka-sallanadi. Yangiligida iste’mol etiladi, mayiz solinadi.","91","710","5.5","6.34","0.557","0.399","economy"
"wikipedia","100 metrga toʻsiqlar osha yugurish","https://uz.wikipedia.org/wiki/100_metrga_toʻsiqlar_osha_yugurish","2","Uning natijasi 12.20 soniya edi. Oʻzbekistonlik sportchilar orasida Valentina Kibalnikova, Lidya Podsepkina va Xurshida Xolliyevalar bor. Valentina Kibalnikova Rio-De-Janeyroda boʻlib oʻtgan Olimpiada oʻyinlari ishtirokchisi va Oʻzbekiston rekordining sohibasi hisoblanadi. Sportchilar bu masofada pastki start texnikasini egallagan holda kolodkalardan chiqishadi. Toʻsiqlar balandligi ayollar uchun 840 mmni tashkil qiladi. Masofa oxirigacha 10 ta to‘siqdan oshib o‘tish talab qilinadi. To‘siqlar bir-biridan 8,5 metr masofada joylashtiriladi. 100 metrga toʻsiqlar osha yugurishda sprinterlik qobiliyatlari juda muhim hisoblanadi. Odatda yuqori toifadagi sportchilar toʻsiqlar orasidagi masofani 3 qadamda bosib oʻtishadi. Toʻsiqlarning ustidan oʻtayotganda ularga tegib ketmaslik va shu bilan bir qatorda tezlikni yoʻqotmaslik lozim. Ayollar uchun toʻsiqlar balandligi erkaklarnikiga qaraganda pastroq va orasidagi masofa ham kamroq. Shuning uchun erkaklar va ayollar texnikasi o‘rtasida katta farq kuzatilmaydi.","119","1014","9.23","7.16","0.325","0.4","sport"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","7","Mezbonlar ishtirokchilarning turnir davomidagi xarajatlarini qoplash majburiyatini ham oʻz zimmasiga olishdi. Boshqa raqobatchi davlatlar taslim boʻldi va 1929-yil 18-mayda Barselonada boʻlib oʻtgan FIFA kongressida Urugvay bir ovozdan birinchi jahon chempionati mezboni sifatida eʼlon qilindi. Jahon chempionati kubogi dizayni fransiyalik haykaltarosh Abel Lafleur tomonidan ishlab chiqilgan. Balandligi 35 sm, ogʻirligi 3.8 kg boʻlgan kumush kubokning yuzasi 925 probali oltin bilan qoplangan. Asosi lojuvard toshlar bilan bezatilgan. Birinchi jahon chempionati futbol tarixida saralash bosqichisiz oʻtkazilgan yagona musobaqa hisoblanadi. FIFAga aʼzo boʻlgan har bir davlat turnirga taklif qilingan. Jamoalar 1930-yilning 28-fevral kuniga qadar FIFAga chempionatda ishtirok etish yoki etmaslik haqidagi qarorlarini maʼlum qilishi kerak edi.","102","843","11.0","7.16","0.253","0.401","sport"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","28","Shuning uchun koʻpchilik muxlislar va uchrashuv rasmiylari futbolchilarni yaxshi tanimagan. Peruliklar esa bundan unumli foydalanishdi. Ammo bu oʻzgarish Ruminiya terma jamoasining uchinchi golini kiritishiga va yakunda 3:1 hisobida g‘alaba qozonishiga to‘sqinlik qila olmadi. Mazkur uchrashuv eng kam muxlis tashrif buyurgan oʻyin sifatida jahon chempionati tarixida qoldi. Rasmiy maʼlumotlarga koʻra, oʻyinga atigi 2549 tomoshabin tashrif buyurgan. „Centenario“ stadioni qurilishi yakunlanmaganligi uchun Urugvay terma jamoasining birinchi o‘yini 5 kunga kechiktirildi. Chunki tashkilotchilar stadionni urugvayliklar ishtirokidagi o‘yin bilan ochmoqchi edi. Birinchi o‘yin oldidan „Centenario“da Urugvay Konstitutsiyasi qabul qilinganining 100 yilligiga bag‘ishlangan tantanali marosim bo‘lib o‘tdi. Turnirdan toʻrt hafta oldin urugvayliklar qattiq nazorat ostida yigʻin oʻtkazishdi.","102","885","11.89","7.02","0.224","0.401","sport"
"wikipedia","Alburz","https://uz.wikipedia.org/wiki/Alburz","2","Uzunligi 900 kilometr, eni 120 kilometr. Balandligi 2000-3500 metr boʻlgan bir necha choʻqqilardan tashkil topgan. Balandligi 5604 metr (Damovand choʻqqisi — Eronning eng baland joyi). Asosan ohaktosh bilan qumtoshdan, Damovand — andezitli lavadan iborat. Safidrud daryosi chuqur togʻ darasi qilib kesib oʻtadi. Neft va mislarning kon oʻrinlari bor. Gʻarbida qalin yalpoq yapiroqli oʻrmon daraxtlari, janubida kserofitli butalar oʻsadi. Markaziy Alburz milliy parki va birnecha qoʻriqxonalar barpo etilgan.","67","506","7.62","6.66","0.443","0.401","other"
"wikipedia","Anvar Qosimov","https://uz.wikipedia.org/wiki/Anvar_Qosimov","3","Institut vostokovedeniya im. Biruni. Tashkent: Nauka, 1964. 117 s „Borba Indii za mir i mejdunarodnoe sotrudnichestvo“. T., 1967. 60 s. „Indiya v borbe protiv kolonializma, za mir i sotrudnichestvo mejdu narodami. (1947-1967 gg.)“ (v soavtorstve) AN UzSSR. In-t vostokovedeniya im. Biruni. Tashkent: (Fan), 1967. 143 s. 22 sm „Sovremennaya Tursiya“. T., 1979. 176 s. (na uzb.yaz.). „Vajnoe sredstvo kommunisticheskogo vospitaniya: (Nekotorie voprosi sovershenstvovaniya partiynoy propagandi v sovremennix usloviyax)“. 69 s. 20 sm, Tashkent Uzbekistan 1983 g. „Kontrpropagandistskie kadri: opit i problemi podgotovki“. 20 s. 20 sm, Tashkent obщestvo „Znanie“ 1985 g. „Partiynoe rukovodstvo marksistsko-leninskim obrazovaniem v Uzbekistane v sovremennix usloviyax“, 230, (2) s. 21 sm, Tashkent Uzbekistan 1986 g. „Deyatelnost Kompartii Uzbekistana po razvitiyu marksistsko-leninskogo obrazovaniya trudyaщixsya (1971-1986 gg.)“: avtoreferat dissertatsii doktora istoricheskix nauk: 07.00.01 Institut istorii partii pri TsK Kompartii Uzbekistana-filial Instituta marksizma-leninizma pri TsK KPSS, Tashkent 1988 g, 51 s „Vneshnyaya politika SSSR v usloviyax novogo politicheskogo mishleniya“. 19 s. 20 sm, Tashkent Obщestvo „Znanie“ 1990 g. „Perestroyka v partii: vibornie organi i apparat“.","166","1286","4.03","6.42","0.628","0.402","culture"
"wikipedia","Abdulla Qodiriy nomidagi Navoiy viloyat axborot-kutubxona markazi","https://uz.wikipedia.org/wiki/Abdulla_Qodiriy_nomidagi_Navoiy_viloyat_axborot-kutubxona_markazi","2","Ayni paytda kutubxona viloyatda faoliyat yuritayotgan 253 ta kutubxonaga metodik rahbarlik qilib keladi. Bu kutubxonalarning 43 tasi shaharda, 210 tasi qishloqlarda joylashgan. 2006-yilga kelib kutubxona Navoiy viloyat axborot-kutubxona markaziga aylantirilgan. Oʻzbekiston milliy kutubxonasi Turon kutubxonasi Yangi Oʻzbekiston – yoshlar ziyo maskani axborot-kutubxonasi","42","371","10.0","7.75","0.25","0.402","education"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","42","Shunday qilib Bert Patenaude jahon chempionatlari tarixidagi ilk xet-trik muallifi hisoblanadi. Plácido Galindo — jahon chempionati doirasidagi bahsda maydondan chetlatilgan ilk futbolchi. Peru terma jamoasi sardori Ruminiyaga qarshi oʻyinda maydondan chetlatilgan. Biroq, unga qizil kartochka koʻrsatilmagan. Chunki oʻsha paytda futbolda kartochkalar hali joriy etilmagan edi. Shuning uchun ushbu turnirda futbolchilar sariq kartochka ham olishmagan. Futbolchilarga jazo tariqasida kartochka koʻrsatish 1970-yilgi jahon chempionatidan boshlab amalga kiritilgan. Ishtirokchi jamoalar sonining kamligi va bir qator tashkiliy muammolarga qaramay birinchi jahon chempionati muvaffaqiyatli o‘tdi. Uchta asosiy favoritdan faqat Braziliya terma jamoasi guruh bosqichida muvaffaqiyatsizlikka uchrab, musobaqadagi ishtirokini yakunladi. Qolgan ikki favorit — Urugvay va Argentina kutilganidek finalga chiqdi.","104","900","10.5","7.38","0.257","0.402","sport"
"wikipedia","Adabiyot boʻyicha Nobel mukofoti sovrindorlari roʻyxati","https://uz.wikipedia.org/wiki/Adabiyot_boʻyicha_Nobel_mukofoti_sovrindorlari_roʻyxati","4","Ushbu uchta Nobel mukofoti sohibi mos ravishda bengal, fransuz va rus tillari boʻyicha saralangan. 2 Karl Adolf Gjellerup (1917-yilgi Adabiyot boʻyicha Nobel mukofoti sohibi) daniya va nemis tillarida yozgan. 1901-yildan 2024-yilgacha adabiyot boʻyicha Nobel mukofoti sovrindori boʻlgan 121 kishidan 18 nafari ayollar, 103 nafari erkaklar edi:","46","343","14.0","6.36","0.19","0.403","culture"
"wikipedia","1896-yilgi Yozgi Olimpiada oʻyinlari medallar jadvali","https://uz.wikipedia.org/wiki/1896-yilgi_Yozgi_Olimpiada_oʻyinlari_medallar_jadvali","1","1896-yil zamonaviy dunyo tarixida ilk bor Gretsiyaning poytaxti Afina shahrida Olimpiada oʻyinlari boʻlib oʻtdi. Ushbu oʻyinlarda 14 davlatdan jami 241 sportchi toʻqqiz sport turi boʻyicha 43 ta musobaqada qatnashdi. Bu 1896-yilgi Yozgi Olimpiada oʻyinlarining medallar sonining toʻliq jadvali, Xalqaro Olimpiya Qoʻmitasining (XOQ) medallar soniga asoslangan.","45","359","14.0","6.95","0.143","0.403","sport"
"wikipedia","Abissal tekisliklar","https://uz.wikipedia.org/wiki/Abissal_tekisliklar","1","Abissal tekisliklar – chekka dengizlarning okean soyliklari va botiqlaridagi chuqur suv osti yassi va sertepa tekisliklari. Okean qari va oʻtish zonasida keng tarqalgan Yassi Abissal tekisliklar okean va chekka dengiz soyliklarining chetki qismlariga toʻgʻri keladi. Sertepa Abissal tekisliklar okean tubining katta qismini egallaydi. Yassi Abissal tekisliklar Atlantika okeanida koʻp tarqalgan. Sertepa Abissal tekisliklar relyefining parchalanganligi bilan ajralib turadi. Sertepa Abissal tekisliklar Hind va Tinch okeanlarida Atlantika okeaniga nisbatan koʻproq uchraydi.","70","574","11.5","7.22","0.232","0.403","other"
"wikipedia","Ahad Aminov","https://uz.wikipedia.org/wiki/Ahad_Aminov","1","Ahad Umarovich Aminov (1920.30.5, Namangan — 1992, Toshkent) — kulol, Toshkent kulollik maktabi vakili. Samarqand badiiy bilim yurtining ku-ollik boʻlimida va Toshkent badiiy oʻquv ishlab chiqarish kombinatida tahsil koʻrgan (1935 — 38). Nizomiy nomidagi Toshkent pedagogika institutini tugatgan (1942). P. Menkov nomidagi respublika rassomlik bilim yurtida oʻqituvchi (1951 — 52). Toshkent chinni zavodini tashkil qilishda qatnashgan (1938). Aminov ijodi uchun xalq kulollik sanʼati anʼanalariga (lagan, kosa, vaza va boshqalar) asoslangan holda shakllar ustida izlanish xosdir. U buyumlarni qalami, chizma usulida bezab, bezakda islimiy (ayniqsa avvali bahor va boshqalar) naqshlardan keng foydalanadi. Asarlari Oʻzbekiston davlat sanʼat muzeyi, Amaliy sanʼat mu-zeyi, muzeylarda saqlanadi.","101","792","8.27","6.82","0.407","0.403","culture"
"wikipedia","Anvar Qosimov","https://uz.wikipedia.org/wiki/Anvar_Qosimov","5","A.M.Kasimov i dots. B.T.Giyosov. Uning otasi Qosimov, Mahmud Tojiqulovich — sovet harbiy qoʻmondoni, birinchi oʻzbek polk komandirlaridan biri, Fargʻona viloyati harbiy komissari, SSSRning Erondagi elchixonasi harbiy attashesi. Onasi Karomatxon Nishonboyevna (Oʻsh shahrida tugʻilgan) — 26-iyun 1986-yili Fargʻona shahrida vafot etgan. SSSRning Erondagi elchixonasi qoshidagi tibbiy kasalxonada ishlagan. Toʻrtta farzandi bor: qizlari Mumtoz Abdurazzoqova (1966, sharqshunos), Nazokat Qosimova (1969 va oʻgʻillari Mahmud Qosimov (1979, sharqshunos), Muzaffar Qosimov (1981, iqtisodchi, tadbirkor). Uning qizi Qosimova Nazokat Anvarovna siyosiy fanlar doktori, Toshkent Jahon iqtisodiyoti va diplomatiyasi dorilfununi professori, Oʻzbekiston Respublikasi Oliy taʼlimi islohoti boʻyicha milliy eksperti, 50 dan oshiq ilmiy adabiyot muallifi. Doʻstlik medali Vetnam Sotsialistik Respublikasi Prezidentining (SRV № 571/2005/ QD/CTN, Xanoy, 7-iyun 2005 yildagi „Doʻstlik“ medali bilan taqdirlash toʻgʻrisida""gi qarori. Oʻzbekiston Respublikasida xizmat koʻrsatgan yoshlar murabbiysi.","124","1078","9.23","7.23","0.333","0.404","culture"
"wikipedia","Anomal aylanish davri","https://uz.wikipedia.org/wiki/Anomal_aylanish_davri","1","Anomal aylanish davri -yoritqich orbitasining markaziy jismga eng yaqin nuqtasi (mas, perigey, peri-geliy)da ketma-ket ikki marta boʻlishi orasida oʻtgan vaqt. Masalan, anomal oy (yil) — Oy (Yer)ning, perigey (perigeliy)da ketma-ket ikki marta boʻlishi orasida oʻtgan vaqt. Anomal oy — 27,55 sutkaga, anomal yil esa 365,2596 sutkaga teng .","48","339","16.33","5.24","0.184","0.404","other"
"wikipedia","Osiyo qora ayigʻi","https://uz.wikipedia.org/wiki/Osiyo_qora_ayigʻi","7","Bugungi kunda Osiyo qora ayigʻi janubi-sharqiy Erondan sharqqa Afgʻoniston va Pokiston orqali, Hindiston va Myanmadagi Himoloy etaklari orqali Malayziyadan tashqari Janubi-Sharqiy Osiyo materiklarigacha tarqalgan. Ular Rossiyaning janubiy Uzoq Sharqida va Shimoliy Koreyada mavjud. Janubiy Koreyada kam soni saqlanib qolgan. Yaponiyaning Xonsyu va Shikoku orollarida, shuningdek, Tayvan va Xitoyning Xaynan orolida ham uchraydi. Odatda bargli oʻrmonlarda, aralash oʻrmonlarda va tikanli oʻrmonlarda yashaydi. Yozda Osiyo qora ayigʻi odatda 3500 mga yaqin balandlikda yashaydi. Qishda u 1500 m pastroq balandliklarga tushadi. Yaponiyada u dengiz boʻyida ham uchraydi. Osiyo qora ayiqlarining soni boʻyicha aniq hisob-kitoblar mavjud emas: Yaponiya Xonsyuda yashaydigan 8-14 000 ayiqni taxmin qilgan, ammo buning ishonchliligi hozir shubhali.","106","840","11.67","6.69","0.276","0.406","science"
"wikipedia","A Carne","https://uz.wikipedia.org/wiki/A_Carne","1","A Carne (inglizcha: The Flesh) — Júlio Ribeiro tomonidan yozilgan 1888-yilgi naturalistik roman. Asar Braziliya adabiyotining eng bahsli asarlaridan biri boʻlib, koʻpincha D. H. Lawrencening Lady Chatterley's Lover romani bilan taqqoslanadi va yozuvchi uning oʻtmishdoshi sifatida qaraladi.","37","290","9.25","6.46","0.405","0.406","culture"
"wikipedia","Futbol boʻyicha 1930-yilgi jahon chempionati","https://uz.wikipedia.org/wiki/Futbol_boʻyicha_1930-yilgi_jahon_chempionati","32","Futbolchi tanaffusga qadar oʻynadi. Kiyim almashtirish xonasidan toʻgʻri kasalxonaga joʻnatildi. Futbolchi birinchi boʻlimning soʻnggi 15 daqiqasida oyogʻi singan holda maydonda harakat qilganligi aniqlandi. Shu vaziyatdan soʻng oʻyinning qolgan qismi ham toʻqnashuvlarga boy tarzda oʻtishi aniq boʻldi. 20-daqiqada Luis Monti hisobni ochdi va shu tariqa Argentinani oldinga olib chiqdi. Ikkinchi bo‘limda amerikaliklar umuman qarshilik qila olishmadi va argentinaliklar yana 5 ta gol urib, finalga yo‘l olishdi. Ikkinchi oʻyinda 1924-yilgi olimpiadadagi Yugoslaviya – Urugvay uchrashuvi deyarli takrorlandi (olimpiadada janubiy amerikaliklar 7:0 hisobida gʻalaba qozonishgan). Jahon chempionatining yarim finalida yugoslavlar Đorđe Vujadinovićning goli bilan hisobni ochishdi. Biroq, urugvayliklar tezda hisobni tenglashtirishdi va 2:1 hisobida oldinga chiqib olishdi.","104","869","11.44","7.09","0.252","0.406","sport"
"wikipedia","David Bruce (mikrobiolog)","https://uz.wikipedia.org/wiki/David_Bruce_(mikrobiolog)","9","Bruce 1899-yilda Qirollik jamiyati (FRS) a'zosi etib saylandi. U 1904-1908-yillarda Qirollik Armiyasi Tibbiyot Korpusi jurnalining muharriri boʻlib ishlagan. 1901-yilda Edinburg universitetining Kemeron mukofoti laureati boʻlgan. 1904-yilda Qirollik jamiyatining Qirollik medali, 1905-yilda Mary Kingsley medali va Britaniya Tibbiyot Assotsiatsiyasining Stewart mukofotiga sazovor boʻlgan. U 1915-yilda Qirollik shifokorlar kollejida Croonian oʻqituvchisi sifatida faoliyat yuritgan. 1915-yilda Leeuwenhoek medali bilan taqdirlangan, 1908-yilda ritsar unvoniga ega boʻlgan va 1918-yilda Vannaning ritsar qo‘mondoni (KCB) unvoniga ko‘tarilgan. U 1924 — 1925-yillarda Britaniya Ilmiy Assotsiatsiyasi prezidenti boʻlgan. Bruce 1904 — 1932-yillarda tripanosomiazdagi kashfiyotlari uchun Fiziologiya va tibbiyot boʻyicha Nobel mukofotiga 31 marta nomzod boʻlgan, ammo hech birida tanlanmagan.","100","887","12.12","7.21","0.216","0.407","health"
"wikipedia","Gamilton maydon nazariyasi","https://uz.wikipedia.org/wiki/Gamilton_maydon_nazariyasi","2","Bitta skalyar maydon φ(x, t) uchun Gamilton zichligi Lagranj zichligidan bilan aniqlanadi: H ( ϕ , π , x , t ) = ϕ ˙ π − L ( ϕ , ∇ ϕ , ∂ ϕ / ∂ t , x , t ) . {\displaystyle {\mathcal {H}}(\phi ,\pi ,\mathbf {x} ,t)={\dot {\phi }}\pi -{\mathcal {L}}(\phi ,\nabla \phi ,\partial \phi /\partial t,\mathbf {x} ,t)\,.} ∇ ""del"" yoki „nabla“ operatori bilan x — fazodagi biron bir nuqtaning pozitsiya vektori va t — vaqt . Lagranj zichligi — bu tizimdagi maydonlar, ularning fazo va vaqt hosilalari, ehtimol, makon va vaqtning oʻzlarini koordinatalari.","100","544","18.25","4.79","0.151","0.408","science"
"wikipedia","Muvozanatlashgan to‘p","https://uz.wikipedia.org/wiki/Muvozanatlashgan_to‘p","15","Shunday qilib, ishqalanishning aylanish komponenti toʻpni oʻngga itaradi. Oddiy kuch va tortishish kuchidan farqli oʻlaroq, bu ishqalanish kuchlari toʻpga moment taʼsir qiladi va uning burchak tezligini oʻzgartiradi (ω).","28","220","13.5","6.89","0.185","0.408","science"
"wikipedia","Aleksandr Alyabyev","https://uz.wikipedia.org/wiki/Aleksandr_Alyabyev","1","Aleksandr Aleksandrovich Alyabyev (15-avgust 1797 — 6-mart 1851) — rus kompozitori. 150 dan ortiq romans va qoʻshiqlar, 6 opera, balet, simfoniya, kamer va xor asarlari, fortepiano pyesalari hamda damli sozlar orkestri uchun yozilgan marsh va raqslar muallifi. „Irtish“, „Qishki yoʻl“, ayniqsa, „Bulbul“ kabi romans va lirik qoʻshiqlari mashhur. U koʻpgina asarlarida rus, ukrain, kavkaz xalqlari kuylaridan foydalangan. Alyabyevning bir qancha romanslari (jumladan, „Bulbul“, „Men sizni sevgan edim“) oʻzbek xonandalari repertuaridan oʻrin olgan. Alyabyevga nazira tarzida Oʻzbekistonda D. Zokirov (T. Toʻla sheʼri), Qozogʻistonda L. Hamidiy (N. Boymuhamedov sheʼri) „Bulbul“ romanslarini yaratganlar. Bu asarlar S. Qrbulova va boshqa Toʻlaganova ijrolarida mashhur.","99","767","7.75","6.51","0.473","0.408","culture"
"wikipedia","Rizamat","https://uz.wikipedia.org/wiki/Rizamat","1","Rizamat — oʻrtapishar mahalliy xoʻraki va mayizbop uzum navi. Shreder nomidagi Bogʻdorchilik, uzumchilik va vinochilik ilmiy tadqiqot institutining Samarqand filialida Kattaqoʻrgʻon va Parkent uzum navlarini chatishtirib chiqarilgan (K. V. Smirnov, A. F. Gerasimova). Mashhur sohibkor Rizamat Musamuhamedov sharafiga uning nomi bilan atalgan. Tupi oʻrtacha oʻsadi. Barglari oʻrtacha, yumaloq, besh boʻlmali, sal kertikli, ters tomoni silliq. Guli ikki jinsli. Uzumi avgust-sentabrda pishadi. Uzum boshi yirik, tigʻizligi oʻrtacha, konussimon, vazni 300—550 g, gʻujumi yirik, silindr shaklida, yonbosh tomoni pushti. Poʻsti yupqa, eti zich, karsildoq, uzumi koʻrinishining bejirimligi va yaxshi taʼmi bilan ajralib turadi. Kurtagi boʻrtgandan keyin faol harorat yigʻindisi 3000° boʻlganda 150 kunda pishadi.","102","806","7.07","6.64","0.495","0.409","economy"
"wikipedia","172 kun","https://uz.wikipedia.org/wiki/172_kun","2","Bir kuni Nadzira Shafo oʻqish joyida Amir Azzikra ismli din olimi bilan uchrashib qoladi. Ziraning keskin oʻzgarishi Amirning eʼtiborini tortadi. Filmda Amir Indoneziyada juda mashhur din peshvosi va voiz, marhum Ustoz Orifin Ilhomning oʻgʻli boʻlib, u dindor, olijanob axloqli yigit sifatida tasvirlanadi. Amir Ziraga yaqinlasha boshlaydi. Zirani tavba qilishga chorlaydi va unga oila qurish taklifini beradi. Zira Amirning taklifini qabul qiladi va ular turmush qurishadi. Zira va Amirning oilaviy hayoti juda baxtli tarzda kechadi. Ular bir-birlarini sevadilar va qoʻllab-quvvatlaydilar. Amir har doim Ziraga yaxshi musulmon ayol boʻlishida yoʻl-yoʻriq koʻrsatib boradi. Biroq, ularning baxti uzoqqa choʻzilmaydi. Ogʻir xastalikdan aziyat chekayotgan Amir shifoxonada intensiv davolanishga majbur boʻladi.","105","808","9.82","6.35","0.398","0.409","culture"
"wikipedia","Parlament","https://uz.wikipedia.org/wiki/Parlament","4","Parlamentning reglamenti (parlamentlarning reglamentlari) parlamentni tashkil etishni tartibga soluvchi asosiy hujjatdir. Bundan tashqari parlament toʻgʻrisidagi, parlament deputatlari (aʼzolari)ning maqomi haqidagi, uning qoʻmitalari va komissiyalari toʻgʻrisidagi qonunlar hamda boshqa hujjatlar ham boʻlishi mumkin. Milliy tiklanish Jogorku Kengesh — Qirgʻiziston parlamenti. Oliy Majlis — Oʻzbekiston parlamenti. Knessat — Isroil parlamenti. Rada — Ukraina parlamenti. Duma — Rossiya parlamenti. Buyuk Millat Majlisi — Turkiya parlamenti. Parlamentarizm","63","557","6.44","8.19","0.397","0.41","law"
