"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain","subcategory"
"sports.uz","Amorim Manchesterdan shogirdini olib ketadi","https://sports.uz/news/view/news-1784297223","1","Amorim Manchesterdan shogirdini olib ketadi «Milan» bosh murabbiyi Ruben Amorim 24 yoshli Kot-d’Ivuar terma jamoasi hujumchisi Amad Dialloni jamoaga olib kelishni rejalashtirmoqda. Bu haqida Caught Offside nashri xabar berdi. Manbaga ko‘ra, Diallo uchun kurash faqat «Milan» bilan cheklanmaydi. Hujumchiga Angliyaning yana ikki klubi — «Nyukasl» va «Brayton» ham jiddiy qiziqish bildirmoqda. O‘tgan mavsumda Diallo klubi tarkibida barcha musobaqalar doirasida 33 ta o‘yinda maydonga tushdi. U shular davomida ikki bor raqib darvozasini ishg‘ol etdi va uchta golli uzatma muallifiga aylandi.","79","590","13.67","5.93","0.207","0.393","sport","football"
"sports.uz","«Real» UEFAdan «Barselona»ni Negreyra davrida yutilgan sovrinlardan mahrum qilishni so'radi","https://sports.uz/news/view/real-uefadan-barselona-ni-negreyra-davrida-yutilgan-sovrinlardan-mahrum-qilishni-so-radi","2","Ommaviy axborot vositalari ma’lumotiga ko‘ra, 2001–2018 yillar oralig‘ida klub Negreyraga pul o‘tkazmalarini turli vositachi kompaniyalar orqali amalga oshirgani iddao qilingan. Hozirgi vaqtda «Barselona» Ispaniyaning amaldagi chempioni hisoblanadi. «Real» Madrid esa 2025/2026 yildgi mavsum yakunlariga ko‘ra La Ligada ikkinchi o‘rinni egalladi.","40","346","14.67","6.25","0.136","0.393","sport","football"
"sports.uz","«Manchester Siti» 100 million yevro baholangan 18 yoshli iste'dodga ko‘z tikdi","https://sports.uz/news/view/manchester-siti-100-million-yevro-baholangan-18-yoshli-iste-dodga-ko-z-tikdi","1","«Manchester Siti» 100 million yevro baholangan 18 yoshli iste'dodga ko‘z tikdi Frantsiyaning «Lill» jamoasida yorqin oʻyini bilan eʼtibor qozonayotgan 18 yoshli Ayub Buaddi faoliyatini «Manchester Siti»da davom ettirishi mumkin. The Athletic nashri xabar berishicha, «shaharliklar» Marokash terma jamoasi yarim himoyachisini qoʻlga kiritish boʻyicha faol ish olib bormoqda. «Lill» oʻz iqtidorli futbolchisini 100 million yevro atrofida baholamoqda. Maʼlumotlarga koʻra, qator yirik klublar Buaddini sotib olib, yana bir mavsumga «Lill» safida qoldirishga tayyor edi. Biroq «Manchester Siti» futbolchining darhol jamoaga qoʻshilishini istamoqda. Ayni paytda Buaddining oʻzi kelajakda qaerda oʻynashini hali aniq belgilab olmagan. 2025/26 yildgi mavsumda Buaddi barcha musobaqalar hisobga olingan holda 42 ta oʻyinda maydonga tushib, bir bor golli uzatma amalga oshirgan.","111","869","15.29","6.67","0.075","0.393","sport","football"
"sports.uz","Realda yangi sardor tayinlandi","https://sports.uz/news/view/realda-yangi-sardor-tayinlandi-14-07-2026","1","“Real”da yangi sardor tayinlandi Madridning “Real” klubi 2026/2027 yilgiy mavsumi uchun sardorlik ierarxiyasini belgilab oldi. Score90 portali ma'lumotiga koʻra, jamoaning asosiy sardori sifatida Federico Valverde tanlangan. Undan keyingi oʻrinlarda Vinisius Juniyor, Tibo Kurtua va Rodrigo Goes joylashgan. Rodrigo jarohat tufayli mavsumning bir qismini oʻtkazib yuborishi sababli, uning vazifalarini Andrey Lunin bajaradi. Oʻtgan mavsumda jamoa sardori Dani Karvaxal edi, Valverde, Kurtua va Vinisius esa uning oʻrinbosarlari hisoblanardi. 34 yoshli Karvaxal 30 iyun kuni shartnomasi yakunlangach klubni tark etdi. U “Real” safida jami 451 ta uchrashuv oʻtkazgan va hozirda erkin agent hisoblanadi.","90","700","12.43","6.61","0.207","0.393","sport","football"
"sports.uz","Mundialning eng zo‘r o‘yinchisi operatsiya qilinadi","https://sports.uz/news/view/mundialning-eng-zo-r-o-yinchisi-operatsiya-qilinadi","1","Mundialning eng zo‘r o‘yinchisi operatsiya qilinadi «Manchester Siti» va Ispaniya terma jamoasi tarkibida harakat qiladigan tajribali yarimhimoyachi Rodri umurtqa pog'onasidagi muammo sababli jarrohlik amaliyotiga muhtoj. Bu haqida The Athletic nashri xabar berdi. Manbaga ko‘ra, 30 yoshli futbolchining maydonga qaytish muddati hozircha aniq emas. Tabiblar uning tiklanish jarayoni qancha vaqt talab etishini bashorat qilishga shoshilmayapti. Avvalroq madriddlik «Real» Rodri transferi bo‘yicha faol muzokaralar olib borayotgani haqida ma'lumotlar paydo bo‘lgan edi. O‘tgan mavsumda Rodri «Manchester Siti» safida barcha musobaqalar doirasida 33 ta o‘yinda maydonga tushib, 2 ta gol urdi. Shu bilan birga, u 2026 yildagi futbol bo‘yicha jahon chempionatida Ispaniya terma jamoasi bilan g‘olib chiqib, musobaqaning eng yaxshi o‘yinchisi deb topilgan. Transfermarkt portali ma'lumotlariga ko‘ra, futbolchining bozor qiymati 50 million evroni tashkil etadi.","121","955","15.88","6.25","0.087","0.394","sport","football"
"sports.uz","Argentina futbolchisiga Yevropaning ikki klubi ko‘z tikdi","https://sports.uz/news/view/argentina-futbolchisiga-evropaning-ikki-klubi-koz-tikdi-23-07-2026","1","Argentina futbolchisiga Yevropaning ikki klubi ko‘z tikdi Argentina milliy terma jamoasi va Fransiyaning “Lyon” klubi himoyachisi Nikolas Talyafiko yozgi transfer oynasida klubini oʻzgartirishi mumkin. Bu haqida insayder Nikolo Skira ijtimoiy tarmoqlar orqali maʼlum qildi. Manbaga koʻra, 33 yoshli himoyachiga Angliyaning “Nottingem Forest” hamda Ispaniyaning “Deportivo” klublari qiziqish bildirmoqda. Argentinalik futbolchining “Lyon” bilan amaldagi mehnat shartnomasi kelasi yozda oʻz yakuniga yetadi. 2026 yildagi Jahon chempionatida tajribali himoyachi Argentina terma jamoasi safida 7 ta oʻyin oʻtkazdi. Finalda esa argentinaliklar Ispaniya terma jamoasiga qarshi bahs olib bordi va 0:1 hisobida yutqazib, chempionlik unvonini topshirdi.","91","744","14.67","7.12","0.068","0.394","sport","football"
"sports.uz","Bu futbolchi sotilmaydi! Manchesterliklarning qarori qat’iy","https://sports.uz/news/view/bu-futbolchi-sotilmaydi-manchesterliklarning-qarori-qatiy-21-07-2026","1","Bu futbolchi sotilmaydi! Manchesterliklarning qarori qat’iy Yangi mavsumda Yevropa Chempionlar digasida ishtirok etadigan “Manchester Yunayted” bu yozda o‘zining qanot hujumchisi Amad Dialloni sotish imkoniyatini istisno qildi. Yaqinda matbuotda Amadga “Nyukasl” qiziqayotganligi haqida xabarlar tarqalgan edi. Klub “Barselona”ga sotilgan Entoni Gordonning o‘rniga yangi futbolchi izlamoqda. Biroq jurnalist Fabrizio Romanoning ta’kidlashicha, “Manchester Yunayted” 24 yoshli ivuarlik futbolchiga bo‘lgan har qanday qiziqishni rad etadi. Chunki u bosh murabbiy Maykl Kerrikning yangi mavsum uchun rejalariда muhim o‘rin tutadi. “Manchester Yunayted” yana yanvar oyidayoq Amadning vakillari bilan bog‘lanib, futbolchini sotish rejasi yo‘qligini ma’lum qilgan. Uning shartnomasi 2030 yilgacha amal qiladi va yana 12 oyga uzaytirish imkoniyati ham mavjud.","103","852","13.75","6.48","0.164","0.394","sport","football"
"sports.uz","U meni aql­dan ozdirgan. Gvardiola faoliyatidagi eng qiyin raqibini aytdi","https://sports.uz/news/view/u-meni-aql-dan-ozdirgan-gvardiola-faoliyatidagi-eng-qiyin-raqibini-aytdi","1","U meni aqldan ozdirgan. Gvardiola faoliyatidagi eng qiyin raqibini aytdi «Manchester Siti»ning sobiq bosh murabbiyi Xosep Gvardiola o‘z murabbiylik faoliyatidagi eng qiyin raqib sifatida Yurgen Kloppni tilga oldi. - Yurgen Klopp mening butun faoliyatimdagi eng asosiy raqibim bo‘lgan. U har 20 daqiqada taktik tizimni o‘zgartira olardi. Rostdan ham meni aqldan ozdirgan paytlari ko‘p bo‘lgan, — deya Gvardiolaning so‘zlarini AS nashri keltiradi. Eslatib o‘tamiz, 2026 yil 22 may kuni «Manchester Siti»ning rasmiy saytida Gvardiola mavsum-2025/2026 yakunlangach, jamoani tark etishi haqfida e’lon qilingan edi. Bu qaror murabbiyning shartnomasi yana bir yilga — 2027 yil yozigacha amal qilishiga qaramay qabul qilingan. Yurgen Klopp esa 2025 yildan buyon Red Bull kompaniyasida xalqaro aloqalar bo‘yicha direktor lavozimida faoliyat yuritmoqda.","114","843","14.62","5.79","0.179","0.394","sport","football"
"sports.uz","""Bu fojia"". Angliya terma jamoasining sobiq hujumchisi Tuhel haqida keskin gapirdi","https://sports.uz/news/view/bu-fojia-angliya-terma-jamoasining-sobiq-hujumchisi-tuhel-haqida-keskin-gapirdi","1","""Bu fojia"". Angliya terma jamoasining sobiq hujumchisi Tuhel haqida keskin gapirdi Sattonning fikricha, aynan nemis mutaxassisi qabul qilgan qarorlar Angliya terma jamoasining musobaqadan chiqib ketishida hal qiluvchi omil bo‘ldi. - Bu mutlaqo murabbiylik fiyaskosi bo‘ldi. Angliya hisobni ochdi, lekin shundan keyin tashabbusni amalda o‘zi Argentinga topshirib qo‘ydi. Jamoa juda chuqurga chekindi, yana bir himoyachi maydonga tushirildi, - dedi u. Menda savol tug‘iladi: shunday o‘yindan keyin Tuxelga bu jamoani yana qanday ishonib topshirish mumkin? Boshqalar nima deyishidan qat’i nazar, Angliya juda qulay yo‘lga tushdi, ammo shuning o‘ziga yarasha birorta haqiqatan kuchli o‘yin namoyish eta olmadi, - deya Sattonning so‘zlarini keltiradi VVS. Endilikda Angliya terma jamoasi uchinchi o‘rin uchun bahsda Fransiyaga qarshi maydonga tushadi.","112","846","15.12","5.8","0.157","0.394","sport","football"
"sports.uz","PSJ 100 mln evrolik yosh yulduzni sotib olishdan bosh tortdi","https://sports.uz/news/view/psj-100-mln-evrolik-yosh-yulduzni-sotib-olishdan-bosh-tortdi","1","PSJ 100 mln evrolik yosh yulduzni sotib olishdan bosh tortdi «Pari Sen-Jermen» rahbariyati «Lill» va Marokash terma jamoasi yarim himoyachisi Ayub Buaddi uchun kurashga qo‘shilmaslikka qaror qildi. 18 yoshli futbolchiga qiziqish Jahon chempionati davomida keskin oshdi. Marokash terma jamoasi musobaqada 1/4 finalgacha yetib bordi va Buaddi o‘yini ko‘plab yirik klublar e’tiborini tortdi. Shu bilan birga, jurnalist Devid Ornshteyn ma’lumotiga ko‘ra, PSJ yozgi transfer oynasida Buaddini olish bo‘yicha rasmiy harakatlarni amalga oshirmaydi. Ma’lum qilinishicha, «Lill» yosh iste’dod uchun taxminan 100 million yevro talab qilmoqda. Bunday yuqori narx Liga chempionlarining amaldagi g‘oliblarini qoniqtirmasligi aytilmoqda. Ayni paytda futbolchi uchun asosiy da’vogarlardan biri sifatida «Manchester Siti» tilga olinmoqda.","104","822","16.0","6.05","0.098","0.394","sport","football"
"sports.uz","""Barsa"" Torres bo‘yicha yakuniy qarorni qabul qildi","https://sports.uz/news/view/barsa-torres-bo-yicha-yakuniy-qarorni-qabul-qildi","1","""Barsa"" Torres bo‘yicha yakuniy qarorni qabul qildi Kataloniyaning mashhur «Barselona» klubi Ferran Torres borasida o‘zining qat’iy qarorini qabul qildi. Jamoa hujumchini sotish yoki ijaraga berish variantlarini ko‘rib chiqmayapti. Bu haqida jurnalist Alfredo Martines ijtimoiy tarmoqlarda xabar berdi. Ma’lumotlarga ko‘ra, hozirgacha «Barselona»ga Ferran Torres bo‘yicha birorta rasmiy taklif kelib tushmagan. Qolaversa, boshqa klublar tomonidan jiddiy qiziqish ham qayd etilmagan. Shu bois, hatto kataloniyaliklar uni sotishni istagan taqdirda ham, amalda buni amalga oshirish qiyin bo‘lardi. «Barselona» rahbariyatining rejasiga ko‘ra, sentabr oyida, moliyaviy feyr-pley qoidalariga rioya etish masalasi yanada aniqlashgach, Ferran Torresga yangi shartnoma taklif etish ko‘zda tutilgan.","95","789","15.29","6.19","0.121","0.395","sport","football"
"sports.uz","Joau Gomes faoliyatini «Aston Villa»da davom ettiradi","https://sports.uz/news/view/joau-gomes-faoliyatini-aston-villa-da-davom-ettiradi","1","Joau Gomes faoliyatini «Aston Villa»da davom ettiradi «Aston Villa» «Vulverxempton» yarim himoyachisi Joao Gomesni sotib olish bo‘yicha kelishuvga erishdi. Bu haqida sport jurnalisti Fabrizio Romano ijtimoiy tarmoqda xabar berdi. Ma’lumotlarga ko‘ra, transfer qiymati 40 million yevro miqdoridagi kafolatlangan to‘lov va qo‘shimcha ravishda 5 million yevro bonuslardan iborat bo‘ladi. «Vulverxempton» bu taklifni qabul qilgan va braziliyalik yarim himoyachiga tibbiy ko‘rikdan o‘tish uchun ruxsat bergan. Gomes klub joylashgan bazaini allaqachon tark etgan va tibbiy ko‘rikdan o‘tish uchun yo‘lga chiqqan. 2025/2026 yildgi mavsumda Joao Gomes barcha musobaqalar doirasida 41 ta o‘yinda maydonga tushdi, bir gol urdi va uchta golli pas berdi.","98","741","17.83","5.63","0.056","0.395","sport","football"
"sports.uz","Arsenal: Al’vares kelmasa, jahon chempionatida gol urgan hujumchini olamiz!","https://sports.uz/news/view/arsenal-alvares-kelmasa-jahon-chempionatida-gol-urgan-hujumchini-olamiz-23-07-2026","2","Yaqinda Mikel Oyarsabal Ispaniya terma jamoasi safida jahon chempionatida beshta gol urdi va musobaqa g‘olibiga aylandi.","16","120","17.0","6.06","0.059","0.396","sport","football"
"sports.uz","Javob aniq! Gvardiolaning muzokarasi bir daqiqa davom etdi","https://sports.uz/news/view/javob-aniq-gvardiolaning-muzokarasi-bir-daqiqa-davom-etdi-21-07-2026","1","Javob aniq! Gvardiolaning muzokarasi bir daqiqa davom etdi Xosep Gvardiola bilan Italiya futbol federatsiyasi (FIGC) o‘rtasida uni milliy jamoa bosh murabbiyi etib tayinlash masalasida bo‘lib o‘tgan suhbat atigi bir daqiqa davom etgan. Bu haqida ESPN jurnalisti Gabriele Markotti X ijtimoiy tarmog‘ida ma’lum qildi. Suhbat davomida Gvardiola kamida bir yillik tanaffus qilish niyati borligini aytgan. Qayd etilishicha, so‘nggi haftalarda unga boshqa milliy terma jamoalar, jumladan Niderlandiya terma jamoasi ham murojaat qilgan. Xosep Gvardiola o‘tgan mavsum yakunlangandan keyin “Manchester Siti” bosh murabbiyligi lavozimini tark etdi. U 2016 yildan buyon klubni boshqarib, quyidagi yutuqlarga erishdi: - Angliya chempioni — 6 marta; - Angliya kubogi sohibi — 3 marta; - Angliya Superkubogi sohibi — 3 marta; - Chempionlar ligasi g‘olibi; - UEFA Superkubogi sohibi; - Klublar o‘rtasidagi jahon chempionati g‘olibi. Bundan avval Gvardiola “Barselona” va “Bavariya” klublarini ham boshqargan.","135","993","16.5","6.12","0.076","0.396","sport","football"
"sports.uz","Realga o‘tma, dahshatli maosh olasan!","https://sports.uz/news/view/realga-otma-dahshatli-maosh-olasan-20-07-2026","1","“Real”ga o‘tma, dahshatli maosh olasan! Bundesliga chempioni “Bavariya” rahbariyati fransiyalik legioner Maykl Oliseni jamoada saqlab qolishga qatʼiy qaror qilgan. Soʻnggi vaqtlarda futbolchi Madriddning “Real” klubiga oʻtishi haqida maʼlumotlar koʻpayib bormoqda. Tarqalgan maʼlumotlarga koʻra, 24 yoshli futbolchi joriy transfer oynasida “Qirollik klubi”ga koʻchib oʻtishga intilyapti va bu haqida Fransiya milliy terma jamoasidagi sheriklariga ham aytib boʻlgan. Shunga qaramay, “Bavariya” oʻz yulduzini sotish niyatida emas. Bild nashri maʼlum qilishicha, Myunxen klubi rahbariyati Olisega yillik maoshi 25 million evrodan ortiq boʻlgan yangi shartnoma taklif qilishni rejalashtirmoqda. Bu esa fransiyalik futbolchini jamoadagi eng yuqori maosh oluvchi oʻyinchilardan biriga aylantiradi. Aynan mana shu omil Maykl Oliseni Myunxendan ketish fikridan qaytarishi mumkinligi aytilmoqda. Transfermarkt portali Maykl Olisening bozor qiymatini 150 million evro deb baholamoqda.","118","974","13.11","7.0","0.153","0.396","sport","football"
"sports.uz","Real Angliya klublari so‘rayotgan futbolchiga narx belgiladi","https://sports.uz/news/view/real-angliya-klublari-sorayotgan-futbolchiga-narx-belgiladi-18-07-2026","1","“Real” Angliya klublari so‘rayotgan futbolchiga narx belgiladi Madridning “Real” klubi chap qanot himoyachisi Alvaro Karrerasni yozgi transfer oynasida sotishga tayyor. Bu haqida Diario SPORT nashri xabar berdi. Manbaga ko‘ra, “Real” sport bo‘limi ispan himoyachisi bo‘yicha “Chelsi”dan 25 million yevro miqdorida taklif olgan. Biroq madridliklar o‘z futbolchisini bunday summaga qo‘yib yuborish niyatida emas va uni kamida 50 million yevroga baholamoqda. Agar manba ma’lumotlari to‘g‘ri bo‘lsa, Angliya grandi ispaniyalik futbolchi bo‘yicha muzokaralarni davom ettirishga tayyor. O‘tgan yozda “Real” o‘sha davrdagi bosh murabbiy Xabi Alonso tashabbusi bilan 23 yoshli Karrerasni “Benfika”dan 50 million yevro evaziga xarid qilgan edi. Alvaro madridliklar safida barcha musobaqalarda 40 ta o‘yin o‘tkazib, 2 ta gol urdi va 3 ta golli uzatmani amalga oshirdi.","115","858","17.86","5.56","0.064","0.396","sport","football"
"sports.uz","Foden A Seriyasidagi yetakchi klubda faoliyatini davom ettirishi mumkin","https://sports.uz/news/view/foden-a-seriyasidagi-yetakchi-klubda-faoliyatini-davom-ettirishi-mumkin","1","Foden A Seriyasidagi yetakchi klubda faoliyatini davom ettirishi mumkin «Manchester Siti»ning hujumkor yarim himoyachisi Fil Foden Italiya ning mashhur klubi «Milan» safiga o‘tishi mumkin. Bu haqida SportMediaset nashri xabar bermoqda. Manba ma’lumotiga ko‘ra, «Milan» 26 yoshli futbolchini ehtimoliy transfer sifatida ko‘rib chiqmoqda. Milanliklar uning xizmatlarini qo‘lga kiritish uchun avval jamoa yetakchilaridan biri Rafael Leauni sotishi kerak bo‘lishi aytilmoqda. Xabarda ta’kidlanishicha, Fodanning nomzodi bir vaqtning o‘zida bir nechta klublarga taklif etilgan. Sababi — u «Manchester Siti» bilan tuzgan shartnomasining so‘nggi yiliga kirgan va bu holat uning transferini ancha reallashtirib qo‘ygan. O‘tgan mavsumda Foden barcha musobaqalarni hisobga olgan holda 50 ta o‘yinda maydonga tushdi, 10 ta gol urdi va 7 ta golli pas berdi. Transfermarkt portali angliyalik yarim himoyachining bozor qiymatini 70 million yevro atrofida baholamoqda.","124","953","16.38","6.02","0.092","0.396","sport","football"
"sports.uz","Messini ustidan kulgan muxlisni urib o‘ldirib qo‘yishdi","https://sports.uz/news/view/messini-ustidan-kulgan-muxlisni-urib-o-ldirib-qo-yishdi","1","Messini ustidan kulgan muxlisni urib o‘ldirib qo‘yishdi Bangladeshda jahon chempionati bilan bevosita yoki bilvosita bog‘liq kamida 12 ta o‘lim holati qayd etildi. Ulardan biri – 38 yoshli Muhammad Shariful Islom. U Argentina – Misr o‘yini paytida boshqa muxlislar bilan janjaldan so‘ng vafot etgan. Veloriksha haydovchisi bo‘lgan Islom chayxonada o‘yinni tomosha qilayotgan paytda, Lionel Messi penaltiidan gol olmaganidan keyin kulib yuborgani uchun o‘zini «Argentina muxlislari» deb atagan guruhning hujumiga uchragan. Islom Braziliya terma jamoasi ishqibozi bo‘lgan. - Odamni futbol uchun o‘ldirish mumkinmi? Mening ikki qizim bor. Endi ular kimni ota deb chaqirishadi? Qizlarim yetim qoldi. Erimni o‘ldirganlar eng og‘ir jazoga tortilishini istayman, – deydi marhumning rafiqasi Byuti Begum.","107","796","11.4","5.75","0.333","0.396","sport","football"
"sports.uz","""Barsa"" Argentina qahramonini nishonga oldi","https://sports.uz/news/view/barsa-argentina-qahramonini-nishonga-oldi","1","""Barsa"" Argentina qahramonini nishonga oldi Italiyaning amaldagi chempioni «Inter» klubi va Argentina terma jamoasi hujumchisi Lautaro Martines faoliyatini Ispaniyada davom ettirishi mumkin. Bu haqida ElNacional.cat nashri xabar bermoqda. Manba ma'lumoticha, «Barselona» argentinalik forvardni o‘z transfer ro‘yxatiga kiritgan va uning xizmatlariga jiddiy qiziqish bildirmoqda. Qayd etilishicha, kataloniyaliklar bir necha yil oldin ham Lautaroni olishga urinib, ammo o‘shanda kelishuv amalga oshmay qolgan edi. Eslatib o‘tamiz, jahon chempionati yarim finalida Lautaro Martines zahiradan maydonga tushib, qo‘shimcha daqiqalarda Lionel Messi uzatmasidan g‘alaba golini urgan va Argentina terma jamoasini finalga olib chiqqan edi.","88","729","15.83","6.52","0.074","0.396","sport","football"
"sports.uz","""Barsa"" zo'r himoyachi bo'yicha muzokaralarni qayta boshladi","https://sports.uz/news/view/barsa-zo-r-himoyachi-bo-yicha-muzokaralarni-qayta-boshladi","1","""Barsa"" zo'r himoyachi bo'yicha muzokaralarni qayta boshladi «Leyptsig» jamoasida to‘p surib kelayotgan himoyachi Kastello Lyukeba yana «Barselona» skautlari e’tibor markazida. Bu haqida Ispaniya ommaviy axborot vositalari xabar tarqatdi. Ma’lumotlarga ko‘ra, Kataloniya klubi fransuz futbolchisini sotib olish bo‘yicha muzokaralarni qayta boshlagan. «Leyptsig» o‘z navbatida Lyukebani 40–50 million yevro atrofidagi summa evaziga qo‘yib yuborishga tayyor ekani aytilmoqda. Kastello Lyukebaning amaldagi shartnomasi 2029 yil yozigacha mo‘ljallangan. Shu bois «Barselona» rahbariyati haligacha bunday katta mablag‘ni to‘lashga arziyidimi-yo‘qmi, degan savol ustida o‘ylab ko‘rmoqda.","78","681","15.0","6.26","0.133","0.396","sport","football"
"sports.uz","Mundialda gollar rekordi","https://sports.uz/news/view/mundialda-gollar-rekordi-22-07-2026","1","Mundialda gollar rekordi 2026 yildgi jahon chempionati nafaqat 48 ta terma jamoa ishtirok etgan yangi format bilan, balki bir qator tarixiy rekordlari bilan ham alohida ahamiyat kasb etdi. AQSh, Kanada va Meksika mezbonlik qilgan turnirda gollar soni, futbolchilar va murabbiylarning shaxsiy yutuqlari bo‘yicha bir qator yangi rekordlar o‘rnatildi. Ularning ayrimlari o‘yinlar soni oshgani sababli kutilgan bo‘lsa, boshqalari haqiqiy sensatsiyaga aylandi. Turnirning eng muhim statistik natijasi rekord darajadagi sermahsullik bo‘ldi. 104 ta o‘yinda jamoalar jami 308 ta gol urdi. Bu Jahon chempionatlari tarixidagi eng yuqori ko‘rsatkich hisoblanadi. Bungachagi rekord 2022 yil Qatardagi mundialda qayd etilgan bo‘lib, o‘shanda 64 ta uchrashuvda 172 ta gol urilgan edi.","104","770","15.14","5.9","0.16","0.397","sport","football"
"sports.uz","Ana xolos! ""Real"" ashaddiy raqib ""Barsa"" yulduzini olmoqchi","https://sports.uz/news/view/ana-xolos-real-ashaddiy-raqib-barsa-yulduzini-olmoqchi","2","Shunga qaramay, parijliklar haligacha «Barselona»ga rasmiy taklif yo‘llamagan, chunki ular transfer bozoridagi boshqa nomzodlarni ham ko‘rib chiqmoqda. Xabarlarga ko‘ra, kataloniyaliklar Torresni taxminan 50 million yevro atrofida baholamoqda. Shu bilan birga, klub futbolchi bilan amaldagi shartnomani uzaytirish imkoniyatini ham ochiq qoldirgan. Eslatib o‘tamiz, 2026 yildgi jahon chempionati finalida Ispaniya – Argentina uchrashuvida (1:0) Ferran Torres 106-daqiqada yagona va g‘alabali gol muallifi bo‘lgan edi.","62","516","16.25","6.49","0.062","0.397","sport","football"
"sports.uz","Mourin'yo Bellingemga yangi vazifa topshiradi","https://sports.uz/news/view/mourino-bellingemga-yangi-vazifa-topshiradi-18-07-2026","1","Mourin'yo Bellingemga yangi vazifa topshiradi Madridning “Real” klubi yangi bosh murabbiyi Joze Mourinyo yarim himoyachi Jud Bellingemni 4-2-3-1 sxemasidagi asosiy “o'nlik” sifatida ko'rmoqda. Bu haqida The Athletic xabar berdi. Manbaga ko'ra, portugaliyalik mutaxassis ba'zi hollarda Bellingemni jarima maydonidan jarima maydonigacha harakat qiladigan «sakkizlik» pozitsiyasida ham o'ynatishi mumkin. Mourinyo Bellingem bilan ilk uchrashuvida unga 2026 yildagi jahon chempionatida Angliya terma jamoasi safida omad tilagan. Qayd etilishicha, 22 yoshli yarim himoyachi portugaliyalik murabbiy uchun kelasi mavsumdagi asosiy futbolchilardan biri bo'ladi. O'tgan mavsumda Bellingem barcha musobaqalarda 40 ta o'yinda ishtirok etib, 8 ta gol va 5 ta golli uzatma qayd etdi. Uning “Real” bilan shartnomasi 2029 yil yozigacha amal qiladi. Transfermarkt uning bozor qiymatini 130 million yevro deb baholagan.","116","902","13.5","6.89","0.148","0.397","sport","football"
"sports.uz","Mashhur agent PSJ futbolchisiga yangi jamoa topib bermoqchi","https://sports.uz/news/view/mashhur-agent-psj-futbolchisiga-yangi-jamoa-topib-bermoqchi","1","Mashhur agent PSJ futbolchisiga yangi jamoa topib bermoqchi «Pari Sen-Jermen» tarkibida to‘p surayotgan Ibraim Mbaye yaqin orada yangi klubga yo‘l olishi kutilmoqda. Insayder Fabrizio Romano xabariga ko‘ra, 18 yoshli vinger joriy transfer oynasi yopilguniga qadar parijliklar jamoasini tark etishi aniq. Ma’lumotlarga ko‘ra, senegallik yosh iste’dodning transferi ustida mashhur futbol vakillaridan biri Jorje Mendes faol ish olib boryapti. U yaqinda Mbayening rasmiy agentiga aylangan. Futbolchiga Angliya premyer-ligasi va Germaniya Bundesligasi klublari jiddiy qiziqish bildirmoqda. Transfermarkt portali Mbayening taxminiy qiymatini 30 million yevro atrofida baholamoqda. O‘tgan mavsumda Ibraim Luis Enrike boshqaruvidagi jamoa safida barcha musobaqalarni qo‘shib hisoblaganda 30 ta o‘yinda maydonga tushdi. U shu davr mobaynida uchta gol urdi va ikki bor hamjamoadoshlariga golli pas yo‘lladi.","114","898","15.38","6.14","0.13","0.397","sport","football"
"sports.uz","Xorijlik murabbiy: Bu futbolchilarning birortasi Husanov darajasiga chiqolmaydi!","https://sports.uz/news/view/xorijlik-murabbiy-bu-futbolchilarning-birortasi-husanov-darajasiga-chiqolmaydi-17-07-2026","3","Mashg‘ulot qilishni bilmaslik, motivatsiyaning yetishmasligi va ishga munosabat ko‘proq havaskorlarga xos. Pirovard maqsad va yakuniy natijaga erishishga ishtiyot va harakat yo‘q. - Nima uchun Husanov “Manchester Siti” darajasigacha o‘sdi, belaruslik futbolchilar esa bunga erisha olmayotganining yaqqol misolini keltira olasizmi? - Har bir futbolchining o‘z chegarasi bo‘ladi. Murabbiyning vazifasi esa undan maksimal natijani chiqarib olishdir. Uni gul g‘unchasidek ochish kerak. Amo yana bir bor ta’kidlayman: murabbiy o‘z ijodida to‘liq ijrochilarga bog‘liq bo‘ladi. Murabbiyning vazifasi – aniq ishni taklif qilish, futbolchining vazifasi esa uni aniq va ongli ravishda to‘liq bajarishdir. Mana shu ikki narsa uyg‘unlashganda haqiqiy futbolchi paydo bo‘ladi. Eslatib o‘tamiz, Abduqodir Husanov Toshkentning “Bunyodkor” klubi akademiyasi tarbiyalanuvchisi hisoblanadi, ammo asosiy jamoa safida birorta ham rasmiy o‘yin o‘tkazmagan.","116","935","13.1","5.95","0.244","0.397","sport","football"
