"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"uza.uz","Шахмат: Афруза Ҳамдамова Бибисара Ассаубаева билан куч синашди","https://uza.uz/uz/posts/shaxmat-afruza-hamdamova-bibisara-assaubaeva-bilan-kuch-sinashdi_881678","1","Шахмат: Афруза Ҳамдамова Бибисара Ассаубаева билан куч синашди Шу кунларда онлайн форматда шахмат бўйича хотин-қизлар ўртасидаги “Women’s Speed Chess Championship 2026” баҳслари давом этмоқда. Эътиборли жиҳати, дунёнинг энг кучли хотин-қиз шахматчилари қатнашаётган мазкур турнирда ҳамюртимиз Афруза Ҳамдамова ҳам дона сурмоқда. Умумий мукофот жамғармаси 75 минг АҚШ долларидан иборат турнирга ташланган қуръа натижасига кўра, Афруза Ҳамдамова 1/16 финал босқичида блиц бўйича икки карра жаҳон чемпиони қозоғистонлик Бибисара Ассаубаева билан куч синашди. Мусобақа низомига мувофиқ, баҳслар тўғридан-тўғри плей-офф тизимида ўтказилиб, 3 та вақт назоратидан иборат бўлади. Афруза Ҳамдамова - Бибисара Ассаубаева тўқнашувининг дастлабки 2 та партиясида томонлар муроса йўлини танлади. Аммо, 14 та партиядан иборат жангларда қозоғистонлик Б.Ассаубаева 10.5:3.5 ҳисобида устунликка эришди.","110","885","12.0","6.79","0.556","0.562"
"kun.uz","126 kishi halok bo‘lgan fojia - qaroqchilar egallagan samolyot Hind okeaniga qanday qulab tushgandi?.","https://kun.uz/news/2026/07/11/126-kishi-halok-bolgan-fojia-qaroqchilar-egallagan-samolyot-hind-okeaniga-qanday-qulab-tushgandi-e93c91","9","Samolyotning qulab tushganini ko‘rgan orol aholisi darhol qayiqlar bilan halokat sodir bo‘lgan joyga yetib boradi va tirik qolganlarni qutqaradi. Jarohatlanganlarga orolda bo‘lib turgan fransiyalik shifokorlar tibbiy yordam ko‘rsatishadi. O‘sha paytda orolda fransiyalik sayyohlar ham bo‘lgan, ularning biri samolyot qulashini tasvirga olgan. Keyinchalik o‘tkazilgan surishtiruvlar xulosasida samolyotning qulab tushishiga yoqilg‘i tugagani sabab bo‘lgani aytiladi. Uch nafar yigitning nega samolyotni egallab olgani sabablari noma’lumligicha qoladi.","63","550","14.6","6.47","0.452","0.563"
"gazeta.uz","Олтингугуртнинг қимматлашиши «Навоийуран» рентабеллигини пасайтирди","https://www.gazeta.uz/uz/2026/07/10/navoiyuran/","2","Компания уран қазиб олиш соҳасида 65 йилдан ортиқ тажрибага эга. Бироқ алоҳида юридик шахс сифатида у 2022 йилда Навоий кон-металлургия комбинати таркибидан ажратилиб ташкил этилган. Аввалроқ мустақил корхона сифатидаги қисқа фаолият тарихи унинг кредит рейтингига тўсқинлик қилиб келган. EBITDA харажатлар ошиши туфайли пасайди 2025 йилда «Навоийуран»нинг EBITDA кўрсаткичи (қарзлар бўйича фоизлар, солиқлар ва амортизация ҳисобга олинмаган ҳолдаги асосий фаолиятдан олинган фойда) 7,7 трлн сўмни ташкил этди. Бу кўрсаткич бир йил аввалги 7,9 трлн сўмдан паст бўлди. Натижа агентликнинг аввалги 10−11 трлн сўмлик прогнозидан ҳам паст чиқди. Бунга хомашё, айниқса, олтингугурт ва сулфат кислотаси нархининг қимматлашгани сабаб бўлди. Корхона сулфат кислотаси ишлаб чиқаришда фойдаланадиган олтингугурт нархи ўтган йили жаҳон бозоридаги тақчиллик ва унинг Ўзбекистондан экспорти ошгани туфайли уч баравардан кўпроқ қимматлашди.","120","926","14.5","6.64","0.44","0.563"
"gazeta.uz","Олтингугуртнинг қимматлашиши «Навоийуран» рентабеллигини пасайтирди","https://www.gazeta.uz/uz/2026/07/10/navoiyuran/","9","Рейтинг рентабелликнинг сезиларли даражада камайиши, ишлаб чиқаришдаги жиддий муаммолар, агрессив молиявий сиёсат ёки Ўзбекистоннинг суверен рейтинги пасайган тақдирда пасайтирилиши мумкин. Жаҳон ядро ассоциацияси маълумотларига кўра, 2024 йилда Ўзбекистон уран қазиб олиш бўйича дунёда бешинчи ўринни эгаллади — қарийб 4000 тонна. Рўйхатда Қозоғистон (23 270 тонна), Канада (14 309 тонна), Намибия (7333 тонна) ва Австралия (4598 тонна) олдинда бормоқда. Улардан кейин Россия (2738 тонна), Хитой (тахминан 1600 тонна), Нигер (962 тонна) ва Ҳиндистон (тахминан 500 тонна) жой олган. Жаҳон бўйича қазиб олиш ҳажмининг қарийб 75 фоизи Қозоғистон, Канада ва Намибия ҳиссасига тўғри келади. Қозоғистон жаҳон таъминотининг 39 фоизини, Канада 24 фоизини, Намибия эса 12 фоизини таъминлаган. Дунёдаги ураннинг 55 фоиздан ортиғи ер остида эритма ҳолига келтириш усули билан қазиб олинади.","119","880","14.43","6.71","0.436","0.563"
"uza.uz","Jud Bellingem Tuxelning tanqidiga javob berdi","https://uza.uz/uz/posts/jud-bellingem-tuxelning-tanqidiga-javob-berdi_881726","1","Jud Bellingem Tuxelning tanqidiga javob berdi Bu juda kuchli jamoa va ularga qarshi bahs olib borish oson emas. Angliya terma jamoasi yarim himoyachisi Jud Bellingem JCH–2026 chorak finalida Norvegiyaga qarshi bahsdan (2:1) so‘ng bosh murabbiy Tomas Tuxelning tanqidiga munosabat bildirdi. Avvalroq Tuxel jamoa uchrashuv davomida o‘ziga o‘zi muammolar yaratganini ta’kidlagan edi. ""Balki u Erling Xoland, Martin Edegor, Antonio Nusa va Syorlotga qarshi bunday sharoitda o‘ynash qanday ekanini bilmas. Bu juda kuchli jamoa va ularga qarshi bahs olib borish oson emas. Shu sababli, menimcha, biz jamoa ichidagi ijobiy muhitni saqlab qolishimiz va turnirning hal qiluvchi bosqichi oldidan aynan shu ruhda davom etishimiz kerak"", — dedi Bellingem.","105","743","18.0","5.65","0.361","0.566"
"gazeta.uz","ЖЧ-2026: Испания Бельгияни мағлуб этиб, ярим финалга чиқди","https://www.gazeta.uz/uz/2026/07/11/wc-spain-belgium/","6","Футболда дарвозабоннинг алмаштирилиши — камёб ҳодиса. Тибо Куртуа майдонга ўтириб қолганида, захира ўриндиғидагилар аввалига хавотирли жим бўлиб қолди, кейин эса посбоннинг ўрнидан турганини кўриб, тинчланди. Аммо беҳуда экан. Бир неча дақиқадан сўнг дунёнинг энг яхши дарвозабонларидан бири кўзида ёш билан майдонни тарк этди ва ўз ўрнини Сенне Ламменсга бўшатиб берди. Ламменс эса кейинги пайтларда нафақат терма жамоада, балки ўзи тўп сурадиган «Манчестер Юнайтед» клубида ҳам кўпроқ захира ўриндиғида ўтиришга одатланган эди. Фото: Бельгия қироллик футбол ассоциацияси. Де ла Фуэнтеда эса, аксинча, захира ўриндиғи нафақат кенг, балки у ерда «жокер» деб аталувчи жуда омадли футболчилар ҳам ўтирибди. Улардан бири — аввалги босқичда Португалияни уйига кузатиб қўйган Микель Мерино эди.","108","789","13.25","6.23","0.557","0.566"
"gazeta.uz","Хонадонлар бироз қимматлади, ипотека эса ўсмоқда. Ўзбекистон уй-жой бозоридаги вазият қандай?","https://www.gazeta.uz/uz/2026/07/10/real-estate/","7","Уларнинг сони бўйича Самарқанд вилояти, Тошкент шаҳри, Бухоро, Тошкент ва Хоразм вилоятлари етакчилик қилган. Графикка мувофиқ, Самарқанд вилоятида 330 дан ортиқ, Тошкент шаҳрида 300 дан зиёд, Тошкент вилоятида 300 га яқин, Бухорода тахминан 285 та ва Хоразмда 275 га яқин объект қурилаётган бўлган. Баландлиги 13 қаватдан юқори бўлган биноларнинг энг катта улуши Тошкент шаҳрига тўғри келди — 36 фоиз. Навоий вилоятида ушбу кўрсаткич 10 фоизни, Самарқандда эса 9 фоизни ташкил этди. Марказий банк буни нафақат пойтахтда, балки бошқа ҳудудларда ҳам урбанизация жараёнлари тезлашаётгани ҳамда уй-жойга бўлган талаб ортиб бораётгани белгиси деб ҳисоблайди. Регулятор, шунингдек, 2020−2025 йиллардаги уй хўжаликлари сонининг ўсиши, янги уй-жойларни фойдаланишга топшириш ва нархлар ўзгаришини ўзаро солиштирди.","109","807","16.67","6.47","0.35","0.566"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","18","Emma Goldman 1916-yilda tugʻilishni nazorat qilish boʻyicha maʼlumotlarni tarqatgani uchun hibsga olingan. Abraham Jacobi New York tibbiyot hamjamiyatini qonunni shifokorlarga kontratseptiv maʼlumotlarni tarqatishga ruxsat berish mazmunida oʻzgartirishga undashga urinib koʻrdi. Sangerning sud jarayoni va Brynening ochlik eʼlonlari haqidagi eʼlonlar aholi orasida mazkur masalaga nisbatan katta ishtiyoq uygʻotdi. 1917 yil-oxiriga kelib Qoʻshma Shtatlarda tugʻilishni nazorat qilishga ixtisoslashgan 30 dan ortiq tashkilotlar mavjud edi. Jamoatchilik bilan aloqalar boʻyicha doim aqlli qarorlar qabul qiladigan Sanger oʻz gʻoyasini kengroq ilgari surish uchun sud jarayonining oshkora oʻtkazilishiga urgʻu berdi. Suddan soʻng u harakatning eng koʻzga koʻringan rahbari sifatida paydo boʻldi. William J. Robinson, Mary Dennett va Blanche Ames Ames kabi boshqa rahnamolar Sangerning xarizmasi, jozibasi va shijoati bilan tenglasha olmadilar.","115","940","14.25","7.05","0.421","0.566"
"uza.uz","Англия ва Аргентина ярим финалда: мундиалнинг энг кутилган тўқнашувларидан бири олдидан","https://uza.uz/uz/posts/angliya-va-argentina-yarim-finalda-mundialning-eng-kutilgan-toqnashuvlaridan-biri-oldidan_881736","2","Миссури штати, Канзас-Сити шаҳридаги “Kansas City” стадионида ўтган Аргентина ва Швейцария терма жамоалари тўқнашуви 3:1 ҳисобида якунланди. Учрашувнинг 10-дақиқасида Алексис Макаллистер Лионель Месси бурчак тўпидан амалга оширган аниқ узатмани голга айлантириб, ҳисобни очди. Иккинчи бўлимда Дан Ндойе ҳисобни тенглаштиришга эришди. Баҳснинг 72-дақиқасида муҳим вазият юзага келди. Дастлаб бош ҳакам Леандро Паредесга сариқ карточка кўрсатди. Бироқ VAR тизими орқали эпизод қайта кўриб чиқилгач, қарор ўзгартирилди ва Брель Эмболо симуляция қилгани учун иккинчи сариқ карточка билан майдондан четлатилди. Бир нафар кам бўлиб қолган Швейцария қўшимча вақтда босимга дош бера олмади. 112-дақиқада Хулиан Альварес Аргентинани яна олдинга олиб чиққан бўлса, 120+1-дақиқада Лаутаро Мартинес учрашувга нуқта қўйди.","103","809","12.88","6.53","0.553","0.568"
"gazeta.uz","Маданият вазирлиги ва Кинематография агентлиги раҳбариятида алмашишлар бўлди","https://www.gazeta.uz/uz/2026/07/10/min-cult/","1","Ўзбекистон президентининг тегишли қарорлари билан Маданият вазирлиги ва вазирлик ҳузуридаги Кинематография агентлигида қатор тайинловлар амалга оширилди. Бу ҳақда президент матбуот котиби Шерзод Асадов хабар бермоқда. Жумладан, - Нодирбек Бахтиёрович Сайфуллаев маданият вазирининг биринчи ўринбосари лавозимига; - Одилжон Абдуғаниевич Абдуқаҳоров маданият вазири ўринбосари лавозимига тайинланди. Жаҳонгир Одилхўжаевич Ахмедов бўлса маданият вазирининг биринчи ўринбосари — Маданият вазирлиги ҳузуридаги Кинематография агентлиги директори бўлди. У 2025 йил майидан бери Болалар контентини ривожлантириш маркази директори сифатида ишлаб келаётганди. Кинематография агентлигида бўлса Ахмедовга қадар Шухратулла Ризаев раҳбар эди. Шунингдек, Санжар Бахтиёрович Бобожонов маданият вазири ўринбосари лавозимига тайинланди ва шу муносабат билан президентнинг маданият бўйича вакили бўлинмасининг бош инспектори лавозимидан озод этилди.","105","930","14.43","8.01","0.337","0.572"
"uza.uz","Ўзбекистон таълим ва илм-фан ривожида янги босқичга кўтарилмоқда","https://uza.uz/uz/posts/ozbekiston-talim-va-ilm-fan-rivozhida-yangi-bosqichga-kotarilmoqda_881683","2","Олимпиаданинг тантанали очилиш маросими жуда юқори савияда ва кўтаринки руҳда ўтди. Кимё фани нафақат моддаларнинг хусусиятларини ўрганади, балки фармацевтика, экология, атроф-муҳит муҳофазаси, тиббиёт, саноат ва бошқа кўплаб соҳалар тараққиётида муҳим ўрин тутади. Биз ушбу олимпиадага пухта тайёргарлик кўрдик. Ишонаманки, юқори натижаларни қўлга киритамиз. Александр Зураев, ментор (Беларусь Республикаси): — Биз бир йилдан буён ўқувчиларимизни ушбу олимпиадага тайёрлаб келмоқдамиз. Беларусь жамоаси 2025 йилда Ўзбекистонда ўтказилган ал-Беруний номидаги халқаро фан олимпиадасида ҳам муваффақиятли иштирок этган эди. Кейинги йилларда Ўзбекистон таълим соҳаси ривожига катта эътибор қаратмоқда. Бу эса мамлакатнинг порлоқ келажагини таъминлашда ҳал қилувчи аҳамиятга эга. Есун Ким, ўқувчи (Гана Республикаси): — Ўзбекистон бой тарихий, маърифий ва маданий меросга эга, қадимий Буюк ипак йўлининг чорраҳасида жойлашган бетакрор мамлакат эканини бу заминга қадам қўйганимизданоқ ҳис этдик.","122","991","13.44","6.92","0.512","0.576"
"uza.uz","Қўшма Штатлар 2276 йилда очилиши керак бўлган вақт капсуласини муҳрлади","https://uza.uz/uz/posts/qoshma-shtatlar-2276-yilda-ochilishi-kerak-bolgan-vaqt-kapsulasini-muhrladi_881692","1","Қўшма Штатлар 2276 йилда очилиши керак бўлган вақт капсуласини муҳрлади АҚШ Мустақиллик декларацияси имзоланганининг 250 йиллиги учун яратилган расмий миллий вақт капсуласини муҳрлади, деб хабар бермоқда “Fox News” нашри. Таъкидланишича, махсус капсула 4 июль куни Филадельфияда ер остига кўмилиб, роппа-роса 250 йилдан кейин - 2276 йилда очилади. Капсула барча 50 штатдан келган буюмларни, шунингдек, ҳукуматнинг учта тармоғи вакилларининг хатларини ўз ичига олади. Замонавий артефактлар орасида “iPhone 17 Pro Max”, эсдалик тангалари, санъат асарлари ва 21 асрнинг мамлакатдаги ҳаётини акс эттирувчи бошқа буюмлар бор. С.Раҳимов, ЎзА","85","635","13.0","6.55","0.577","0.578"
"gazeta.uz","Олтингугуртнинг қимматлашиши «Навоийуран» рентабеллигини пасайтирди","https://www.gazeta.uz/uz/2026/07/10/navoiyuran/","4","Спот етказиб беришлар тўлиқ тикланиши учун уч-тўрт ой керак бўлиши мумкин. 2026 йилнинг 18 июнь ҳолатига кўра, Хитойга етказиб бериш учун мўлжалланган гранулаланган олтингугурт нархи бир тоннаси учун 999 долларга етган. Бу кўрсаткич 26 февралда 519−522 доллар бўлган эди. Яқин Шарқда FOB шартларидаги олтингугурт нархи эса бир тоннаси учун 495−500 доллардан 845−850 долларгача ошган. АҚШда унинг тоннаси 1060 доллар, Бразилияда эса 1200 долларга баҳоланган. Бошқа харажатлар Компания харажатларига сув, электр энергияси ва табиий газ тарифларининг ошиши, шунингдек, ходимларга сарфланадиган харажатларнинг кўпайиши ҳам таъсир кўрсатди. Натижада EBITDA бўйича рентабеллик 2024 йилдаги 67,7 фоиздан 2025 йилда 55,3 фоизга тушди (яъни тушумнинг қарзлар бўйича фоизлар, солиқлар ва амортизация ҳисобга олинмаган операцион фойда сифатида қоладиган улуши).","112","850","14.29","6.67","0.5","0.579"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","2","Biroq, klinika tez orada politsiya tomonidan yopib qoʻyilgan. Sanger esa 30 kunlik qamoq jazosiga hukm qilingan. Harakatning asosiy burilish nuqtasi Birinchi jahon urushi paytida roʻy berdi. Buning asosiy sababi koʻplab amerikalik harbiy xizmatchilarga venerik kasalliklar tashxisi qoʻyilganida edi. Hukumat jinsiy aloqa hamda kontratseptsiyani sogʻliqni saqlash masalasi va ilmiy tadqiqotlarning qonuniy mavzulari sifatida belgilagan venerik kasalliklarga qarshi kampaniyalar boshlab yuborgan. Shu tariqa tarixda birinchi marta AQSh hukumati instituti jinsiy masalalarni doimiy, ommaviy muhokama qilishda ishtirok eta boshlagan; Natijada kontratseptsiya axloqiy muammo sifatida ahamiyatini yoʻqotib, asosan sogʻliqni saqlash masalasiga aylangan. Jamiyatdagi tugʻilishni nazorat qilishga boʻlgan munosabatning oʻzgarganidan ruhlangan Sanger 1923-yilda ikkinchi bor tugʻilishni nazorat qilish klinikasini ochadi.","105","911","14.86","7.59","0.385","0.581"
"gazeta.uz","Эронда Али Хоманаийни дафн этиш маросими якунланди","https://www.gazeta.uz/uz/2026/07/10/ali-khamenei/","1","Эроннинг Машҳад шаҳрида 10 июлга ўтар кечаси февраль ойи охирида АҚШ-Исроил зарбалари вақтида ҳалок бўлган Эроннинг собиқ олий раҳбари оятуллоҳ Али Хоманаийни дафн этиш маросими якунланди, деб хабар бермоқда Mehr агентлиги. Оятуллоҳ Имом Ризо мақбарасига дафн этилди. Жаноза намозини оятуллоҳнинг катта ўғли Мостафо ўқиди. Дафн маросимида Эроннинг юқори мартабали сиёсатчилари, жумладан, парламент спикери Муҳаммад Бакир Қолибоф ҳам иштирок этди. Оятуллоҳ билан биргаликда унинг ўшанда ҳалок бўлган тўрт нафар оила аъзоси ҳам дафн этилди, деб ёзмоқда Reuters. Хоманаий билан видолашув мотам тадбирлари 3 июль куни Теҳронда бошланганди. Кейин мотам процессияси Қум шаҳрига, ундан сўнг эса шиа мусулмонларининг асосий зиёратгоҳлари жойлашган Ироқнинг Нажаф ва Карбало шаҳарларига йўл олди.","106","787","15.0","6.34","0.505","0.582"
"kun.uz","Alifbo haqidagi bahslar va Lukashenkoning o‘zbeklarga taklifi - hafta dayjesti.","https://kun.uz/news/2026/07/11/alifbo-haqidagi-bahslar-va-lukashenkoning-ozbeklarga-taklifi-hafta-dayjesti-be3b8b","14","Zarur bo‘lsa, ularga sog‘liqni saqlash va ta’lim sohalarida ham ko‘mak ko‘rsatiladi. Bu yerda mehnat qilish va rivojlanish uchun imkoniyatlar mavjud”, – dedi Lukashenko. U O‘zbekistonda suv resurslari va yer masalasi dolzarb ekanini aytarkan, Belarusda bu borada imkoniyatlar ko‘proqligini va ishchi kuchiga ehtiyoj borligini ta’kidladi. Bundan tashqari, Lukashenko belarusliklar o‘zbeklarga nisbatan iliq munosabatda ekanini ham qo‘shimcha qildi. Bu hafta yana nimalar ro‘y berdi? Toshkentda elektr energiyasi uzilishlarini bartaraf etish bo‘yicha maxsus komissiya tuzildi. Energetika vazirligi xabariga ko‘ra, komissiya poytaxt energotizimida kuzatilayotgan avariyalarning sabablari, uskunalarning texnik holati, rekonstruksiya ishlarining sifati va avariyaga qarshi himoya tizimlarining samaradorligini o‘rganib chiqadi. Ma’lumot uchun, oxirgi ikki haftada ikkita podstansiyada jiddiy avariyalar ro‘y berdi va umuman, avariyaviy uzilishlar yozning ilk kunlaridan buyon ro‘y berib turibdi.","118","991","16.75","6.25","0.433","0.585"
"uza.uz","“Хавфсиз ва соғлом юрт” тадбири доирасида учрашувлар ўтказилди","https://uza.uz/uz/posts/havfsiz-va-soglom-yurt-tadbiri-doirasida-uchrashuvlar-otkazildi_881675","1","“Хавфсиз ва соғлом юрт” тадбири доирасида учрашувлар ўтказилди Пойтахтимизда “Хавфсиз ва соғлом юрт” кенг қамровли тезкор-профилактик тадбири доирасида Янгиҳаёт тумани ИИО ФМБ Пробация гуруҳи ҳисобида турувчи назоратдаги шахслар билан учрашувлар ташкил этилмоқда. Хусусан,Янгиҳаёт туман прокурори туман ИИО ФМБ Пробация гуруҳи ҳисобида жазо ўтаётган назоратдаги шахслар билан учрашув ўтказди. Учрашув давомида назоратдаги шахсларнинг мурожаат ва муаммолари ўрганилиб, уларни бартараф этиш бўйича зарур чоралар белгиланди. Шунингдек, туман ИИО ФМБ бошлиғи иштирокида пробация ҳисобида туриб жазо муддатини ўтаётганлар билан ""Раҳбар ва ёшлар"" учрашуви ўтказилди. Мулоқот жараёнида жазо муддатини ўтаётган маҳкумларнинг мурожаат ва муаммолари тингланиб, уларни қонуний ҳал этиш юзасидан тегишли чоралар кўрилди. Г.Бобоева, ЎзА","101","823","14.86","6.78","0.481","0.585"
"gazeta.uz","Хонадонлар бироз қимматлади, ипотека эса ўсмоқда. Ўзбекистон уй-жой бозоридаги вазият қандай?","https://www.gazeta.uz/uz/2026/07/10/real-estate/","5","Бунда сўмдаги ўсиш нисбатан паст даражада қолмоқда, бу эса, жумладан, валюта курси динамикаси билан боғлиқдир. Индекслар кўп квартирали уйлардаги хонадонлар қийматини ҳисобга олган бўлиб, унга якка тартибдаги уйлар киритилмаган. Тошкентда ижара нархлари мамлакатдаги ўртача кўрсаткичга нисбатан секинроқ қимматлашмоқда Март ойида мамлакат бўйича хонадонлар ижара ҳақи миқдори доллар эквивалентида йиллик ҳисобда 9,5 фоизга, сўмда эса 3,1 фоизга ошди. Тошкент шаҳрида эса ўсиш нисбатан мўътадил бўлди: ижара долларда 6,9 фоизга, сўмда эса атиги 0,6 фоизга қимматлашди. Регулятор графигидан келиб чиқилса, 2025 йилнинг бошида Тошкентда ижаранинг доллардаги нархлари йиллик ҳисобда қарийб 14 фоизга пасайган. Бироқ кейинчалик бозор қайта тикланди ва 2026 йилнинг бошига келиб ўсиш 9 фоизга яқинлашди, шундан сўнг бироз секинлашди.","109","827","16.83","6.74","0.386","0.587"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","45","Federal mandat 2012-yil 1-avgustdan boshlab barcha shtatlardagi barcha yangi tibbiy sugʻurta rejalariga tatbiq etildi. Guttmacher institutining taʼkidlashicha, federal mandat amalga oshirilgunga qadar yigirma sakkizta shtat oʻz mandatlariga ega edi, ular retsept boʻyicha kontratseptivlarni qoplash uchun tibbiy sugʻurta qilishni talab qiladi, ammo federal mandat sugʻurta kompaniyalariga bemorga xarajatlarning bir qismini toʻlashni taqiqlash orqali yangilangan. Burwell v. Hobby Lobby, 573 U. S. ___ (2014) Amerika Qoʻshma Shtatlari Oliy sudi tomonidan chiqarilgan muhim qaror boʻlib, yaqinda joylashgan notijorat korporatsiyalar, agar qonun manfaatlarini ilgari surish uchun kamroq cheklovchi vositalar mavjud boʻlsa, uning egalari diniy eʼtiroz bildiradigan qonundan ozod qilinadi. Bu sudning notijorat korporatsiyasining diniy eʼtiqodga oid daʼvosini birinchi marta tan olishi edi, lekin uning ijrosi „yaqin“ korporatsiyalar bilan cheklangan.","115","947","16.0","7.12","0.393","0.587"
"gazeta.uz","Олтингугуртнинг қимматлашиши «Навоийуран» рентабеллигини пасайтирди","https://www.gazeta.uz/uz/2026/07/10/navoiyuran/","8","Лойиҳа доирасида ишлаб чиқариш ҳажмининг ўсиши 2026 йил охирига келиб кутилмоқда. Кейинги йилларда «Навоийуран»нинг қўшма корхонага йўналтирадиган инвестициялари йилига 50 миллиондан 150 миллион долларгача бўлиши мумкин. S&P бундай қўшма корхоналарни ишлаб чиқариш базасини кенгайтириш ва хорижий инвестицияларни жалб қилиш учун стратегик восита деб ҳисоблайди. Агентлик «Навоийуран»нинг рейтинги Ўзбекистоннинг суверен рейтингидан юқори бўлишини кутмаяпти. Давлат корхонага Тоғ-кон саноати ва геология вазирлиги орқали тўлиқ эгалик қилади ва унинг фаолиятини назорат қилади. S&P фикрича, мавжуд механизмлар компанияни давлатнинг эҳтимолий аралашувидан, масалан, қўшимча маблағларни олиб қўйиш тўғрисидаги қарор каби ҳолатлардан етарлича ҳимоя қилмайди. Барқарор прогнозга кўра, «Навоийуран» кейинги 12 ой давомида жиддий узилишларсиз барқарор ишлаб чиқаришни сақлаб қолиши, EBITDA кўрсаткичи 10 триллион сўмдан ошиши ва рентабеллик 50 фоиздан юқори даражада қолиши кутилмоқда.","118","977","16.71","7.04","0.368","0.589"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","7","U 1847-yilda A. M Mauriceau tomonidan yozilgan. Mauriceau shifokor boʻlgan va uning ishlari tugʻilishni nazorat qilish boʻyicha sharhning dastlabki jildida koʻp marotaba tilga olingan. Tugʻilishni nazorat qilish amaliyoti odatda Qoʻshma Shtatlarga qaraganda Yevropada ilgariroq qabul qilingan. Knowltonning kitobi 1877-yilda Angliyada Charles Bradlaugh va Annie Besantlar tomonidan Britaniyaning odobsizlik toʻgʻrisidagi qonunlariga qarshi chiqish maqsadida qayta nashr etilgan. Ular hibsga olindi (keyinchalik oqlandi), lekin bu jarayon bekor ketmadi. Sud jarayonining oshkoraligi 1877-yilda dunyodagi birinchi tugʻilishni nazorat qilish boʻyicha himoya guruhi boʻlgan Malthus Ligasining shakllanishiga yordam berdi. Tuzilma Thomas Robert Malthusning dunyo boʻylab qashshoqlik va ocharchilikka olib keladigan eksponensial aholi oʻsishi haqidagi dahshatli bashoratlaridan qochish uchun aholi sonining oʻsishini cheklashga intildi. 1930-yilga kelib deyarli barcha Yevropa mamlakatlarida shunga oʻxshash jamiyatlar tashkil etilgan va katolik Irlandiya, Ispaniya va Fransiyadan tashqari Gʻarbiy Yevropaning aksariyat mamlakatlarida tugʻilishni nazorat qilish amaliyoti qabul qilina boshlangan.","137","1190","15.22","7.45","0.409","0.59"
"gazeta.uz","Хонадонлар бироз қимматлади, ипотека эса ўсмоқда. Ўзбекистон уй-жой бозоридаги вазият қандай?","https://www.gazeta.uz/uz/2026/07/10/real-estate/","2","Сирдарё вилоятида ойлик ўсиш 144 фоизга, Наманганда 138 фоизга, Андижонда 131 фоизга, Бухоро вилоятида эса 125 фоизга етди. Марказий банк март ойидаги бундай кескин ўсишни 1 апрелдан бошлаб кўчмас мулк ва автомобиллар билан боғлиқ битимларни нотариал расмийлаштиришда эскроу-ҳисобварақлар орқали ҳисоб-китоб қилиш тизими жорий этилиши билан изоҳлайди. Бозор иштирокчилари янги тартиб кучга киргунга қадар шартномаларни расмийлаштиришни якунлашга ҳаракат қилишган. Янги қоидаларга кўра, харидорнинг маблағлари дастлаб махсус банк ҳисобварағига тушади ва битим нотариал тартибда расмийлаштирилгандан сўнг сотувчига ўтказиб берилади. Ушбу механизм йирик ҳисоб-китоблардаги хавфларни камайтириши ва битимнинг иккала томонини қўшимча ҳимоя қилиши керак. Ипотека кредитлари 29 фоизга ошди Биринчи чоракда ажратилган ипотека кредитлари ҳажми 5,7 трлн сўмни ташкил этди.","107","862","17.17","7.04","0.35","0.591"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","10","Bunga javoban kontratsepsiya toʻlqini ancha pastladi, ammo butunlay yoʻq boʻlib ketmadi. Mavzuga oid nashrlar soni sezilarli darajada kamaydi. Oz sonli uchraydigan reklamalarda „nikoh yordami“ yoki „gigiyenik vositalar“ kabi evfemizmlardan foydalaniladigan boʻldi. Dorixonalarda prezervativlarni „rezina buyumlar“, bachadon boʻyni qalpoqlarini „bachadon qoʻllab-quvvatlovchilari“ sifatida sotish davom etdi. Asr boshida Greenwich Villageda soʻz erkinligiga qoʻyilgan taqiqlarni bekor qilishga uringan kuchli harakat paydo boʻldi. Ezra Heywood, Moses Harman, D. M. Bennett va Emma Goldman kabi radikallar, feministlar, anarxistlar va ateistlar tomonidan qoʻllab-quvvatlangan bu harakat muntazam ravishda odobsizlikka qarshi qonunlarga va keyinchalik hukumatning Birinchi jahon urushida ishtirok etganligi haqidagi tanqidiy nutqni bostirishga urinishlariga qarshi kurashdilar. Mazkur soʻz erkinligi harakati 1914-yilgacha siyosatga eʼtibor qaratdi va kamdan-kam hollarda kontratsepsiyaga murojaat qildi.","113","1001","12.89","7.4","0.543","0.591"
