"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"wikipedia","Genetika","https://uz.wikipedia.org/wiki/Genetika","4","Shu sababdan 1900-yil genetikaning mustaqil fan sifatida tashkil topgan yili hisoblanadi. Biroq genetika termini 1906-yil ingliz olimi William Batesonning taklifi bilan berildi. Genetikaning keyingi rivojlanishi natijasida Mendel kashf etgan qonunlarning universalligi uni barcha organizmlarga, jumladan odamga ham taalluqli ekanligi isbot qilindi. Keyinchalik organizmdagi aksariyat belgilarning irsiylanishida ikki va undan ortiq genlar ishtirok etishi bilan bogʻliq boʻlgan komplementarlik, epistaz, polimeriya, pleyotropiya hodisalari hamda belgilar irsiylanishida allel bulmagan genlarning murakkab o'zaro taʼsiridan iborat kombinirlangan tip kashf etildi. Genetikaning Mendel asos solgan ushbu yoʻnalishi hozirgi davrda yanada tez rivojlanmoqda. Bu yoʻnalish klassik genetika, yaʼni mendelizm deb ataladi. Mendel yaratgan irsiyat qonunlarini isbotlashda sitologiya fani erishgan yutuqlar ham katta ahamiyatga ega.","107","919","15.29","7.39","0.318","0.562"
"wikipedia","Genetika","https://uz.wikipedia.org/wiki/Genetika","16","Dominant allelni biror bosh harf bilan, retsessiv allelni esa oʻsha harfning kichigi bilan belgilash qabul qilingan. Baʼzi allellar mutlaq dominant boʻlmay, fenotipga toʻliq taʼsir etmaydi. Organizmlar nasl qoldirganda, avlod organizmlar ajdodlardan tasodifiy allellarni saqlab qolishadi. Shunday tasodifiy nasldorlik kombinatsiyasi Punnett kvadrati deb ataluvchi sxemada koʻrsatilishi mumkin. Allellar segregatsiyasi orqali kechuvchi diskret nasldorlikning bunday kuzatuv natijalari „Mendel’ning birinchi qonuni“ yoki „Segregatsiya qonuni“ deyiladi.","62","550","12.6","7.56","0.444","0.562"
"wikipedia","Albatroslar","https://uz.wikipedia.org/wiki/Albatroslar","2","Ularning qanotlari 3,7 m ga (oʻrtacha 3 m dan ozroq) yetishi mumkin, bu mutlaq rekord hisoblanadi. Voyaga yetgan qushlarning vazni 11 kg ga yetishi mumkin, buni katta oqqushning vazni bilan solishtirish mumkin. Voyaga yetgan albatroslarning patlari asosan oq rangga ega va yoshi ulgʻaygan sayin ular yanada yorqinroq boʻladi. Toʻliq oq patlar har qanday yoshdagi qirollik albatroslarida hamda sayohat qiluvchi albatrosning katta yoshlilarida uchraydi. Boshqa turdagi urgʻochilarda, shuningdek, yosh qushlarda patlarning uchlari qora rangga egadir. Umuman olganda, tur yoki kichik tur qanchalik kichik boʻlsa, uning patlari va tuklari quyuq jigarrang tusda boʻladi. Yaqinda kashf qilingan Diomedea amsterdamensis turlarida barcha yoshdagi qushlar patlari asosan quyuq jigarrang tusga ega.","106","787","14.71","6.42","0.447","0.562"
"gazeta.uz","Президент Нурафшонда ҳарбий ва махсус техникалар ишлаб чиқарилиши билан танишди","https://www.gazeta.uz/uz/2026/07/22/krantas/","3","Устав капитали 1 миллиард сўмни ташкил этади. Компания раҳбари Нуриддин Алимов ҳисобланади. Таъсисчилари — Хожиакбар Каримов (51 фоиз) ва Акмал Каримов (49 фоиз). Хожиакбар Каримов Sky Innovations, Hydroservice, Project Implementation ва Solar Tech Corp компанияларида ҳам таъсисчи сифатида иштирок этади. Акмал Каримов эса «Бўка пахта тозалаш», Turon Kommunal Lider, Krantas, Kran va Maxsus Texnikalar, Embi Plaza, Asnotec, Proauto Service Nurafshon ҳамда Chinar Auto компаниялари таъсисчилари қаторида қайд этилган. Аввалроқ, 2021 йил январь ойида Нурафшонда ҳарбий ва махсус техника ишлаб чиқариш бўйича мазкур лойиҳа президентга тақдим этилган эди. Ўшанда лойиҳа қиймати 55 миллион долларга баҳоланган бўлиб, ишлаб чиқаришни Ўзбекистон Миллий банки кўмагида 12 гектар майдонда ташкил этиш режалаштирилган.","107","809","14.29","6.66","0.45","0.563"
"wikipedia","Ekvatorial mintaqa","https://uz.wikipedia.org/wiki/Ekvatorial_mintaqa","2","Tuproqlardagi mikroorganizmlar va mayda jonivorlar juda faol. Biroq temperatura va yogʻingarchilikning yuqoriligi sababli chirindili qatlam yuvilib ketishi natijasida tuproq unumdorligini tez yoʻqotadi. Oʻsimlik va hayvonot dunyosi benihoya xilma-xil va qadimiy turlarga boy. Tabiiy holda hammayoq doim yashil oʻrmonlar bilan, dengiz va okean sohillari mangr chakalakzorlari bilan qoplangan. Xoʻjalikda katta foyda keltiruvchi oʻsymliklar — kauchuksimonlar, kakao va non daraxtlari, turli xil palmalar, qimmatbaho qizil yogʻochli daraxtlar va boshqalarga boy. Hayvonlari oʻrmon sharoitiga moslashgan, asosan, daraxtlarda hayot kechirady (maymun, yalqov, mushuksimonlar va hokazo). Yerda tapir, karkidon, begemotlar yashaydi. Qush, sudraluvchi va hasharotlar turi koʻp. Gileya zonalarida 2 ta kichik zona: doimiy sernam ekvator oʻrmonlari va qisqa quruq mavsumli ekvator oʻrmonlari zonasi mavjud.","110","895","12.11","6.97","0.532","0.563"
"kun.uz","Qirg‘izistonlik tadbirkorlar Wildberries omborlariga hujum sababli zarar ko‘rdi.","https://kun.uz/news/2026/07/22/qirgizistonlik-tadbirkorlar-wildberries-omborlariga-hujum-sababli-zarar-kordi","3","Nevinnomisskda esa bir kishi shifoxonaga yotqizildi. Hujumlardan so‘ng Wildberries logistika zanjirlari qayta tashkil etilganini va platforma odatiy rejimda ishlashda davom etayotganini bildirdi.","22","195","11.5","7.43","0.522","0.564"
"uza.uz","Суперлигада бугун 13-тур якунланади","https://uza.uz/uz/posts/superligada-bugun-13-tur-yakunlanadi_885761","2","Олти гол урилган учрашувда ғолиб аниқланмади ва жамоалар майдонни 3:3 ҳисобидаги жанговар дуранг билан тарк этди. [gallery-30523] 13-тур баҳслари 23 июль куни ҳам давом этади. Бу гал футбол ихлосмандларини яна икки қизиқарли тўқнашув кутмоқда. Наманганда «Навбаҳор» ўз майдонида «Қизилқум»ни қабул қилса, Термизда «Сурхон» Самарқанднинг «Динамо» жамоасига қарши майдонга тушади. Мазкур учрашувлар натижалари турнир жадвалидаги жойлашувга сезиларли таъсир кўрсатиши мумкин. Айниқса, юқори поғоналар учун курашаётган жамоаларнинг ҳар бир очкоси мавсумнинг ҳал қилувчи палласида катта аҳамият касб этади. Жавоҳир Тошхўжаев, ЎзА","79","624","11.14","6.58","0.628","0.564"
"gazeta.uz","Ўзбекистонда сўровда қатнашган қарз олувчиларнинг 61 фоизи қарзини ўз вақтида тўлашда қийналмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/loans/","4","Жумладан, қарийб 27 фоизида бу кўрсаткич даромаднинг 76 фоизи ва ундан ортиқни, яна 20 фоизида эса 51 фоиздан 75 фоизгача бўлган. Респондентларнинг қарийб 31 фоизи даромадининг 26 фоизидан 50 фоизигача бўлган қисмини тўловларга йўналтирган, тахминан 22 фоизи эса даромадининг чорак қисмидан кўпини сарфламаган. 2024 йилнинг биринчи ярми бўйича ўтказилган сўров билан солиштирилганда, қарз юки 50 фоиздан юқори бўлган қарз олувчилар улуши 1 фоиз бандига камайган. Сўров иштирокчиларининг даромадлари Иштирокчиларнинг энг катта гуруҳи — 28 фоизини беш кишилик оилалар ташкил этган. Респондентларнинг аксарияти оиласининг ўртача ойлик асосий даромади 12 млн сўмдан ошмаслигини билдирган. Сўров иштирокчиларининг атиги 19 фоизида қўшимча даромад манбаи мавжуд бўлган.","102","763","14.33","7.21","0.395","0.564"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","2","Beruniy ona tili boʻlgan xorazmiy tilidan tashqari fors, arab yunon, ibroniy va suryoniy tillarini bilgan va 50 yoshida sanskrit tilini oʻrgandi. Iroqiylarning oxirgi vakili Abu Nasr Mansur ibn Iroq Beruniyning ustozi edi. Al-Beruniy falakiyot, riyoziyot, geodeziya, jugʻrofiya, mineralogiya va tabiiy fanlarni yaxshi bilgan. Shuningdek, tarixchi, xronolog va tilshunos sifatida ham ajralib turardi. U oʻz davrining deyarli barcha fanlarini mukammal oʻrgangani sabab qomusiy alloma deb nomlanadi va koʻplab ilm sohalarida tinimsiz izlanishlari uchun moʻl-koʻl mukofotlangan. Shoh xonadoni va jamiyatdagi boshqa qudratli unsurlar Al-Beruniyning tadqiqotlarini moliyalashtiradi. Oʻziga xos taʼsirga ega boʻlgan Al-Beruniyning oʻzi ham falsafani oʻrganish davomida, boshqa xalqlarning olimlaridan, xususan, yunon olimlaridan ham ilhom olgan.","104","838","15.29","6.64","0.402","0.564"
"wikipedia","Azot","https://uz.wikipedia.org/wiki/Azot","5","Oʻrta Osiyoning sugʻoriladigan dehqonchilik mintaqalarida yuqori hosil olish uchun tuproqda azot zahirasi yetarli emas, shuning uchun bu yerlarda azotli oʻgʻitlar qoʻllanadi. Oʻsimliklardagi azotning koʻp qismi oqsil moddalari holida boʻladi. Turli urugʻlar oqsili tarkibidagi azot miqdori 16,5-17,5 % ni tashkil qiladi. Gʻoʻza-beda almashlab ekishda beda ekilgan har gektar yerda biologik azotga boy 20 tonnagacha organik modda hosil boʻladi; undagi biologik azot miqdori 400- 600 kg/g. Azotdan oʻgʻitlar ishlab chiqarishda, koʻpchilik sanoat sohalari, jumladan, metallurgiyadagi turli kimyoviy jarayonlarda inert muhit sifatida foydalaniladi.","80","644","15.4","6.94","0.364","0.564"
"wikipedia","Genetika","https://uz.wikipedia.org/wiki/Genetika","6","Irsiylanishning bu xili birikkan holda irsiylanish deyiladi. Birikkan genlarning irsiylanishi Mendelning uchinchi qonuniga mos kelmaydi. Bitta xromosomada joylashgan genlarning birikkan holda irsiylanishi haqidagi Morgan kashf etgan qonuniyat genetikaning toʻrtinchi fundamental qonuni hisoblanadi. Biroq birikkan holda irsiylanish mutlaq boʻlmasdan, bir qancha hollarda avlodda ota-ona belgilariga nisbatan ajralish roʻy beradi. Bu hodisa gomologik xromosomalarning chalkashuvi (krossingover), yaʼni ikkita xromosoma ayrim qismlarining oʻzaro oʻrin almashinishi natijasida sodir boʻladi. Bu sohadagi ilmiy tadqiqotlar tufayli xromosomalarda genlarning joylashish tartiblari aniqlandi, yaʼni xromosomalarning genetik haritalari tuzildi. Morgan va xodimlarining tadqiqotlari genetikaning bir tarmogʻi boʻlgan sitogenetikaning paydo boʻlishiga asos soldi. Genlarning tuzilishi va faoliyatining molekulyar asoslarini kimyoviy, fizik, kibernetik metodlar va matematik modellashtirish orqali tadqiq qilish molekulyar genetikaning rivojlanishiga olib keldi.","114","1051","14.38","8.02","0.313","0.564"
"wikipedia","Adabiy tahlil","https://uz.wikipedia.org/wiki/Adabiy_tahlil","2","Adabiy tahlil maqolaning bir turi bo'lishi mumkin. Shu ma'noda, taqriz - bu ma'lum bir mavzuga nazariy va uslubiy qo'shimchalar bilan bir qatorda dolzarb bilimlarni, jumladan, mavjud bilimlarni taqdim etadigan ilmiy maqoladir. bu turdagi tahlil ikkinchi darajali manbalar bo'lib, yangi yoki asl eksperimental ish haqida xabar bermaydi. Ko'pincha akademik yo'naltirilgan adabiyotlar bilan bog'liq bo'lgan bunday sharhlar akademik jurnallarda topiladi va badiiy kitob taqrizlari bilan adashtirmaslik kerak, ular ham xuddi shu nashrda paydo bo'lishi mumkin.deyarli har bir akademik sohada tadqiqotlar uchun asosdir. Tizimli ko'rib chiqish kontseptsiyasi 1970-yillarda rasmiylashtirilganligi sababli (kodlangan), sharhlar turlari orasida asosiy bo'linish yuz berdi, u ikkiga bo'lindi hikoyalar taqrizlari va tizimli Adabiy tahlillar.","104","829","17.33","6.78","0.279","0.564"
"kun.uz","Eron bilan urush Vashingtonga 37,5 milliard dollarga tushdi.","https://kun.uz/news/2026/07/23/eron-bilan-urush-vashingtonga-375-milliard-dollarga-tushdi","4","Trampning so‘zlariga ko‘ra, bu haqdagi buyruq mudofaa vaziriga yetkazilgan. AQSh qurbonlari soni oshdi AQSh Markaziy qo‘mondonligi (CENTCOM) ma’lum qilishicha, Yaqin Sharqdagi navbatdagi eskalatsiya boshlanganidan buyon yana uch nafar amerikalik harbiy halok bo‘lgan. Shu bilan fevral oyi oxirida Eronga qarshi harbiy amaliyotlar boshlanganidan beri halok bo‘lgan AQSh harbiy xizmatchilari soni 17 nafarga yetdi.","52","412","19.0","6.07","0.263","0.565"
"wikipedia","Avliyo Valentin kuni","https://uz.wikipedia.org/wiki/Avliyo_Valentin_kuni","1","Avliyo Valentin kuni, Valentin kuni, Avliyo Valentin bayrami yoki Sevishganlar kuni — har yili 14-fevralda nishonlanadigan bayram. Avliyo Valentin kuni juda koʻp mamlakatlarda nishonlanadi, ammo deyarli barchasida 14-fevral ish kunidir. Avliyo Valentin kuni bir yoki bir necha „Valentinus“ ismli xristian ziyolilarni xotirlashga bagʻishlangan liturgik bayramlardan kelib chiqqan. Avliyo Valentin bilan bogʻliq eng mashhur martirologga koʻra, Valentin oila qurish taʼqiqlangan askarlarga toʻylar oʻtkazgani uchun qamalgan. Shuningdek, uni Rim Impersiyasida qiynoqlarga duchor qilingan xristianlarga yordam berishda ayblashgan. Qamoqdaligida Valentin qamoqxona boshchisi Asteriusning qizini davolagani aytiladi. Afsonaga koʻra, Valentin qatl qilinishidan avval qizga „Sening Valentiningdan“ deb xayrlashuv xatini yozgan. Bugungi kunda Avliyo Valentin kuni Ingliz uyushmasida va Luteran cherkovida rasmiy ziyofat kunidir.","109","918","13.5","7.27","0.435","0.565"
"uza.uz","Камбағал оилаларни қўллаб-қувватлаш дастури ижроси таҳлил қилинди","https://uza.uz/uz/posts/kambagal-oilalarni-qollab-quvvatlash-dasturi-izhrosi-tahlil-qilindi_885777","3","Йиғилиш якунида партия фаоллари аҳолини ижтимоий ҳимоя қилишга, эҳтиёжманд оилаларни қўллаб-қувватлашга қаратилган дастур ҳамда ташаббуслар ижроси устидан доимий жамоатчилик назоратини кучайтириш, аниқланган муаммоларни ҳал этишда масъул идора ва ташкилотлар билан ҳамкорликка иш олиб бориш юзасидан чора-тадбирлар белгилаб олинди. А.Бўриев, ЎзА мухбири","41","353","14.67","6.95","0.409","0.566"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","4","Лойиҳа доирасида 92 та кўприк, 28 та йўл ўтказгич, 60 та туннель типидаги ўтиш жойи, шунингдек, қишлоқ хўжалиги эҳтиёжлари учун ер ости йўлаклари ва сув ўтказиш иншоотлари қурилади. Йўл қопламаси оғир ва юқори тезликда ҳаракатланадиган транспорт воситалари қатновига чидамли монолит бетондан барпо этилади. Текис ҳудудларда ҳаракат тезлиги соатига 150 километргача бўлиши кўзда тутилган. Замонавий хавфсизлик ечимлари, рақамли ва инновацион қулайликлар йўл-транспорт ҳодисаларини кескин камайтиришга хизмат қилади. – Ушбу лойиҳа ишга тушганидан сўнг унинг афзаллигини ҳар бир юртдошимиз ўз ҳаётида, албатта, ҳис қилади. Тошкентдан Самарқандга етиб бориш вақти ҳозирги 5 соатдан 2,5 соатга қисқаради, – деди давлатимиз раҳбари. Янги автомагистраль суткасига 60 мингдан 80 мингтагача транспорт воситасини ўтказиш имконига эга бўлади.","110","831","14.43","6.8","0.436","0.566"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","18","Xuddi shu asarida u oy nomlarini turkchada beradi: ulugʻ-oy, kichik-oy, birinchi-oy, ikkinchi-oy, uchinchi-oy, toʻrtinchi-oy, beshinchi-oy, oltinchi-oy, yetinchi-oy, sakkizinchi-oy, toʻqqizinchi-oy, oʻninchi-oy. Beruniy tibbiyotga bagʻishlangan „Saydana“ asarida mingdan ortiq dorivor moddalar nomini 30 tilda yozib chiqqan. Xorazmdagi siyosiy vaziyatni oʻzgarishi natijasida Beruniy 998-yili Joʻrjon shahriga ketishga majbur boʻladi. U bu davrga qadar Kat va Ray shaharlarida oʻzining dastlabki ilmiy izlanishlarini boshlab yuborgan edi. Jurjonda kechgan yillar (998–1004-yillar) Beruniy uchun yirik izlanishlar va ijodiy kamolot davri boʻldi. Oʻzining ilk astronomik tajribalarni 16 yoshida Kat shahrida boshlagan alloma, Joʻrjonda nafaqat astronomiya va boshqa tabiiy fanlar bilan shugʻullandi, balki tarix va din tarixi bilan ham qiziqdi.","101","842","18.5","6.21","0.279","0.566"
"gazeta.uz","Ўзбекистонда микроқарз олувчиларнинг ҳар бирига ўртача қарийб иккитадан шартнома тўғри келмоқда — МБ","https://www.gazeta.uz/uz/2026/07/22/microloan/","3","Бу кўрсаткич қарз олувчининг ҳар ойлик даромадининг қайси қисми банклар, микромолия ва бошқа ташкилотлар олдидаги амалдаги барча мажбуриятлари бўйича тўловларга йўналтирилишини кўрсатади. Таққослаш учун, ипотека кредитлари бўйича ўртача қарз юки бир йил давомида 71 фоиздан 49 фоизгача, автокредитлар бўйича эса 60 фоиздан 37 фоизгача камайган. 2025 йил давомида банкдан кредит олган аҳолининг 53 фоизида банклар ва банкдан ташқари ташкилотлар олдида бир нечта қарз мажбуриятлари мавжудлиги кузатилди. Бир йил аввал уларнинг улуши 43 фоизни ташкил этган. Марказий банк қайд этишича, бир вақтнинг ўзида бир нечта кредитларга хизмат кўрсатиш зарурати қарздорларнинг тўлов қобилиятларини заифлаштириши мумкин. Йил якунлари бўйича микроқарзлар портфелидаги муаммоли кредитлар улуши 4 фоиз даражасида сақланиб қолган.","106","812","16.33","6.94","0.327","0.567"
"wikipedia","Iqtisodiy statistika","https://uz.wikipedia.org/wiki/Iqtisodiy_statistika","2","Iqtisodiy satistika mustaqil fan boʻlishi bilan birga iqtisodiy nazariya va boshqa amaliy iqtisodiy fanlarga chambarchas bogʻliq. Masalan, nazariyotchilar tomonidan oʻrtaga tashlangan muayyan qarashlar statistik koʻrsatkichlar yordamida asoslanadi yoki iqtisodiy jarayonga tegishli statistik koʻrsatkichlarni tahlil qilish orqali iqtisodiy qonuniyatlar, tendensiyalar ifodalab beriladi. Iqtisodiy statistikada, iqtisodiyotni oʻrganishga tizimli yondoshiladi; muayyan iqtisodiy jarayon oʻrganilayotganda bir nechta koʻrsatkichlardan foydalaniladi. Birjarayenning turli jihatlarini aks ettiradigan koʻrsatkichlarning oʻzaro bir-biriga muvofiq kelishi muhim ahamiyatga ega. I.s.da tadqiq etiladigan hodisalarning oʻziga xos tomonlarini hisobga olgan holda ommaviy (yalpi) kuzatish, tanlab kuzatish, statistik guruhlash, indeks usuli, kor-relyasion tahlil, balans va geografik usullar, xalqaro qiyosiy usullar kabi statistika usullari qoʻllanadi.","100","942","14.86","7.9","0.308","0.567"
"kun.uz","Ohangaronda Sibir tog‘ echkisi ovlangani fosh etildi.","https://kun.uz/news/2026/07/23/ohangaronda-sibir-tog-echkisi-ovlangani-fosh-etildi","1","Ekologiya va iqlim o‘zgarishi milliy qo‘mitasi Ekopolitsiya xodimlari hamda Ohangaron tumani IIB xodimlari hamkorligida o‘tkazilgan reyd tadbiri davomida Ko‘ksaroy mahallasi hududida Sibir tog‘ echkisining tana qismlari sotilayotgani ma’lum bo‘ldi. O‘rganishlar jarayonida mazkur hayvon fuqaro U.M. tomonidan hech qanday ruxsatnomasiz noqonuniy ravishda otib o‘ldirilgani aniqlangan. Holat bo‘yicha «Hayvonot dunyosini muhofaza qilish va undan foydalanish to‘g‘risida»gi qonunning 32- va 33-moddalari, shuningdek, «Ov qilish va ovchilik xo‘jaligi to‘g‘risida»gi qonunning 17-, 23- va 27-moddalari talablari buzilgani qayd etildi. Dastlabki hisob-kitoblarga ko‘ra, ushbu huquqbuzarlik oqibatida hayvonot dunyosiga 6 million 180 ming so‘m miqdorida zarar yetkazilgan. Ayni paytda holatga huquqiy baho berish va qonunchilikda belgilangan choralarni ko‘rish maqsadida tegishli hujjatlar sud organlariga yuborish uchun tayyorlanmoqda.","109","929","17.86","6.14","0.328","0.568"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","17","Бусиз келажагимиз йўқлигини барчамиз теран англашимиз керак, – деди Президент. Сўнгги йилларда Ўзбекистоннинг ахборот технологиялари соҳасидаги натижалари халқаро ҳамжамият томонидан кенг эътироф этилмоқда. Жорий йилда венчур инвестициялар ҳажми 5 баробар кўпайиб, ўсиш суръати бўйича мамлакатимиз жаҳонда биринчи ўринга кўтарилди. Ўзбекистоннинг миллий стартап экотизими қарийб 4,5 миллиард долларга етди. Инновацион ғояларни рағбатлантириш мақсадида мукофот жамғармаси 5 миллион доллар бўлган Президент стартап танловига старт берилди. Шунингдек, Ўзбекистон Сунъий интеллект соҳасида ҳамкорлик бўйича Бутунжаҳон ташкилотининг таъсисчиларидан бири бўлиб, бу борадаги глобал жараёнларни шакллантиришда иштирок этадиган давлатлар сафидан жой олди. Умумий майдони 36 гектар бўлган марказ қурилишига қарийб 500 миллион доллар инвестиция жалб қилинади.","100","848","13.43","7.73","0.404","0.568"
"wikipedia","Adabiy tahlil","https://uz.wikipedia.org/wiki/Adabiy_tahlil","1","Adabiy tahlil- nashr etilgan asarlar haqida umumiy tushuncha(xulos). Bu atama to'liq ilmiy maqola yoki ilmiy ish, kitob yoki maqola bo'limiga ishora qilishi mumkin. Qanday bo'lmasin, Adabiy tahlil tadqiqotchi yoki muallifga yo bo'lmasa tinglovchilarga ko'rib chiqilayotgan mavzu bo'yicha mavjud bilimlar uchun umumiy tasavvur taqdim etishi kerak. Yaxshi adabiy tahlil, to'g'ri tadqiqot savoli berilganligini va tegishli nazariy asos yoki tadqiqot metodologiyasi tanlanganligini ta'minlaydi. Aniqroq qilib aytadigan bo'lsak,adabiy tahlil joriy tadqiqotni tegishli adabiyotlar tarkibiga joylashtirish va o'quvchi uchun kontekstni taqdim etish uchun xizmat qiladi. Bunday holda, adabiy tahlil odatda ishning metodologiyasi va natijalari bo'limlaridan oldin keladi. Adabiy tahlil tayyorlash ko'pincha bitiruvchi va bitiruv ishining bir qismidir, shu jumladan tezis, dissertatsiya yoki jurnal maqolasini tayyorlashda muhim ahamiyat kasb etadi.Adabiy tahlil tadqiqot taklifi yoki prospektida(talaba dissertatsiya yoki dissertatsiyani rasmiy ravishda boshlashdan oldin tasdiqlangan hujjat) ham keng tarqalgan.","132","1102","17.0","6.99","0.287","0.568"
"wikipedia","Afg'on san'ati","https://uz.wikipedia.org/wiki/Afg'on_san'ati","1","Afgʻon sanʼati koʻp asrlarni qamrab olgan. Soʻnggi asrlarda oʻzining mustaqilligi va izolyatsiyasidan farqli oʻlaroq, qadimgi va oʻrta asrlardagi Afgʻoniston katta imperiyalar tarkibida uzoq vaqt yashagan, ular asosan zamonaviy Pokiston va Shimoliy Hindiston, shuningdek Eronni oʻz ichiga olgan. Afgʻon shaharlari koʻpincha Kushon imperiyasi va keyinchalik Mugʻullar imperiyasi singari ularning poytaxtlari yoki asosiy shaharlari orasida boʻlgan. Bundan tashqari , Ipak yoʻlining Xitoyga va Xitoyga olib boradigan baʼzi yoʻnalishlari Afgʻoniston orqali oʻtib, sharq va gʻarbdan taʼsir oʻtkazadi. Eng muhim davrlardan biri I VII asrlarda yaratilgan Gandharan sanʼati boʻlib, yunon-budda sanʼatidan rivojlanadi. Islom kelishi bilan, keyinchalik Afgʻoniston uzoq vaqt davomida Fors davlatlarining bir qismi boʻlgan va uning sanʼati koʻpincha Fors sanʼati va umuman islom sanʼatining muhim qismi boʻlgan. 1900-yillardan boshlab xalq sanʼatda Gʻarb texnikasidan foydalana boshladi.","122","976","17.43","6.84","0.279","0.568"
"gazeta.uz","Тошкент ярим йилда 3,2 млн хорижий сайёҳни қабул қилди","https://www.gazeta.uz/uz/2026/07/23/toshkent-turizm/","2","Натижада уларнинг умумий сони 2673 тага етди. Маълумот учун, 2026 йилнинг биринчи ярмида Ўзбекистонга 6,5 миллиондан ортиқ хорижлик сайёҳ ташриф буюрди. Статистика қўмитаси маълумотига кўра, бу кўрсаткич 2025 йилнинг мос даврига нисбатан қарийб 25 фоизга юқори. Сайёҳларнинг салкам 5 миллиони Қирғизистон, Қозоғистон ва Тожикистон ҳиссасига тўғри келди. Аввалроқ хорижий компаниялар ўзбекистонликларга турпакетларни фақат маҳаллий лицензияланган туроператор ёки мамлакатдаги юридик шахси орқали сотиши мумкин бўлиши ҳақида хабар берилганди. Турагентларга бундай оператор иштирокисиз сотувларни, жумладан, сайтлар, тармоқлар ва иловалар орқали амалга оширишни тақиқлаш таклиф этилмоқда.","83","685","12.83","7.44","0.468","0.569"
"gazeta.uz","Президент Нурафшон ва Чирчиқда Келажак технологиялари маркази ҳамда IT-парклар қурилишини бошлаб берди","https://www.gazeta.uz/uz/2026/07/22/future-center/","1","Ўзбекистон президенти Шавкат Мирзиёев бугун, 22 июль куни Нурафшон шаҳридаги Cyber University’га ташриф буюриб, олийгоҳ ёнида Келажак технологиялари маркази қурилишига старт берди. Бу ҳақда давлат раҳбари матбуот хизмати хабар қилди. Президент қарори билан ўтган йили ташкил этилган Рақамли технологиялар вазирлиги ҳузуридаги давлат университети ахборот ва киберхавфсизлик, сунъий интеллект ва робототехника, киберҳуқуқ, рақамли криминалистика ҳамда кибериқтисодиёт йўналишлари учун мутахассислар тайёрлайди. Ҳозирда университетда 2 та факультет ва 4 та кафедра фаолият юритмоқда. Бу ерда бакалавриатнинг 8 та ва магистратуранинг 2 та йўналиши бўйича қарийб 1000 нафар талаба таҳсил олмоқда. Талабалар билан суҳбатда Шавкат Мирзиёев мамлакатнинг ҳар бир тармоғи ва ҳар бир ҳудуди рақамли технологиялар билан ҳамқадам ривожланмаса, барқарор тараққиётга эришиб бўлмаслигини таъкидлади. «Ҳаётимизнинг барча соҳаларини жиддий рақамлаштирмасдан туриб тараққиётга эришиб бўлмайди.","119","974","16.29","7.29","0.298","0.569"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","13","Beruniy Yerning radusini oʻsha davr uchun aniq oʻlchab bergan. U Yerning meridian aylanasining uzunligini 40183 kilometr ekanligini hisoblab chiqargan. Sulton Mahmud Gʻaznaviy Hindistonga qilgan safarining birida Beruniyni ham birga olib ketadi, yoʻlda sharqiy Pokistonning Moʻlton shahrida vaqtincha istiqomat qilishga toʻgʻri keladi. U oʻzga yurtda boʻlishiga qaramay, fursatdan foydalangan holda Moʻltondan 400 kilometr gʻarbdagi Nandna qoʻrgʻonida Yer kurrasi oʻlchamini aniqlashga kirishadi, avval shu joyning geografik kengligini oʻlchab 320001 ga teng ekanligini aniqlaydi. Soʻngra ufqning pasayish burchagini oʻlchaydi. Bu haqda olimning oʻzi quyidagicha yozadi: „Hindiston yeridagi Nandna qoʻrgʻonida istiqomat qilishimga toʻgʻri keldi. Qoʻrgʻonning gʻarb tomonida baland togʻ, janubiy tomonida esa keng sahroni koʻrdim va shu on (ufq pasayishini oʻlchash usulini) sinab koʻrishga kirishdim.","111","900","15.43","7.05","0.37","0.569"
