"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"wikipedia","Ajal (o‘lim)","https://uz.wikipedia.org/wiki/Ajal_(o‘lim)","2","Bir-biringizdan biror muddatga qarz olib, qarz bersangiz, uni yozib qoʻyingiz“ (Baqara, 282). 4) Ayol iddasining tugashi: „Bas, qachonki, (taloq qilingan ayollar idda) muddatiga yetsalar, bas, ularni yaxshilik bilan olib qolingiz yoki yaxshilik bilan (mahrlarini berib) ajrashingiz!“ (Taloq, 2). 5) Qiyomat kuni maʼnosida: „Belgilangan ajal (qiyomat boʻlish vaqti) ham Uning huzuridadir“ (Anʼom, 2).","52","399","12.0","6.38","0.5","0.533"
"uza.uz","Солиқ қўмитаси P2P ўтказмалари бўйича Марказий банк эътирозларига расмий жавоб берди","https://uza.uz/uz/posts/soliq-qomitasi-p2p-otkazmalari-boyicha-markaziy-bank-etirozlariga-rasmiy-zhavob-berdi_881680","2","Солиқ кодексида эса банкларнинг солиқ органларига ахборотни фақат қонунчиликда назарда тутилган ҳолатлар ва тартибда тақдим этиш мажбурияти аниқ белгилаб қўйилган. Шу билан бирга, Солиқ қўмитаси жисмоний шахслар ўртасидаги P2P ўтказмалари ўз-ўзидан солиқ солиш объекти ҳисобланмаслигини яна бир бор таъкидлади. Бу эса фуқароларнинг шахсий маблағ ўтказмалари устидан оммавий назорат ўрнатилишини англатмайди. Қайд этилишича, муҳокама қилинаётган лойиҳанинг асосий мақсади банклар ва солиқ органлари ўртасида ахборот алмашинувининг хавфсиз, аниқ ва халқаро амалиётга мос механизмларини шакллантиришдан иборат. Маълум қилинишича, мазкур лойиҳанинг жамоатчилик муҳокамаси якунланган. Муҳокама жараёнида келиб тушган барча таклиф ва мулоҳазалар, жумладан Марказий банкнинг расмий позицияси ҳам атрофлича ўрганилади. Шундан сўнг тегишли хулосалар чиқарилиб, кейинги қарорлар қабул қилинади. Ш.Маматуропова, ЎзА","107","904","12.22","7.1","0.418","0.534"
"wikipedia","Bakteriyalar","https://uz.wikipedia.org/wiki/Bakteriyalar","4","Bakteriya yuqori temperaturaga, odatda, chidamsiz, quritish, oftob, har xil kimyoviy moddalar bakteriyani oʻldiradi (dezinfeksiya, sterillash). Bakteriya sovuqqa juda chidamli, shu tufayli tuproqda qishlab chiqa oladi. Bakteriyaning koʻpi oval yoki yumaloq shaklli sporalar hosil qiladi. Bakteriya sporalari yuqori temperatura va zaharli moddalar taʼsiriga juda bardoshli. Sporalar qulay muhitga tushganda ulardan tayoqchasimon yoki vegetativ hujayralar paydo boʻladi. Bakteriyaning rivojlanish sikli har xil. Masalan: mikobakteriyalar boʻlinish yoʻli bilan ham, kurtaklanish yoʻli bilan ham koʻpayadi. Miksobakteriyalarning vegetativ hujayralari qisqaradi va kichrayib, yumaloq yoki oval shaklli mikrotsistalar hosil qiladi. Koʻpchilik bakteriyalar organik moddalarni, baʼzilari anorganik moddalarni oksidlash yoʻli bilan energiya oladi. Faqat kislorodli muhitda yashay oladigan bakteriyalar aeroblar, kislorodsiz muhitda yashaydigan bakteriyalar anaeroblar deyiladi.","109","968","10.9","7.67","0.431","0.534"
"wikipedia","Buyrak","https://uz.wikipedia.org/wiki/Buyrak","6","Har bir buyrak boʻlagi poʻstloq qismida 600 yaqin poʻstloq boʻlakchasini (lobulus corticalis) oʻz ichiga oladi. Poʻstloq boʻlakchasi ikkita boʻlakchalararo arteriya va vena bilan chegaralangan bitta nurli va oʻralgan qismlarni oʻz ichiga oladi. Buyrakning tarkibiy-vazifaviy birligi nefrondir (nephron). Har bir buyrakda 1 mln. ga yaqin nefron bor. Nefron tarkibiga buyrak tanachasini kapillyar koptokchasini (glomerulus corpusculi renalis) oʻragan ikki qavat devorli, qadahsimon shakldagi koptokcha kapsulasi yoki Shumlyanskiy-Boumen kapsulasi (capsula glomerulli) (1-rasm) kiradi. Kapsulaning ochiq tomonidan ichiga olib keluvchi koptokcha arteriolasi (arteriola glomerularis afferens) kirib kapillyar koptokchani (glomerulus) hosil qiladi. Koptokchadan diametri olib keluvchi arterioladan kichik boʻlgan olib ketuvchi koptokcha arteriolasi (arteriola glomerularis efferens) chiqadi.","102","885","12.75","7.36","0.363","0.534"
"wikipedia","Darvishbek Rahmonov","https://uz.wikipedia.org/wiki/Darvishbek_Rahmonov","1","Darvishbek Rahmonov (1952) — ""Qaldirgʻoch"" namunali sirk truppasi asoschisi, tashkilotchisi, badiiy rahbari va Oʻzbekistonning taniqli sirk sanʼati аrbobi. Darvishbek Oʻrinboyevich Rahmonov 1952-yili Oʻsh shahrining Shayxlar mahallasida tugʻilgan. Otasi Oʻshda taniqli teatr arbobi Oʻrinboy Rahmonov boʻlgan. Darvishbek polvon otasiga oʻxshab oʻz umrini sanʼatga bagʻishladi. Toshkent viloyati, Yangiyoʻl tumanidagi ""Qaldirgʻoch"" namunali sirk truppasi asoschisi, tashkilotchisi va badiiy rahbari lavozimida ishlaydi. Darvishbek 1978-yili yangi tashkil etilgan, sobiq SSSRda estrada va sirk yoʻnalishi boʻyicha uchtagina bilim yurtdan biri boʻlgan Toshkent estrada va sirk sanʼati studiyasiga oʻqishga kirib, uni 1981-yilda muvaffaqiyatli tamomlaydi. Darvishbek 1981-yili Toshkent viloyati, Yangiyoʻl tumanida ""Qaldirgʻoch"" namunali sirk truppasini tuzdi va 34 yildan oshiq unga badiiy rahbarlik qilib kelmoqda.","107","911","14.86","7.27","0.26","0.534"
"gazeta.uz","Шавкат Мирзиёев Хитойдаги ёнғин ва тошқинлар муносабати билан Си Цзиньпинга ҳамдардлик билдирди","https://www.gazeta.uz/uz/2026/07/10/china-condolences/","2","Фуцзянь провинциясида жойлашган Цзиньцзян шаҳри Хитойнинг «пойабзал пойтахти» деб аталади, маълумотларга кўра, дунёдаги спорт пойабзалларининг 20 фоизи айнан шу ерда ишлаб чиқарилади. Ҳодиса оқибатида қанча одам жароҳат олгани ҳозирча номаълум. Давлат ОАВлари, шунингдек, ёнғин чиққан вақтда фабрикада 240 га яқин киши бўлганини маълум қилди. Эвакуация қилинган 213 кишидан икки нафари кейинчалик шифохонада вафот этган. Дастлаб бедарак йўқолган деб ҳисобланган яна 26 киши эса ҳалок бўлган ҳолда топилган. Бундан ташқари, Хитой ОАВ Гуанси-Чжуан автоном районида 39 киши ҳалок бўлгани ва тўққиз киши бедарак йўқолгани ҳақида хабар бермоқда. Маълумотларга кўра, сув омборининг ёрилиши ва «Майсак» тайфуни тошқинларга сабаб бўлган. Шунингдек, сув остида қолган кўпайтириш фермаларидан 900 дан ортиқ илон, жумладан, кобралар қочиб кетгани маълум. Илон чақишидан вафот этган ва жароҳат олганлар борлиги хабар қилинди.","122","913","13.0","6.44","0.444","0.535"
"wikipedia","Azizullo Izzatullayev","https://uz.wikipedia.org/wiki/Azizullo_Izzatullayev","3","Tatyana Sovet Ittifoqi qahramoni Zoya Kosmodemyanskayani yaqin qarindoshi boʻladi. Azizullo Izzatullayev 2 darajali Vatan urushi ordeni bilan taqdirlangan. Urushdan qaytgach pedagogika sohasi boʻyicha oʻqib, maktab oʻqituvchisi boʻlib ishladi. Soʻng Yangiyoʻl shahar V. Mayakovskiy nomli maktab direktori, Yangiyoʻl tumani maorif boʻlimi mudiri, temir yoʻl deposida partiya boshlangʻich tashkiloti kotibi, tuman partiya qoʻmitasining masʼul xodimi, tuman ijroiya qoʻmitasi masʼul kotibi, rais oʻrinbosari lavozimlarida ishlagan. Bir necha marta Toshkent viloyati va Yangiyoʻl tumani kengashlariga deputat boʻlib saylangan. Ushbu davrda Yangiyoʻl tumani safida keyinchalik ajralib chiqqan Chinoz va Zangiota tumanlari boʻlgan katta tuman boʻlgan. Azizullo Izzatullayev oʻzining tashkilotchiligi, iqtidori, tirishqoqligi va bilimdonligi bilan Toshkent viloyati, Yangiyoʻl tumanida 30 yildan oshiq davr mobaynida rahbarlik lavozimlarida ishladi va koʻplab xalq xoʻjaligi inshootlarini, obʼyektlarini qurdi.","118","1003","14.5","7.46","0.267","0.536"
"wikipedia","Afgʻonistonda taʼlim","https://uz.wikipedia.org/wiki/Afgʻonistonda_taʼlim","1","Afgʻonistonda taʼlim — mamlakatdagi K–12 va oliy taʼlim tizimini qamrab oladi. Mazkur soha Afgʻoniston taʼlim vazirligi hamda Afgʻoniston oliy taʼlim vazirligi tomonidan tartibga solinadi. 2021-yil holatiga koʻra, Afgʻonistonda qariyb 10 million nafar oʻquvchi-talabalar va 220 000 nafar oʻqituvchi faoliyat yuritgan. Shunga qaramay, mamlakatda hamon yangi maktablar va malakali kadrlarga ehtiyoj yuqoriligicha qolmoqda. 2021-yil avgust oyida Tolibon hokimiyatga kelganidan soʻng, qizlar uchun oʻrta taʼlim olish taqiqlandi. Biroq ayrim provinsiyalarda qizlar uchun oʻrta maktablar hamon oʻz faoliyatini davom ettirmoqda. 2022-yil dekabr oyida Tolibon maʼmuriyati ayollar uchun oliy taʼlim olishni ham chekladi, bu qaror xalqaro hamjamiyat tomonidan keskin qoralandi. 2023-yil dekabrida BMT barcha yoshdagi qizlarning diniy maktablarda tahsil olishi mumkinligi haqidagi xabarlarni oʻrganishga kirishdi. 2024-yil noyabr holatiga koʻra, mamlakatning ayrim hududlarida ayollarga diniy taʼlim maskanlarida stomatologiya va hamshiralik kabi yoʻnalishlarda oʻqishga ruxsat berilgan.","130","1076","14.11","7.05","0.331","0.536"
"wikipedia","Antiokiya universiteti","https://uz.wikipedia.org/wiki/Antiokiya_universiteti","7","Rektor universitetning qonuniy vakili va yuqori lavozimli rahbari hisoblanadi. U akademik va ma'muriy boshqaruv uchun javobgardir. Unga xususiy yoki davlat sektorida boshqa ishga kirishga ruxsat berilmaydi. U Universitet Oliy Kengashi Prezidenti oldida o'z lavozimini egallaydi. Universitet o'zining flagman kampusida 25 ta akademik bo'limga ega: Universitet Medellinda 87 ta bakalavriat, 48 ta mutaxassislik, 41 ta tibbiy mutaxassislik, 53 ta magistratura va 22 ta doktorlik darajasini taklif etadi. Mintaqaviy talabalar shaharchasida ular 126 ta bakalavriat va ikkita magistrlik darajasini taklif qilishadi. UdeA shuningdek, chet el institutlari bilan talabalar almashinuvi dasturlari va ba'zi ikki darajali diplomlarni taklif qiluvchi bir qator xalqaro hamkorlikka ega, jumladan: Politecnico di Torino, Universidade de San Paulo va Politecnico di Milano.","112","857","15.0","6.82","0.305","0.536"
"wikipedia","Asosiy suvli qatlam","https://uz.wikipedia.org/wiki/Asosiy_suvli_qatlam","1","Asosiy suvli qatlam (Gorizont) — Boshqa suvli jinslar orasida eng ser suv boʻlgan va amaliy talablarga (suv bilan taʼminlash, sugʻorishvab.) javob bera oladigan yer qatlami. Muhandislik geologiyada Asosiy suvli qatlam deb koʻpincha fizik-geologik hodisalarning taraqqiy etishida (surilmalar, suffoziya) asosiy ahamiyatga ega boʻlgan suvli gorizontlarga aytiladi.","45","362","15.0","6.78","0.311","0.537"
"uza.uz","Қурилиш университетида ўқиганлар техник университети дипломини олди","https://uza.uz/uz/posts/qurilish-universitetida-oqiganlar-texnik-universiteti-diplomini-oldi_881748","2","Бу йўлда барчангизга омад, ишларингизда муваффақият тилайман. Маросимда университетни муваффақиятли тамомлаган ёшларга дипломлар тантанали равишда топширилди. Таълим, илм-фан, жамоат ишлари ва турли танловларда фаол иштирок этиб, юқори натижаларга эришган талабалар алоҳида эътироф этилди. Шунингдек, фарзандларининг билим олиши, тарбияси ва камол топишида муносиб ҳисса қўшган ота-оналарга ташаккурнома ҳамда эсдалик совғалари топширилди. Ғ.Ҳасанов, ЎзА","52","454","9.17","7.07","0.6","0.539"
"wikipedia","Abu Rayhon Beruniy","https://uz.wikipedia.org/wiki/Abu_Rayhon_Beruniy","8","Jami asarlarining 70 tasi astronomiyaga, 20 tasi matematikaga, 12 tasi geografiya va geodeziyaga, 4 tasi mineralogiyaga, 1 tasi fizikaga, 1 tasi dorishunoslikka, 15 tasi tarix va etnografiyaga, 4 tasi falsafaga, 18 tasi adabiyotga bagʻishlangan. Beruniyning boy ilmiy merosi hali toʻla oʻrganilmagan. Beruniy yirik olim Abu Nosir ibn Iroqdan Evklid geometriyasi, Ptolemeyning astronomik taʼlimotlari boʻyicha dars olgan. 995-yilgacha u astronomiya, geografiya, geodeziya amaliy masalalarini hal etish bilan birga Yer va osmon globusini yasadi hamda astronomiyaga oid bir necha kitoblar yozdi. Olimning ana shunday asarlaridan biri „Geodeziya“ 1025-yilda yozib tugatilgan. Bu asar „shaharlar orasidagi masofalarni aniqlash uchun joylarning chegaralarini belgilash“ga doirdir. Kitobning 4-bobi oxirida Beruniy Yer aylanasining kattaligini oʻlchash haqida fikr yuritgan.","110","867","14.57","6.97","0.324","0.539"
"wikipedia","Afg'on san'ati","https://uz.wikipedia.org/wiki/Afg'on_san'ati","2","Afgʻonistonning koʻplab ommaviy axborot vositalaridagi sanʼati dastlab deyarli erkaklar tomonidan amalga oshirilgan. Sanʼat asosan Afgʻoniston milliy muzeyida, Afgʻoniston Milliy galereyasida va Kobuldagi Afgʻoniston Milliy arxivida joylashgan. Mamlakatda bir qancha sanʼat maktablari mavjud. Kobuldagi Afg‘oniston zamonaviy sanʼat markazi yoshlarga zamonaviy rassomchilikni o‘rganish imkoniyatini beradi. Soʻnggi oʻn yillarda urush va qasddan ikonoklazma Afgʻoniston badiiy merosining katta miqdorda yoʻq qilinishiga olib keldi. 1970-yillarning oxirida Afgʻonistonda 20 600 dan ortiq tilla taqinchoqlardan iborat kolleksiya topilgan, ulardan baʼzilari bronza davriga tegishli boʻlgan. Baqtriya xazinasi nomi bilan mashhur boʻlgan bu tangalar, marjonlarni va boshqa zargarlik buyumlari Jouzjon viloyatidagi Shibirgʻon qabristonidan topilgan. Ular AQSh va Evropadagi muzeylarda namoyish etilgan .","103","895","12.75","7.55","0.363","0.539"
"uza.uz","Эрдоған етакчиларга ўқотар қурол совға қилди","https://uza.uz/uz/posts/erdogan-etakchilarga-oqotar-qurol-sovga-qildi_881746","3","Айрим давлатлар тақдим этилган револьверларни музейларга топширишини билдирган бўлса, бошқалари уларни дипломатик совғалар жамғармасида сақлашга қарор қилди. Мусулмон Зиё, ЎзА","20","175","10.0","7.65","0.5","0.54"
"wikipedia","Bakteriyalar","https://uz.wikipedia.org/wiki/Bakteriyalar","5","Aerob nafas olish vaqtida organik birikmalar oksidlanib, karbonat angidrid ajralib chiqadi. Anaerob sharoitda organik birikmalarning parchalanishi va bunda energiya ajralib chiqishi bijgʻish deyiladi. Tabiatda va xalq xoʻjaligida bakteriyalarning ahamiyati juda katta. Bakteriyalar tirik xujayralar tarkibiga kiradigan hamma kimyoviy elementlarning tabiatda aniqlanishida ishtirok etadi. Oʻsimlik va hayvon qoldiqlari sellyuloza, pentozalar, kraxmal, pektin moddalar va boshqalarni oʻzlashtira oladigan mikroorganizmlar ishtirokida parchalanib, pirovardida karbonat angidrid bilan suvga aylanadi. Tabiatda azot aylanishida ham mikroorganizmlarning roli katta. Hayvonlar oʻziga zarur azotli birikmalarni oʻsimlik oqsillaridan hosil qiladi. Hayvon va oʻsimlik oqsillari Bakteriya taʼsirida minerallashib, avval ammiakka, keyin nitrit va nitratlarga aylanadi. Ammoniyli tuzlar ham, nitratlar ham yuksak oʻsimliklar uchun oziq boʻladi, ular shu tuzlardan foydalanib, oʻz tanasida oqsil hosil qiladi.","114","995","12.67","7.57","0.368","0.54"
"wikipedia","Anatomiya","https://uz.wikipedia.org/wiki/Anatomiya","1","Anatomiya (grekcha soʻzdan olingan boʻlib, kesish, kesib ochish degan maʼnolarini bildiradi) biologiyaning boʻlimi boʻlib, odam tanasining qismlarini va joylashishini organadi. Anatomiya ikki asosiy boʻlimdan iborat boʻlib, Umumiy Anatomiya va Histologiyadan iborat. Umumiy anatomiyada koʻz bilan koʻrib boladigan qismlar oʻrganilinadi va gistologiyada mikroskop bilan koʻrish kerak boʻlgan qismlar oʻrganilinadi. Umumiy anatomiya yana bir qancha boʻlimlarga boʻlingan: hayvon anatomiyasi, oʻsimlik anatomiyasi va odam anatomiyasi. Anatomiya — ayrim aʼzolar, sistemalar va butun organizmning shakli va tuzilishini oʻrganadigan fan; morfologiyaning bir qismi (qarang Hayvonlar morfologiyasi, Oʻsimliklar morfologiyasi). Anatomiya hayvonlar Anatomiyasi (zootomiya) va oʻsimliklar anatomiyasi (fitotomiya)ga boʻlinadi. Hayvonlar Anatomiyasidan odam Anatomiyasi (antropotomiya) ajratiladi. Odam va hayvonlar organizmi evolyutsiyasining asosiy bosqichlarini oʻrganadigan qiyosiy (solishtirma) Anatomiya ham bor. „A“ termini koʻproq odam Anatomiyasini ifodalash uchun ishlatiladi.","119","1074","13.22","7.76","0.319","0.54"
"gazeta.uz","Хонадонлар бироз қимматлади, ипотека эса ўсмоқда. Ўзбекистон уй-жой бозоридаги вазият қандай?","https://www.gazeta.uz/uz/2026/07/10/real-estate/","4","Январь-март ойларида қурилиш ишлари ҳажми 15,5 фоизга ўсди. Қурилишнинг умумий инвестициялар ҳажмидаги улуши ўтган йилги 7,4 фоиздан 10,8 фоизгача кўтарилди. Чорак якунида уй-жой сотилиши бўйича эълонлар сони ўтган йилги 125 мингтага қарши тахминан 118 мингтани ташкил этди. Хонадонлар доллар эквивалентида тезроқ қимматлашмоқда Фаолликнинг юқорилиги фонида уй-жой нархларининг ўсиши ўтган чоракка нисбатан тезлашди. Март ойида янги қурилган уйлардаги хонадонлар ўтган йилнинг мартига нисбатан доллар эквивалентида ўртача 8,1 фоизга, сўмда эса 1,8 фоизга қимматлашди. Иккиламчи бозорда эса ўсиш мос равишда 9,4 фоиз ва 3 фоизни ташкил этди. Марказий банк графиклари шуни кўрсатмоқдаки, 2024−2025 йиллардаги кескин секинлашишдан кейин, нархларнинг доллардаги ўсиши ўтган йилнинг иккинчи ярмидан бошлаб яна тезлаша бошлаган.","106","822","14.14","6.75","0.374","0.541"
"wikipedia","Aalst (Belgiya)","https://uz.wikipedia.org/wiki/Aalst_(Belgiya)","3","Yakshanba kuni shahar bo'ylab 70 ga yaqin ko'ngilochar va parad mashinalari bilan katta parad o'tadi.Bayram an'anaga ko'ra seshanba kuni kechqurun bo'lib o'tadi va ""Qo'g'irchoqning yonishi"" bilan yakunlanadi. So'nggi yillarda karnaval yahudiylarga nisbatan kamsituvchi tasvirlar qayta-qayta qo'llanilganligi sababli antisemitizmda ayblangan. Belgiya televideniyesi politsiya dramasi Aalstda suratga olingan. Belgiyaning “O‘rmon o‘g‘rilari” tarixiy dramasi Aalst va uning atrofida joylashgan. Daens filmi Aalstda bo'lib, u Adolf Daens haqida. Rejissyor Stijn Koninks hisoblanadi. Stijn Koninksning ""Niet Schieten"" filmi Aalstda suratga olingan va ommaga taqdim qilingan. Aalst temir yo'l stantsiyasi Aalst Kerrebroek temir yo'l stantsiyasi Erembodegem temir yo'l stantsiyasi Aalst bir nechta professional jamoalarga ega: Okapi Aalstar basketbol klubi Ikkinchi divizionda o'ynaydigan Eendracht Aalst futbol klubi. 1960-yillarda tashkil etilgan VK Aalst voleybol klubi birinchi divizionda o'ynaydi. MotoGP jamoasi Repsol Honda Belgiyaning Aalst shahrida joylashgan.","128","1062","12.0","6.86","0.477","0.541"
"wikipedia","Darvishbek Rahmonov","https://uz.wikipedia.org/wiki/Darvishbek_Rahmonov","5","Zal qorongʻilashib yana yorishadi. Odamlar bir zum tin oladi. Sahnada Darvishbek Rahmonov illyuzion chiqishlar koʻrsata boshlaydi. Uning moʻjizali qoʻllari har xil fokuslarni ijro etadi. Shundoq koʻz oʻngingizda moʻjiza sodir etiladi. Kichkina oppoq soqqalar uning yelkalari osha koʻkragi boʻylab dumalay boshlaydi. Koʻzbogʻlovchining qoʻllari bu soqqalarni qachon va qay holatda qoʻyib yuborganini koʻzingiz ilgʻamay qoladi. Keyingisi yanada hayratlanarli: sizning yoki yoningizdagi kishining sochlari orasidan, choʻntaklaridan, tugmalari ostidan gugurt choʻplarini va xuddi shu tarzda bir hovuch tangalarni terib oladi. Darvishbek illyuzion chiqishlarini shunday chaqqonlik, noziklik bilan bajaradiki, buni koʻrib haqiqiy sanʼat va mahorat egasiga tan berasiz. Darvishbek odamlar nigohini sehrlab gipnoz chiqishlarini ham namoyish etadi.","102","839","10.2","7.09","0.549","0.541"
"wikipedia","Erkin jism","https://uz.wikipedia.org/wiki/Erkin_jism","1","Erkin jism atamasi odatda fiziklar va muhandislar tomonidan ishlatiladigan tasviriy qurilma boʻlgan erkin tana diagrammasi harakati bilan bogʻliq. Shu nuqtai nazardan, dinamik yoki statik tahlil qilish uchun boshqa jismlardan ajratib olingan jism „erkin“ deb ataladi. Obyekt majburlanmagan maʼnoda „erkin“ boʻlishi shart emas va u muvozanat holatida boʻlishi yoki boʻlmasligi mumkin; aksincha, u joyida oʻrnatilmagan va shuning uchun u boshdan kechirishi mumkin boʻlgan kuchlar va momentlarga javoban harakat qilish uchun „erkin“. 1-rasmda chap tomonda yashil, qizil va koʻk vidjetlar bir-birining ustiga qoʻyilgan va baʼzi sabablarga koʻra qizil tsilindr qiziqarli boʻladi. (Masalan, u duchor boʻlgan stressni hisoblash kerak boʻlishi mumkin.) Oʻng tomonda qizil silindr erkin tanaga aylandi. 2-rasmda qiziqish qizil tsilindrning faqat chap yarmiga siljigan va endi u oʻngdagi boʻsh tanadir.","119","892","17.14","6.24","0.267","0.542"
"uza.uz","“Real” futbolchilari JCH tarixidagi yangi rekordni o‘rnatdi","https://uza.uz/uz/posts/real-futbolchilari-jch-tarixidagi-yangi-rekordni-ornatdi_881730","1","“Real” futbolchilari JCH tarixidagi yangi rekordni o‘rnatdi . Turnirning eng yaxshi to‘purari esa uning “Real”dagi jamoadoshi Kilian Mbappe bo‘lib, Fransiya terma jamoasi safida 8 ta gol muallifiga aylangan. Angliya terma jamoasi yarim himoyachisi Jud Bellingemning JCH–2026 chorak finalida Norvegiyaga qarshi (2:1) urgan goli Madridning “Real” klubi futbolchilari uchun turnirdagi 19-gol bo‘ldi. “Qirollik klubi” vakillari jahon chempionatlari tarixida bitta turnir davomida eng ko‘p gol urgan klub futbolchilari sifatida rekord o‘rnatdi. Bellingemning o‘zi ushbu mundialda 6 ta gol urishga muvaffaq bo‘ldi. Turnirning eng yaxshi to‘purari esa uning “Real”dagi jamoadoshi Kilian Mbappe bo‘lib, Fransiya terma jamoasi safida 8 ta gol muallifiga aylangan. Shu tariqa, jahon chempionatlari tarixida ilk bor bitta klub futbolchilari bir mundial davomida shuncha ko‘p gol urishga erishdi.","117","884","17.86","5.77","0.28","0.543"
"wikipedia","Buyrak","https://uz.wikipedia.org/wiki/Buyrak","9","Kichik kosachalarning shu qismiga nerv tolalari, qon va limfa tomirlar yaqin yotadi. Ularning hammasi birgalikda buyrakning fornikal apparatini hosil qiladi. Bu apparat buyrak naychalaridan kichik kosachalarga chiqayotgan siydikni miqdorini boshqarib, siydikni orqaga oqishiga qarshilik koʻrsatadi. Buyrak tashqi tomondan uch qavat parda: fibroz, yogʻ moddadan iborat va biriktiruvchi toʻqimali parda bilan oʻralgan. Fibroz parda (capsula fibrosa) buyrak toʻqimasidan oson ajraydi. Fibroz pardani ustidan yaxshi rivojlangan yogʻ moddadan iborat parda (capsula adiposa) qoplagan boʻlib, buyrak darvozasi orqali uning boʻshligʻiga kiradi. Bu parda buyrakning orqa tomonida yaxshi rivojlangan boʻlib, oʻziga xos yogʻ yostiqcha-buyrak orqa yogʻ tanasini (corpus adiposum pararenale) hosil qiladi. Yogʻ moddadan iborat pardani ustidan qoplagan buyrak fastsiyasi (fascia renalis) qorining orqa devoridagi mushak fastsiyasining davomi hisoblanadi.","115","940","14.5","6.92","0.345","0.543"
"wikipedia","Aliye Berger","https://uz.wikipedia.org/wiki/Aliye_Berger","1","Aliye Berger (1903-yil 24-dekabr — 1974-yil 9-avgust) — turk rassomi, oʻymakori va tasviriy sanʼat oʻqituvchisi. Berger Turkiya Respublikasining birinchi gravyura (grafik sanʼat turi) laridan biridir. Ekspressionistik gravyuralari va 1954-yilda Yapı Kredi Bankining rasm tanlovida gʻolib chiqqanligi bilan mashhur. Berger 1903-yil 24-dekabrda Turkiya jumhuriyatining Istanbul shahri Buyukada shaharchasida tugʻilgan. Ootasi Kabaagachli Shakir Pasha va onasi Giritli Sare Ismoil Xanim. Singlisi rassom Fehrelnissa Zeid va akasi muallif Jevat Shakir Kabaağachli boʻlgan. Berger dastlab Notre Dame de Sion litseyida oʻqiyotganda rasm va pianino darslarini oʻrgangan. 1947-yilda musiqa oʻqituvchisi Karl Bergerga turmushga chiqdi, ammo Berger olti oydan oʻtgach vafot etdi. Keyin Berger Londonga koʻchgan va u yerda rassom John Buckland-Wrightning ustozligi ostida gravyura va haykaltaroshlikni oʻrganishni boshladi. 1951-yilda Istanbulda ilk koʻrgazmasini oʻtkazdi.","118","962","11.8","6.66","0.517","0.544"
"wikipedia","Darvishbek Rahmonov","https://uz.wikipedia.org/wiki/Darvishbek_Rahmonov","7","Darvishbek polvon turmush oʻrtogʻi Masturaxon Valiyeva bilan toʻrt farzand va beshta nevarasini tarbiyalamoqda va sanʼat yoʻlida ularga ustozlik qilmoqda. Ot oʻrnini toy bosar deganlariday, Darvishbek Rahmonovning farzandlari Xurshid, Xulkaroy, Umidbek, Muxsinalar ""Qaldirgʻoch"" sirk jamoasining faol aʼzolari. Ular otasidan sirk sanʼati sirlarini oʻrganishib, bugungi kunda original sirk postanovkalarini qoʻyishmoqda. Oʻgʻli Umidbek yoshligidan sirkka qiziqib, besh yoshida jahonda eng yosh narvon ekvilibristi boʻlgan. U 6 yoshida respublika televizion tanlovining gʻolibi boʻlgan. Shuning uchun Rahmonovlar sirk sulolasidir. Shuhrat medali Oʻzbekiston Respublikasining Prezidenti Islom Karimovning 2002-yil 26-avgustdagi Farmoniga asosan. Butunittifoq koʻrik-tanlovlari sovrindori. 1986-yili Toshkent viloyati komsomol mukofoti laureati. Oʻzbekiston Respublikasi koʻrik-tanlovlarida 4 marta mutloq gʻolib, 2 marta ikkinchi oʻrinni egallashga muvaffaq boʻlgan.","108","963","10.7","7.65","0.477","0.544"
"wikipedia","Aylanadigan sferalar","https://uz.wikipedia.org/wiki/Aylanadigan_sferalar","7","Bu kuch ipning yoʻnalishi boʻylab ichkariga yoʻnaltiriladi va markazga tortuvchi kuch deb ataladi. Boshqa toʻp ham xuddi shunday talabga ega, lekin ipning qarama-qarshi uchida boʻlish uchun bir xil oʻlchamdagi, lekin yoʻnalish boʻyicha qarama-qarshi boʻlgan markazga yoʻnaltirilgan kuch talab qilinadi(2-rasmga qarang). Bu ikki kuch, shuningdek, 2-rasmda koʻrsatilgan, ipni kuchlanish ostida qoʻyib, ip bilan taʼminlanadi. Ipning oʻrta nuqtasida aylanadigan ramkani qabul qiling. Faraz qilaylik, ramka sharlar bilan bir xil burchak tezligida aylanadi, shuning uchun toʻplar bu aylanadigan ramkada harakatsiz koʻrinadi. Toʻplar harakat qilmayotganligi sababli, kuzatuvchilar ular dam olishda ekanligini aytishadi. Agar ular Nyutonning inertsiya qonunini qoʻllasalar, ular toʻplarga hech qanday kuch taʼsir qilmasligini aytishadi, shuning uchun ipni boʻshashtirish kerak.","107","869","15.71","6.7","0.309","0.545"
