text,text_simplified
"Darvozabon Thépot Argentinaga qarshi bahsga qadar jarohatdan tiklanishga ulgurdi. Biroq, 83-daqiqada Luis Monti tomonidan amalga oshirilgan jarima zarbasidan gol oʻtkazib yubordi va ushbu gol oʻyinda yagona boʻlib qoldi. Uchrashuv bosh hakami Gilberto de Almeida Rêgo oʻyinning asosiy vaqti yakunlanishiga 6 daqiqa qolganda bahs yakunlanganini bildiruvchi hushtagini chaldi. Bu qaror muxlislarga yoqmadi va ular maydonga yugurib chiqishdi. Maydonda yuzaga kelgan tartibsizlikni bartaraf etish uchun otliq politsiya yordamidan foydalanishga toʻgʻri keldi. Kiyinish xonasiga kirayotgan paytda fransuzlar ham hakamning qaroriga eʼtiroz bildirishdi va uni qolgan 6 daqiqani yakunlab qoʻyishga koʻndirishdi. O‘yin qolgan joyidan davom etdi va oxirigacha hisob oʻzgarmadi. Urugvayliklar raqiblarini olqishlar bilan kuzatib qoʻyishdi.","Darvozabon Thépot Argentinaga qarshi oʻyinga jarohatdan tuzalib chiqdi. 83-daqiqada Luis Monti jarima zarbasidan yagona golni urdi. Hakam vaqtidan 6 daqiqa oldin oʻyinni yakunladi, bu muxlislar noroziligiga sabab boʻlib, tartibsizlikni bostirish uchun otliq politsiya chaqirildi. Fransuzlarning eʼtirozidan soʻng qolgan vaqt oʻynaldi, ammo hisob oʻzgarmadi."
"Evtanaziya (yunoncha: ευ- „yaxshi“ + θάνατος „oʻlim“ baxtli, azobsiz oʻlim) – turli harakatlar yoki uskunalar bilan bemorning hayotini sunʼiy yoʻl bilan ushlab turgan qurilmalar ishini toʻxtatish orqali bemorning oʻz oʻlimini tezlatish haqidagi iltimosini qanoatlantirish. Koʻp hollarda evtanaziya bemorning iltimosiga koʻra amalga oshiriladi. Agar bemor ogʻir ahvolda boʻlsa uning yaqin qarindoshlari qaror chiqarishi mumkin. Evtanaziyaga koʻp davlatlarda ruxsat bor. Oʻzbekistonda evtanaziya qoʻllash taʼqiqlangan va bu mavzu haqida bahslar davom etmoqda. ""Evtanaziya"" atamasini birinchi boʻlib XVI asrda faylasuf Frensis Bekon tomonidan „oson oʻlim“ ni taʼriflash uchun ishlatilgan. Ikkinchi jahon urushidan oldin evtanaziya gʻoyasi bir qator Yevropa mamlakatlarida keng tarqalgan edi. Oʻsha paytda evtanaziya va evgenika Yevropa mamlakatlari tibbiy doiralarida mashhurlikka erishadi, ammo natsistlarning T-4 dasturi kabi dasturlari uzoq vaqt davomida bu gʻoyalarni obroʻsizlantirdi.","Evtanaziya — bemorning iltimosiga koʻra uning oʻlimini sunʼiy tezlatish. Bu koʻpincha bemorning oʻzi yoki ogʻir ahvolda boʻlsa yaqinlari qarori bilan amalga oshiriladi. Koʻp davlatlarda ruxsat etilgan, Oʻzbekistonda esa taʼqiqlangan. Atamani birinchi boʻlib faylasuf Frensis Bekon ishlatgan."
"Eng turli xil tizimlar dizayni / Millning oʻxshashlik usuli: Bu usul bir xil bogʻliq oʻzgaruvchiga ega boʻlgan juda xilma-xil holatlarni taqqoslashdan iborat boʻlib, barcha holatlarda mavjud boʻlgan boshqa holatlar mustaqil oʻzgaruvchi sifatida koʻrib chiqilishi mumkin. Asr boshidan beri qiyosiy siyosat boʻyicha koʻplab talabalar mamlakat ichidagi birliklarni solishtirdilar. Shu munosabat bilan, Richard O. Snayder „submilliy qiyosiy usul“ deb atagan narsa haqida munozaralar kuchaymoqda.","Millning oʻxshashlik usuli — turli holatlarni bir xil bogʻliq oʻzgaruvchi asosida taqqoslash usuli. Qiyosiy siyosatshunoslikda koʻplab tadqiqotchilar mamlakat ichidagi birliklarni ham shu tarzda solishtirishgan, buni Richard Snayder ""submilliy qiyosiy usul"" deb atagan."
"KZM (inglizcha: Kazakhstani money) – „Alliance Bank“ AJ tomonidan ishlab chiqilgan bòlib, 2011-yilning iyul oyida ishga tushirilgan. Qozogʻiston debet elektron to`lov tizimi yoki toʻlov tizimi. 2012-yilning boshi holatiga koʻra tizimda 300 mingdan ortiq foydalanuvchilar roʻyxatga olingan. Bu keng koʻlamli xizmatlar bilan taʼminlangan birinchi qozoq toʻlov tizimi sifatida qayd etilgan. Tizim uy-joy kommunal xizmatlari, televideniye, telefoniya va internet xizmatlari uchun toʻlovlarni amalga oshirish, ayrim internet-doʻkonlarda tovarlar uchun toʻlovlarni amalga oshirish, ayrim xorijiy toʻlov tizimlariga mablagʻlarni oʻtkazish imkonini beradi. Shuningdek, KZM foydalanuvchilari bir-birlariga pul oʻtkazishlari, tizimdan pul yechib olishlari mumkin. Barcha hisob-kitoblar amalga oshiriladi tenge, saytda siz Alliance Bank kursi boʻyicha hisob-kitoblarni rublga aylantirishingiz mumkin.","KZM — ""Alliance Bank"" tomonidan 2011-yilda ishga tushirilgan Qozogʻistonning elektron toʻlov tizimi. 2012-yil boshida unda 300 mingdan ortiq foydalanuvchi roʻyxatdan oʻtgan. Tizim orqali kommunal xizmatlar, internet, telefon uchun toʻlash, doʻkonlarda xarid qilish va pul oʻtkazish mumkin."
"U Zululandda qoramol va ot kasalligi (nagana) ishini tekshirish uchun tayinladi. 1894-yil 27-oktyabrda u rafiqasi (Mary Elizabeth) bilan kasallik eng koʻp tarqalgan Ubombo tepaligiga koʻchib oʻtadi. 1899-yilda Ikkinchi Bur urushi boshlanganda, xotini hamrohligida u Ladysmit qamalida (1899-yil 2-noyabrdan 1900-yil 28-fevralgacha) dala kasalxonasini boshqaradi. Urush davridagi xizmatlari uchun podpolkovnik unvonini olgan. 1899-yilda Bruce Edinburg universitetining terapevtika boʻyicha Kemeron mukofotiga sazovor boʻldi. 1900-yilda u harbiy lagerlarda dizenteriyani tekshiradigan armiya komissiyasiga qoʻshiladi va bir vaqtning oʻzida Qirollik jamiyatining uyqu kasalligi boʻyicha komissiyasida ham ishlaydi. Bruce 1902-yildan 1911-yilgacha armiya tibbiy xizmati maslahat kengashi a'zosi boʻlib xizmat qilgan. 1914-yilda u London Millbankdagi Qirollik armiyasi tibbiyot kollejining qoʻmondoni etib tayinlandi, 1919-yilda general-mayor lavozimini nafaqaga chiqqunga qadar egalladi.","U Zululandda mol va ot kasalligini tekshirish uchun 1894-yilda rafiqasi bilan Ubombo tepaligiga koʻchib oʻtdi. 1899-yilgi Bur urushida u dala kasalxonasini boshqarib, podpolkovnik unvonini oldi. 1900-yilda armiya dizenteriya komissiyasiga va Qirollik jamiyatining uyqu kasalligi komissiyasiga qoʻshildi. 1919-yilda general-mayor sifatida nafaqaga chiqdi."
"Ular ko'chib yurmaydilar, ob-havo yoki oziq-ovqat mavjudligi hamda naslchilik uchun oʻzgarishlarga javoban oʻz diapazonining ba'zi qismlarida qisqa masofaga harakat qilishadi. Bu yirik laylakning ogʻir sariq tumshugʻi bor, uchi pastga egilgan, bu esa uni ibisga oʻxshatadi. Voyaga etgan qushlarning boshi patsiz va toʻq sariq yoki qizgʻish rangga ega. Tumshugʻining uzun uchlari yorqin pushti rangga ega boʻlib, dam olishda ular orqa va dum qismigacha choʻziladi. Oq gulli belgilarga ega boʻlgan oʻziga xos qora koʻkrak bandi mavjud. Qora rang qanot ostidagi toʻsiqlargacha davom etadi va qora qoplamalarning oq uchlari unga qanot ostidagi astar boʻylab oq chiziqlar koʻrinishini beradi. Tananing qolgan qismi kattalarda oq rangga ega.","Bu laylaklar koʻchib yurmaydi, faqat ob-havo yoki oziq sabab qisqa masofaga koʻchadi. Ularning ogʻir sariq tumshugʻi ibisnikiga oʻxshaydi, boshi patsiz va qizgʻish, tumshugʻi uchi pushti rangda. Koʻkragida qora bant bor, tananing qolgan qismi oq rangda."
"Ektogenez (ekto... va ...genez) 1) biologiyada mexanistik yoʻnalish. Ektogenez tarafdorlari organizmlar rivojlanishini faqat tashqi sharoitning taʼsiri bilan tushuntirishga urinishadi. Ularning fikricha, tashqi muhit sharoiti taʼsirining samarasi nasldan naslga ortib boradi va evolyutsion jarayonning muayyan yoʻnalishda borishini belgilab beradi. Ektogenez oqimi tarafdorlari tabiatdagi qandaydir oldindan belgilab qoʻyilgan maqsadga muvofiqlikni tan olishadi. Mexanolamarkizm — asosiy ektogenetik yoʻnalish hisoblanadi. 2) embrionning sunʼiy oziq muhitida (organizmdan tashqarida) rivojlanishi.","Ektogenez — organizmlar rivojlanishini faqat tashqi muhit taʼsiri bilan izohlaydigan biologik yoʻnalish, shuningdek embrionning organizmdan tashqarida sunʼiy muhitda rivojlanishini ham anglatadi."
"Diplomatik yozishma - turli rasmiy xat-xabarlar va diplomatik tusdagi hujjatlar majmui. Davlatlar oʻrtasidagi munosabatlarni yuritish vositasi, davlat tashqi siyosiy va diplomatik faoliyatining asosiy shakllaridan biri. Davlatlar oʻrtasida yozishma tarzidagi muomala davlat, hukumat boshligʻi, tashqi ishlar idorasi, turli davlat va jamoat tashkilotlari hamda muassasalari yoki ularning boshliklari, diplomatik vakillar va ayrim diplomatlar nomidan yoʻlga qoʻyib turiladi. Maktublar, telegrammalar, xatlar, nota orqali yozishmalar, shuningdek, deklaratsiya, bayonot, chaqiriq, axborot agentlarining xabarlari Diplomatik yozishmalar turlari hisoblanadi. Diplomatik yozishmalarda xalqaro hayot va tashqi siyosat, davlatlararo ikki tomonlama yoki koʻp tomonlama munosabat masalalari yoritiladi. Mazkur hujjatlarni tayyorlash davlat va unga tegishli muassasalar diplomatik faoliyatining muhim sohasi sanaladi. Diplomatik yozishmalarni diplomatik kuryerlar ko'rsatilgan manzilga yetkazib beradi. my.gov.uz","Diplomatik yozishma — davlatlar oʻrtasidagi rasmiy xat-hujjatlar toʻplami boʻlib, tashqi siyosiy faoliyatning asosiy shakllaridan biri hisoblanadi. Unga maktub, telegramma, nota, deklaratsiya va bayonotlar kiradi. Bunday hujjatlar xalqaro va ikki tomonlama munosabatlar masalalarini yoritadi va diplomatik kuryerlar orqali yetkaziladi."
"Shunga koʻra, kasallik brutsellyoz deb nomlanadi. Bruce Janubiy Afrikaga koʻchirilganda, u mahalliy aholi nagana deb atagan hayvonlar kasalligi va Yevropaliklarda pashsha kasalligining tarqalishini tekshirish uchun Zululandga yuborilgan. 1894-yilda u rafiqasi bilan bu kasallik qoramol, eshak, ot va itlar orasida keng tarqalganligini aniqlaydi. Ular kasallangan hayvonlardan qon namunalarini yigʻishadi va tekshirishlar natijasida Bruce 1895-yilda oʻz hisobotida ta'riflaganidek, „gematozoon“ (qon parazitlari boʻlgan protozoalar) turi sifatida toʻgʻri aniqlagan parazitlarni topadi. Ugandada 1900-yildan boshlab uyqu kasalligi avj ola boshlagan. 1901-yilga kelib, oʻlim soni 20 000 ga yaqin boʻlgan holda ogʻirlashadi. Yigirma yil davom etgan epidemiyada 250 mingdan ortiq odam halok boʻlgan. Odatda „negro letargiya“ nomi bilan mashhur boʻlgan kasallikning pashsha kasalligi bilan bogʻliqligi bilinmagan.","Shu sabab kasallik brutsellyoz deb atalgan. Bruce Zululandda 1894-yilda hayvonlar kasalligini tekshirib, uni qoʻzgʻatuvchi parazitni topgan. Ugandada esa 1900-yildan uyqu kasalligi avj olib, 20 yil ichida 250 mingdan ortiq odam halok boʻlgan, ammo uning pashsha orqali yuqishi uzoq vaqt aniqlanmagan."
"Har bir uy majmuasi 10 ga yaqin xonadondan iborat boʻlib, ularda kichik oilalar istiqomat qilgan. Kichik oilaga 2—3 ta xona tegishli boʻlgan. O.da jami 70 tadan ortiq xonalar ochib oʻrganilgan. Uylarning devorlari 60— 80 sm balandliqsa saqlangan. Devorlar kvadrat shaklidagi xom gʻishtlardan va paxsadan barpo etilgan. Koʻpgina xonalarning devorlari loy suvoq ustidan oklangan. Ayrim xonalar loy suvoq ustidan ganch bilan suvalgan. Janubiy uy majmuasidagi bir xona oʻzining katta oʻlchamlari, devorlari qora va qizil ranglar bilan bezatilganligi bilan ajralib turadi. Bu xona qishloq ja-moasi oqsoqolining qabul xonasi boʻlgan deb taxmin qilinadi. O.da olib borilgan arxeologik tadqiqotlar davomida yuqori sifatli turli shakldagi bejirim sopol idishlar, temirdan yasalgan pichoq, oʻroq, oʻq-yoy nishlari, qoshiqlar, turli qimmatbaxr toshlardan yasalgan marjonlar, jez koʻzgular, shisha marjon va idishlar, tosh yergʻuchoq, tegirmontoshlar, urchuklar, fil suyagidan ishlangan soch toʻgʻnogʻichlari, ayol maʼbudalarning terrakotadan ishlangan haykalchalari, ot, suvoriy, yoʻlbars, sher, echki, qoʻy, maymun, kabutar kabilarning haykalchalari topilgan.","Har bir uy majmuasida taxminan 10 ta xonadon boʻlgan, jami 70 dan ortiq xona topilgan. Devorlar xom gʻishtdan qurilib, loy yoki ganch bilan suvalgan. Bir xona oʻzining kattaligi va rangli bezagi bilan ajralib, oqsoqol qabulxonasi boʻlgan deb taxmin qilinadi. Bu yerdan sopol idishlar, temir buyumlar, taqinchoqlar va turli hayvon haykalchalari topilgan."
"E. Frensis Bolduinning Baltimor va Ogayo temir yoʻl stantsiyalari ham gʻisht va yogʻochdan qurilgan uslubning tanish namunalaridir. Amerikalik qirolicha Annaning uylari toʻgʻridan-toʻgʻri, yumshoq gʻishtdan qurilgan boʻlib, ular kvadrat terakota panellarini oʻrab, ichki hovli va orqa uyga olib boradigan kamarli yon yoʻlak bilan qurilgan. Ularning tafsiloti koʻp jihatdan chiroyli tarzda joylashtirilgan derazalarga ishlov berish bilan chegaralanadi. Serlian naqshli uch qavatli derazalar va assimetrik tarzda koʻrsatilgan ikki qavatli oriel oynasi tez-tez tasvirlangan. 1885-yildan keyin Eastlake uslubidagi bezaklardan foydalanish „erkin klassik“ yoki "" Colonial Revival "" bezaklariga oʻtdi. Kichkinaroq va biroz soddaroq uylar ham Qirolicha Anna uslubida boʻlishi mumkin. Xarrison uyi 1904-yilda Jorjiya shtatining Neshvill qishlogʻida qurilgan.","Qirolicha Anna uslubidagi uylar yumshoq gʻishtdan qurilib, chiroyli deraza va uch qavatli oynalar bilan bezatilgan. 1885-yildan keyin bu uslub ""erkin klassik"" bezakka almashgan. Xarrison uyi 1904-yilda Jorjiyada qurilgan."
"U Ugandada inson uyqu kasalligi epidemiyasini oʻrgangan. Qirollik jamiyati tomonidan uyushtirilgan ikkinchi va uchinchi uyqu kasalligi boʻyicha komissiya boshqaruvchisi sifatida ish olib borgan va u yerda tsetse pashshasi inson va hayvonlarda ushbu kasalliklarining tashuvchisi (vektori) ekanligini aniqlagan. Brucella va u keltirib chiqaradigan kasallik brutsellyoz protozoa bilan birga olimning sharafiga Trypanosoma brucei deb nomlangan. Bruce Avstraliyaning Melburn shahrida shotlandiyalik muhandis David Bruce (Airthdan) va uning rafiqasi Jane Russell Hamilton (Stirlingdan) oilasida tugʻilgan. Ular 1850-yilda shoshilinch ravishda Avstraliyaga koʻchib oʻtishgan. U yolgʻiz farzand boʻgan, besh yoshida oilasi bilan Shotlandiyaga qaytib kelgan. Ular Stirlingdagi 1-Viktoriya maydonida yashashgan. Bruce Stirling oʻrta maktabida tahsil olgan va 1869-yilda Manchesterda shogirdlikni boshlagan.","U Ugandada uyqu kasalligini oʻrganib, tsetse pashshasi uning tashuvchisi ekanini aniqladi. Kasallikni qoʻzgʻatuvchi bakteriya olim sharafiga Trypanosoma brucei deb atalgan. Bruce Avstraliyada tugʻilib, besh yoshida oilasi bilan Shotlandiyaga qaytgan va u yerda taʼlim olgan."
"10 Gigabit Internet ( 10GE , 10GbE yoki 10 GigE ) - Internet maʼlumotlarini soniyasiga 10 gigabit tezlikda yuklash imkonini beruvchi kompyuter tarmoq texnologiyalari guruhidir . Birinchi marta IEEE 802.3ae-2002 da belgilangan. Oldingi Internet standartlaridan farqli ravishda 10 Gigabitli tarmoqlar faqat odatda tarmoq qidiruvlariga ulanadigan to'liq ikki qurilma orasidagi aloqani belgilaydi. Yangi avlod internet standartlarida, jumladan, 10 Gigabit Internet (10GbE) texnologiyasida, ilgari ishlatilgan birgalikda foydalaniladigan tarmoq tuzilmalari va CSMA/CD algoritmi qo‘llanilmaydi. Bundan tashqari, 10GbE faqat to‘liq dupleksda ishlaydi — ya’ni ma’lumotlar ikki tomonga bir vaqtda uzatiladi — va u eski tipdagi takrorlovchi qurilmalar (hublar) bilan ishlamaydi. 10-Gigabit Internet standartlari turli ulanishlar (PHY) ilovalarini tavsiflaydi.","10 Gigabit Internet — maʼlumotlarni soniyasiga 10 gigabit tezlikda uzatuvchi tarmoq texnologiyasi, birinchi marta 2002-yilda standartlashtirilgan. U eski tarmoq usullaridan farqli, faqat toʻliq dupleks rejimda ishlaydi va eski hub qurilmalari bilan mos kelmaydi."
"Biroq, kiritilgan birinchi goldan soʻng tribunalar tarafdan oʻq ovozlari eshitilgan. Shahardagi notinch vaziyatga qaramay finalni boshqarib borishga rozi boʻlgan yagona hakam belgiyalik John Langenus edi va u finalga bosh hakam etib tayinlandi. Uchrashuvga bir necha daqiqa qolganda finalda foydalaniladigan toʻp borasida bahs boshlandi. Ikkala jamoa ham toʻp taqdim etganligi uchun final bahsi qaysi toʻpda oʻynalishi aniq emas edi. Langenus tanga tashlab, qurʼa boʻyicha birinchi boʻlimni Argentina jamoasi xohlagan toʻp bilan, ikkinchi boʻlimni esa urugvayliklar xohlagan toʻp bilan oʻtkazishga qaror qildi. Urugvayliklar boshlangʻich tarkibda bitta oʻzgarishni amalga oshirishdi: yarim finalda oʻynagan Anselmo oʻrnida Hector Castro finalni asosiy tarkibda boshladi. Urugvayliklar Pablo Doradoning pastki oʻng burchakka yoʻllagan zarbasidan soʻng hisobni ochishdi.","Birinchi goldan soʻng tribunadan oʻq ovozi eshitilgan. Notinch vaziyatga qaramay, belgiyalik hakam Jon Langenus finalni boshqarishga rozi boʻldi. Toʻp masalasida ikki jamoa kelisha olmagach, hakam tanga tashlab, har bir boʻlimda boshqa toʻp ishlatishga qaror qildi. Urugvaylik Pablo Dorado hisobni ochdi."
"Bu jamiyat Rossiyadagi sovet rejimiga qarshi kurashdi. Muhojirlikda xotiralar, tarixiy asarlar (""Kornilov ishi"", ""Gatchina"", ""Yiroqsan"" va boshqalar) yozdi.",Bu jamiyat Rossiyadagi sovet rejimiga qarshi kurashdi. Muhojirlikda u xotiralar va tarixiy asarlar yozgan.
"U umumlashtirilgan koordinatalar bilan tasvirlangan diskret zarralar tizimi uchun Lagranj funksiyasining maydon analogidir. Har bir umumlashtirilgan koordinata mos keladigan umumiy impulsga ega boʻlgan Gamilton mexanikasida boʻlgani kabi, φ(x, t) maydoni Lagranj zichligining vaqt hosilasiga nisbatan qisman hosilasi sifatida aniqlangan π(x, t) ko‘paytma impuls maydoniga ega: π = ∂ L ∂ ϕ ˙ , ϕ ˙ ≡ ∂ ϕ ∂ t , {\displaystyle \pi ={\frac {\partial {\mathcal {L}}}{\partial {\dot {\phi }}}}\,,\quad {\dot {\phi }}\equiv {\frac {\partial \phi }{\partial t}}\,,} bunda ortiqcha nuqta jami vaqt hosilasi d/dt emas, balki vaqt hosilasi ∂/∂t ni bildiradi. Koʻpgina φi(x, t) va ularning koʻpaytmalari πi(x, t) uchun Gamilton zichligi ularning barchasiga bogʻliq: H ( ϕ 1 , ϕ 2 , … , π 1 , π 2 , … , x , t ) = ∑ i ϕ i ˙ π i − L ( ϕ 1 , ϕ 2 , … ∇ ϕ 1 , ∇ ϕ 2 , … , ∂ ϕ 1 / ∂ t , ∂ ϕ 2 / ∂ t , … , x , t ) . {\displaystyle {\mathcal {H}}(\phi _{1},\phi _{2},\ldots ,\pi _{1},\pi _{2},\ldots ,\mathbf {x} ,t)=\sum _{i}{\dot {\phi _{i}}}\pi _{i}-{\mathcal {L}}(\phi _{1},\phi _{2},\ldots \nabla \phi _{1},\nabla \phi _{2},\ldots ,\partial \phi _{1}/\partial t,\partial \phi _{2}/\partial t,\ldots ,\mathbf {x} ,t)\,.} bu yerda har bir koʻpaytma maydon oʻz maydoniga nisbatan aniqlanadi, π i ( x , t ) = ∂ L ∂ ϕ ˙ i . {\displaystyle \pi _{i}(\mathbf {x} ,t)={\frac {\partial {\mathcal {L}}}{\partial {\dot {\phi }}_{i}}}\,.} Umuman olganda, har qanday sonli maydonlar uchun Gamilton zichligining hajm integrali Gamiltonianni uchta fazoviy oʻlchovda beradi: H = ∫ H d 3 x . {\displaystyle H=\int {\mathcal {H}}\ d^{3}x\,.} Gamilton zichligi fazoviy hajm birligi uchun Gamiltonian hisoblanadi.","Gamilton zichligi — diskret zarralar tizimidagi Lagranj funksiyasining maydon uchun analogi boʻlib, u maydon va uning ""koʻpaytma impulsi"" orqali ifodalanadi. Butun fazo boʻyicha integrallash umumiy Gamiltonianni beradi."
"Jonathan Swift (talaffuzi: Jonatan Svift) (30-noyabr 1667 — 19-oktyabr 1745) — ingliz/irland yozuvchisi, shoiri va satirachisi. Swift ingliz asrining eng yuksak namoyondalaridan hisoblanadi. Swiftning shoh asari ilk bor 1726-yilda chop etilgan „Gulliverning sayohatlari“ romanidir. Bu asar dunyoning koʻp tilariga, shu jumladan oʻzbek tiliga tarjima qilingan. Romanni koʻpchilik bollar uchun yozilgan deb oʻylaydi. Ammo „Gulliverning sayohatlari“ aslida insoniyat haqida satirladir. Jonathan Swift ilk asarlarini M.B. Drapier, Lemuel Gulliver, Isaac Bickerstaff kabi turli taxalluslar ostida yozgan. Baʼzi asarlarida esa ismini koʻrsatmagan. Jonathan Swift satiralarida siyosat, adabiyot va inson jamiyatiga oid mavzular haqida yozgan. Swift 1682—1688-yillarda Dublin universitetining Triniti kollejida tahsil koʻrgan. Ilk asarlari — „Vilyam Senkroftga qasida“ (1690) va „Kongrivga qasida“ (1693). „Kitoblar jangi“ (1697) pamfletining davomi „Bochka haqida ertak“ hajviyasi (1704)da katolik, anglikan va puritan cherkovlari orasidagi kurash parodiya ruhida tasvirlangan. „Movutchining xatlari“ (1723—24) va „Kamtarin taklif“ (1729) pamfletlarida irland xalqi boshidan kechirayotgan zulm qoralangan. „Dunyoviy suhbatchilar“ (1738), „Malaylarga oʻgitlar“ (1745) kabi hajviyalari ham bor.","Jonathan Swift (1667-1745) — ingliz-irland yozuvchi va satirik, ingliz adabiyotining yirik namoyandalaridan biri. Uning mashhur asari — 1726-yilda chop etilgan ""Gulliverning sayohatlari"" romani boʻlib, u koʻpincha bolalar uchun deb oʻylansa-da, aslida insoniyat haqidagi satiradir. Swift turli taxalluslar bilan yozgan, siyosat va jamiyat mavzularida koʻplab pamfletlar va hajviyalar yaratgan, jumladan Irland xalqi zulmini qoralagan asarlar ham bor."
"Mirzo Muhammad Haydar (Muhammad Haydar Dugʻlot"";"" 1499, Toshkent — 1551, Kashmir) — tarixchi, davlat arbobi. Muhammad Husayn koʻragonning oʻgʻli, onasi Xub Nigorxonim Yunusxonning kichik qizi, Boburning onasi — Qutlugʻ Nigorxonimning singlisi edi. 1508—1509-yillarda Shayboniyxon buyrugʻi bilan otasi qatl qilingach, yosh Muhammad Haydarning hayoti xavf ostida qoladi. Muhammad Husaynning ishonchli kishilaridan biri Mavlono Muhammad koʻp qiyinchiliklar bilan Muhammad Haydarni Buxorodan Badaxshonga olib qochadi. 1509-yil Qobulga — Bobur saroyiga olib keladi. Bobur unga yuksak ehtirom koʻrsatadi. Mirzo Haydarning yozishicha, Bobur unga ota oʻrnida otalik qiladi. 3 yildan soʻng Mirzo Haydar Andijonga — Sulton Saʼidxon huzuriga ketadi va xonning oxirgi kunigacha u bilan birga boʻladi. 1514-yil Qashqarda Sulton Saʼidxon hokimiyati oʻrnatilgach, Mirzo Haydar u bilan birga Qashqarga keladi.","Mirzo Muhammad Haydar (1499-1551) — tarixchi va davlat arbobi, Boburning qarindoshi. Otasi qatl etilgach, u Bobur saroyiga olib kelingan va u yerda otalik mehri koʻrgan. Keyin Sulton Saʼidxon huzuriga borib, uning oxirigacha xizmatida boʻlgan va u bilan birga Qashqarga kelgan."
"DNSSEC kengaytiriladigan qilib ishlab chiqilgan boʻlib, mavjud algoritmlarga qarshi hujumlar aniqlanganda, yangilari orqaga qarab mos ravishda kiritilishi mumkin. Quyidagi jadvalda 2013-yil aprel holatiga koʻra eng koʻp ishlatiladigan xavfsizlik algoritmlari aniqlangan.","DNSSEC kengaytiriladigan tarzda ishlab chiqilgan boʻlib, eski algoritmlarga hujum aniqlansa, yangi algoritmlar qoʻshilishi mumkin."
"Jasadlarning taloqidan u mikrokokk bakteriyasini topgan va bu haqida quyidagi fikrlarni bildirgan:Ushbu koloniyalarning biridan olingan qism sterillangan suv tomchisiga solinganda va yuqori quvvat (mikroskop) ostida tekshirilganda, son-sanoqsiz mayda mikrokokklar koʻrinadi. Ular juda faol va raqsga tushayotgandek harakatlanib qoida tariqasida yakka, ba'zan juft boʻlib, kamdan-kam hollarda qisqa zanjirlarda koʻrinishadi.Brucening yordamchisi, jarroh kapitan Matthew Louis Hughes kasallikni „toʻlqinli isitma“ va keltirib chiqaruvchisini micrccoccus melitensis bakteriyasi deb atagan. Infeksion manbai aniq emas edi, Hughes uni tuproqdan va havodan yutilgan deb hisoblaydi. Bruce 1887-yilda „Amaliyotchi“ kitobida ushbu kashfiyot haqida xulosalarini yozib qoldirgan. Micrococcus jinsi Bruce sharafiga Brucella deb oʻzgartirildi va haqiqiy nom sifatida qabul qilindi.","Bruce jasaddan mikrokokk bakteriyasini topib, uni mikroskopda kuzatgan. Uning yordamchisi Metyu Xyuz kasallikni ""toʻlqinsimon isitma"" deb, uni keltirib chiqaruvchi bakteriyani esa micrococcus melitensis deb atagan. Bruce bu haqda 1887-yilda yozgan, keyinchalik bakteriya turi olim sharafiga Brucella deb oʻzgartirilgan."
"General-mayor Ser David Bruce (1855-yil 29-may — 1931-yil 27-noyabr) Avstraliyada tugʻilgan ingliz patolog va mikrobiologi boʻlib, tropik tibbiyotga hissa qoʻshgan. 1887-yilda u hozir Brucella deb ataladigan Malta isitmasi bakteriyani topdi. 1894-yilda u Trypanosoma brucei nomli oddiy parazitni nagana kasalligining (hayvonlarning tripanosomiazi) qoʻzgʻatuvchisi sifatida aniqlaydi. Armiya Tibbiyot Xizmati va Qirollik Armiyasi Tibbiyot Korpusida ishlagan Brucening asosiy ilmiy hamkori uning mikrobiolog rafiqasi Mary Elizabeth Bruce boʻlib, u bilan birga oʻzining 172 ta maqolasidan oʻttizga yaqin texnik maqolalarini nashr etgan. 1886-yilda u Malta isitmasi deb nomlangan kasallikni tekshirish boʻyicha komissiya raisi boʻlib, u sabab ma'lum bir bakteriyani aniqlaydi. Keyinchalik, rafiqasi bilan birga Zululandda nagana deb nomlangan hayvonlar kasalligining tarqalishini tekshirdi va buni keltirib chiqaruvchi protozoa parazitini topdi.","General-mayor Devid Bryus (1855-1931) — Avstraliyada tugʻilgan ingliz patolog va mikrobiolog. 1887-yilda u Malta isitmasini keltirib chiqaruvchi Brucella bakteriyasini, 1894-yilda esa nagana kasalligini qoʻzgʻatuvchi Trypanosoma brucei parazitini topdi. Uning asosiy hamkori rafiqasi Meri Elizabet Bryus boʻlgan."
