text,text_simplified
"Misol „erkin tana“ atamasining kontekstga sezgirligini koʻrsatadi. Silindr erkin jismning bir qismi boʻlishi mumkin, u oʻz-oʻzidan erkin jism boʻlishi mumkin va u qismlardan iborat boʻlganligi sababli, bu qismlarning har biri oʻz-oʻzidan erkin tana boʻlishi mumkin. Eʼtibor bering, 1 va 2-rasm hali erkin tana diagrammasi emas. Toʻldirilgan erkin jism diagrammasida erkin jism unga taʼsir qiluvchi kuchlar bilan koʻrsatilgan. Erkin jismni erkin tushadigan jismdan ham farqlash kerak. Nyuton fizikasida oxirgi atama boshqa barcha kuchlar nolga teng boʻlgan sof tortishish taʼsiriga tushadigan jismni anglatadi. Eynshteynning umumiy nisbiylik nazariyasida tortishish fazo -vaqt egriligiga aylanadi, erkin tushayotgan jism hech qanday kuchga boʻysunmaydi va geodeziya boʻylab harakatlanuvchi jismdir.","""Erkin tana"" atamasi kontekstga bogʻliq boʻlib, bir butun jism ham, uning har bir qismi ham alohida erkin tana sifatida qaralishi mumkin. Erkin jism diagrammasida unga taʼsir qiluvchi barcha kuchlar koʻrsatiladi. Nyuton fizikasida erkin tushayotgan jism faqat tortishish kuchi taʼsirida boʻladi, Eynshteyn nazariyasida esa u fazo-vaqt egriligi boʻylab, hech qanday kuchsiz harakatlanadi."
"Sitologik tadqiqotlar tufayli irsiyatning moddiy asosi hisoblangan xromosomalar mavjudligi, ular soni har bir turning barcha individlari uchun bir xil boʻlishi aniqlandi. Genetika tarixida amerikalik genetik Thomas Hunt Morgan (1911) va uning xodimlari (K. Brijes, Alfred Sturtevant va Gregor Meller) tomonidan asoslab berilgan irsiyatning xromosoma nazariyasi alohida oʻrin tutadi. Bu nazariyaning ochilishida Morgan va xodimlarining jins genetikasi va belgilarning jins bilan bogʻliq holda hamda ularning birikkan holda irsiylanishini oʻrganish natijalari katta ahamiyat kasb etdi. Mazkur nazariyaga binoan organizmlar belgi va xususiyatlarining irsiylanishi irsiyat birligi — genlar orqali amalga oshadi;"" genlar xromosomalarda koʻp miqdorda hamda tegishli tarkibda chiziq-chiziq boʻlib joylashadi. Bitta xromosomada joylashgan genlar birgalikda irsiylanadi va ular birikkan genlar deb ataladi.""","Sitologik tadqiqotlar xromosomalarning irsiyat asosi ekanligini va ularning soni har bir turda bir xil boʻlishini aniqladi. Amerikalik olim Tomas Morgan va uning hamkorlari 1911-yilda irsiyatning xromosoma nazariyasini yaratgan. Bu nazariyaga koʻra, belgilar genlar orqali irsiylanadi, genlar esa xromosomalarda tartib bilan joylashadi. Bitta xromosomadagi genlar birga irsiylanib, birikkan genlar deb ataladi."
"Fosfolipidlar, fosfatidlar — murakkab lipidlar, molekulalarida fosfat kislota qoldiqlari boʻladi. Fosfolipid tarkibiga glitserin, yogʻ kislotalari, aldegidlar va azotli birikmalar (xolin, etanolamin, serii) kiradi. Glitserofosfatidlar [fosfatidilxolin (letsitin), fosfatidiletanolamin (kefalin), fosfatidilserin, fosfatidilinozit, kardiolipin] va fosfosfingolipidlar — fingomiyelinlar Fosfolipidning muhim vakillari. Fosfolipid tabiatda keng tarqalgan. Asosiy struktura komponentlari sifatida hayvonlar, oʻsimliklar va mikroorganizmlar xujayra membranalari tarkibiga kiradi. Oqsillar bilan lipoprotein komplekslar hosil qiladi. Fosfolipid dan tashqari fosfonolipidl a r ham maʼlum, bularda fosfor atomi azot asosiga (xolin va etanolaminga) R—S kovalent bogʻ orqali birikkan. Bu birikmalar mollyuskalar va bakteriyalarda topilgan.","Fosfolipidlar — tarkibida fosfat kislota qoldigʻi boʻlgan murakkab lipidlar boʻlib, glitserin, yogʻ kislotalari va azotli birikmalardan iborat. Ular hayvon, oʻsimlik va mikroorganizmlarning hujayra membranasi tarkibiga kiradi hamda oqsillar bilan lipoprotein komplekslar hosil qiladi. Shunga oʻxshash fosfonolipidlar mollyuska va bakteriyalarda uchraydi."
"U oʻz davri uchun hayratlanarli darajada xolis yozuvchi edi. Turli xalqlarning urf-odatlari va eʼtiqodlari, uning ilmiy ob’ektivligi XI asr boshlarida Hindistonni ajoyib tasvirlagani uchun unga al-Ustad („Ustoz“) unvonini berdi. 1030-yilda Mahmud Gʻaznaviy vafot etdi va uning oʻrniga oʻgʻli Masʼud taxtga chiqdi. Masʼud Beruniyga koʻp iltifotlar koʻrsatdi. Shu sababli, Beruniy oʻzining shoh asarini Masʼudga bagʻishlab „Qonuni Masʼudiy“ deb atadi. Bu asar asosan astronomiyaga oid boʻlsa ham Beruniyning matematikaga oid, yaʼni trigonometriya va sferik trigonometriyada qilgan anchagina kashfiyotlari shu asarda bayon etilgan. Beruniyning matematikaga va fanning boshqa sohalariga qoʻshgan hissasini yozib qoldirgan 100 dan ortiq asaridan ham koʻrish mumkin. Ulardan eng yiriklari — „Hindiston“, „Yodgorliklar“, „Qonuni Masʼudiy“, „Geodeziya“, „Mineralogiya“ va „Astronomiya“.","Beruniy oʻz davri uchun juda xolis yozuvchi boʻlgan, shu sabab unga ""al-Ustad"" unvoni berilgan. 1030-yilda Mahmud Gʻaznaviy vafotidan soʻng taxtga oʻgʻli Masʼud chiqqan va Beruniyga iltifot koʻrsatgan, shu sabab Beruniy unga bagʻishlab ""Qonuni Masʼudiy"" asarini yozgan. Bu asosan astronomiyaga oid boʻlib, unda matematika va trigonometriyadagi kashfiyotlari ham bayon etilgan. Beruniy 100 dan ortiq asar yozgan, ulardan eng yiriklari ""Hindiston"", ""Yodgorliklar"", ""Qonuni Masʼudiy"" va ""Geodeziya""."
"Neft va gaz quduqlarini burgʻulash Neft, gaz va gaz kondensat konlarini oʻzlashtirish Geologik va geofizik qidiruv texnologiyalari Quvur transporti tizimlarini loyihalash, qurish va ulardan foydalanish Neft va gaz iqtisodiyoti Matematika va informatika Fizika, elektrotexnika va issiqlik texnikasi Umumiy kimyo va neft va gaz kimyosi Umumiy kasbiy fanlar Xorijiy tillar Ijtimoiy-gumanitar fanlar Jismoniy tarbiya va sport Dekanat Idora Kadrlar boʻlimi Monitoring va ichki nazorat sektori Taʼlim sifatini nazorat qilish boshqarmasi Buyurtmalar portfelini yigʻish, bitiruvchilarni ishga taqsimlash va monitoring boʻlimi „Maʼnaviyat m maʼrifat“ va yoshlar bilan ishlash boʻlimi Ilmiy tadqiqot va ilmiy-pedagogik kadrlar tayyorlash sektori Axborot resurs markazi Raqamli taʼlim texnologiyalari markazi Moliya-iqtisodiyot boʻlimi Buxgalteriya hisobi Operatsion-texnik va iqtisodiy boʻlim Kasaba uyushmasi qoʻmitasi Mashgʻulot kurslari Asosiy oʻquv markazi Rossiyaning rus tili, madaniyati va tarixi markazi Hududiy tayyorgarlik boʻlimi (Qarshi) I.","Bu matn universitet boʻlim va kafedralarining roʻyxati boʻlib (burgʻulash, geologiya, kimyo, iqtisodiyot va boshqa yoʻnalishlar hamda maʼmuriy boʻlimlar), aniq mazmunli maʼlumot bermaydi."
"Stress tensor komponentlari va deformatsiya tensor komponentlari oʻrtasidagi termodinamik aloqani qayd etib: σ i j = ( ∂ f ∂ ε i j ) T , Bu yerda T pastki belgisi haroratning doimiyligini bildiradi, u holda biz Guk qonuni oʻrinli boʻlsa, elastik energiya zichligini quyidagicha yozishimiz mumkinligini aniqlaymiz. f = 1 2 ε i j σ i j . Ommaviy materiya turli yoʻllar bilan buzilishi mumkin: choʻzish, kesish, egilish, burish va boshqalar. Har bir buzilish turi deformatsiyalangan materialning elastik energiyasiga hissa qoʻshadi. Ortogonal koordinatalarda deformatsiyadan kelib chiqadigan hajm birligiga toʻgʻri keladigan elastik energiya shunday hissalar yigʻindisidir: U = 1 2 C i j k l ε i j ε k l , bu yerda C i j k l 4- darajali tensor boʻlib, elastik tensor yoki qattiqlik tenzori deb ataladi, bu mexanik tizimlarning elastik modullarining umumlashtirilishi va ε i j deformatsiya tenzoridir (Eynshteyn yigʻindisi yozuvi takrorlangan indekslar ustidan yigʻindini bildirish uchun ishlatilgan).","Bu qism kuchlanish va deformatsiya tensorlari orasidagi termodinamik bogʻlanishni koʻrsatadi. Guk qonuniga koʻra, materialning elastik energiyasi deformatsiya va kuchlanish tensorlari koʻpaytmasi orqali hisoblanadi, bu formula moddaning choʻzilish, kesilish, egilish kabi turli buzilishlaridagi energiyani umumlashtiradi."
"Goldbax muammosi — sonlar nazariyasining hali toʻla yechimini topmagan muammolaridan biri. X.Goldbax 1742-yil 7-iyunda L.Eylerga yozgan xatida „Menimcha har qanday n > 5 natural son uchta tub son yigʻindisidan iborat“ degan fikrni bayon qilgan. Eyler oʻzining javob xatida: „Har qanday n > 2 juft son ikkita tub son yigʻindisidan iboratligiga aminman, lekin afsuski, juda koʻp uringan boʻlsamda, men buni isbot qilolmayapman“ deb yozgan. Bu gipotezalar birgalikda Goldbax-Eyler gipotezalari yoki Goldbax-Eyler muammosi deb yuritiladi. Agar Goldbax gipotezasini juft sonlar va toq sonlar uchun alohida yozilsa, u holda Goldbax-Eyler gipotezalarini quyidagicha bayon qilish mumkin: Goldbaxning kuchli binar gipotezasi (yoki Eyler gipotezasi): „Har qanday n > 2 juft son ikkita tub son yigʻindisidan iborat“.","Goldbax muammosi — sonlar nazariyasidagi hali yechilmagan muammo. 1742-yilda Goldbax Eylerga xat yozib, har qanday 5 dan katta natural son uch tub sonning yigʻindisi ekanligini taxmin qilgan. Eyler esa har qanday 2 dan katta juft son ikki tub sonning yigʻindisi degan gipotezani aytgan, ammo buni isbotlay olmagan. Bu ikkala taxmin birgalikda Goldbax-Eyler gipotezasi deb ataladi."
"Irsiylanishning bu xili birikkan holda irsiylanish deyiladi. Birikkan genlarning irsiylanishi Mendelning uchinchi qonuniga mos kelmaydi. Bitta xromosomada joylashgan genlarning birikkan holda irsiylanishi haqidagi Morgan kashf etgan qonuniyat genetikaning toʻrtinchi fundamental qonuni hisoblanadi. Biroq birikkan holda irsiylanish mutlaq boʻlmasdan, bir qancha hollarda avlodda ota-ona belgilariga nisbatan ajralish roʻy beradi. Bu hodisa gomologik xromosomalarning chalkashuvi (krossingover), yaʼni ikkita xromosoma ayrim qismlarining oʻzaro oʻrin almashinishi natijasida sodir boʻladi. Bu sohadagi ilmiy tadqiqotlar tufayli xromosomalarda genlarning joylashish tartiblari aniqlandi, yaʼni xromosomalarning genetik haritalari tuzildi. Morgan va xodimlarining tadqiqotlari genetikaning bir tarmogʻi boʻlgan sitogenetikaning paydo boʻlishiga asos soldi. Genlarning tuzilishi va faoliyatining molekulyar asoslarini kimyoviy, fizik, kibernetik metodlar va matematik modellashtirish orqali tadqiq qilish molekulyar genetikaning rivojlanishiga olib keldi.","Bitta xromosomadagi genlarning birga irsiylanishi ""birikkan irsiylanish"" deb ataladi va bu Morgan kashf etgan genetikaning toʻrtinchi qonuni hisoblanadi. Bu bogʻlanish mutlaq emas — xromosomalarning qismlari almashinishi (krossingover) natijasida genlar ajralishi mumkin. Shu tadqiqotlar orqali genlarning xromosomadagi joylashish tartibi — genetik xaritalar tuzilgan, bu esa sitogenetika va molekulyar genetika fanlarining rivojlanishiga olib kelgan."
"Elastik energiya — bu material yoki jismoniy tizim konfiguratsiyasida saqlanadigan mexanik potentsial energiya, chunki u bajarilgan ish tufayli elastik deformatsiyaga uchraydi. Elastik energiya jismlar doimiy ravishda siqilgan, choʻzilgan yoki umuman deformatsiyalanganida paydo boʻladi. Elastiklik nazariyasi birinchi navbatda qattiq jismlar va materiallar mexanikasi uchun formalizmlarni ishlab chiqadi. (Eʼtibor bering, choʻzilgan kauchuk tasma tomonidan bajarilgan ish elastik energiyaga misol emas. Bu entropik elastiklikning namunasidir) Elastik potentsial energiya tenglamasi mexanik muvozanat pozitsiyalarini hisoblashda qoʻllanadi. Energiya potentsialdir, chunki u obyekt egiluvchanligi bilan asl shakliga (islohotga) qaytishga ruxsat berilganda, kinetik energiya va tovush energiyasi kabi energiyaning boshqa shakllariga aylanadi. U = 1 2 k Δ x 2 Elastiklikning mohiyati qaytuvchanlikdir.","Elastik energiya — jism deformatsiyalanganda (siqilganda, choʻzilganda) unda saqlanadigan mexanik potentsial energiya. U jism asl shakliga qaytganda boshqa energiya turlariga aylanadi. Elastiklikning asosiy xususiyati — qaytuvchanlik."
"F a ⋅ x = F a x . Har bir cheksiz kichik joy oʻzgartirish dx uchun, qoʻllanadigan kuch oddiygina kx boʻladi va bularning mahsuloti energiyaning bahorga cheksiz kichik oʻtkazilishidir dU . Nol siljishdan oxirgi uzunlik L gacha boʻlgan prujinaga joylashtirilgan umumiy elastik energiya demak, integraldir. U ∫ 0 L − L o k x d x 1 2 k ( L − L o ) 2 Yang modulli material uchun, Y (elastiklik moduli bilan bir xil l), koʻndalang kesim maydoni, A0, boshlangʻich uzunlik, Δ l uzunlikka choʻzilgan l0 : U e ∫ Y A 0 Δ l l 0 d ( Δ l ) Y A 0 Δ l 2 2 l 0 bu yerda Ue — elastik potentsial energiya.","Prujinaga toʻplangan umumiy elastik energiya siljish kattaligiga bogʻliq formula orqali hisoblanadi, xuddi shunga oʻxshash formula choʻzilgan material uchun ham qoʻllaniladi (Yang moduli asosida)."
"Aksincha, siqiladigan suyuqliklarning va ayniqsa gazlarning xatti-harakati eʼtiborsiz boʻlgan murakkablik bilan elastik energiyaning mohiyatini koʻrsatadi. Oddiy termodinamik formula: d U = − P d V , Bu yerda dU — qayta tiklanadigan ichki energiyaning cheksiz kichik oʻzgarishi U, P — qaraladigan material namunasiga qoʻllanadigan bir xil bosim (birlik maydoni uchun kuch), va dV — ichki energiyaning oʻzgarishiga mos keladigan hajmning cheksiz oʻzgarishi. Minus belgisi paydo boʻladi, chunki dV musbat qoʻllanadigan bosim bilan siqilish ostida salbiy boʻlib, ichki energiyani ham oshiradi. Orqaga qaytgandan soʻng, tizim tomonidan bajariladigan ish uning ichki energiyasining ortib borayotgan hajmning musbat dV ga mos keladigan oʻzgarishining salbiy qismidir.",Siqiladigan suyuqlik va gazlarda elastik energiya oddiy termodinamik formula orqali ifodalanadi: bosim ostida hajm kamayganda ichki energiya ortadi. Tizim asl holatiga qaytganda bajarilgan ish hajmning oʻzgarishiga mos keladi.
"Boshqacha qilib aytadigan boʻlsak, tizim atrofdagi ishlarni bajarayotganda toʻplangan ichki energiyani yoʻqotadi. Bosim — bu stress va hajm oʻzgarishi material ichidagi nuqtalarning nisbiy masofasini oʻzgartirishga mos keladi. Yuqoridagi formulaning kuchlanish-deformatsiya-ichki energiya munosabatlari murakkab kristalli tuzilishga ega qattiq materiallarning elastik energiyasi uchun formulalarda takrorlanadi. Mexanik tizimlarning tarkibiy qismlari, agar tizimga kuchlar taʼsirida deformatsiyalangan boʻlsa , elastik potentsial energiyani saqlaydi. Tashqi kuch obyektni siljitganda yoki deformatsiya qilganda energiya obyektga ish orqali uzatiladi. Oʻtkazilgan energiya miqdori kuch va obyektning siljishining vektor nuqta mahsulotidir . Tizimga kuchlar qoʻllanilganda, ular uning tarkibiy qismlariga ichki taqsimlanadi. Oʻtkazilgan energiyaning bir qismi orttirilgan tezlikning kinetik energiyasi sifatida toʻplanishi mumkin boʻlsa-da, tarkibiy qismlarning deformatsiyasi elastik energiyaning toʻplanishiga olib keladi.","Tizim tashqi kuchlar taʼsirida ish bajarganda ichki energiyasini yoʻqotadi. Bosim material ichidagi zarrachalar orasidagi masofani oʻzgartiradi. Tashqi kuch jismni siljitganda yoki deformatsiya qilganda, energiya unga uzatiladi — bu energiyaning bir qismi harakat energiyasiga, bir qismi esa elastik energiyaga aylanadi."
"L < Lo sifatida siljish qisqartirilsa L − L o x , u holda Guk qonuni odatiy shaklda yozilishi mumkin: F r − k x . Deformatsiyalangan va ushlab turilgan energiya qayta tiklanadigan kuchni qoʻllanadigan kuchning oʻlchovi sifatida hisoblash uchun Guk qonuni yordamida olinishi mumkin. Bu koʻp hollarda etarlicha toʻgʻri boʻlgan taxminni talab qiladi, maʼlum bir momentda qoʻllanadigan kuchning kattaligi F a natijaviy tiklovchi kuchning kattaligiga teng, lekin uning yoʻnalishi va shuning uchun belgisi boshqacha. Boshqacha qilib aytganda, siljishning har bir nuqtasida Fa = kx deb faraz qilaylik, bu yerda Fa x yoʻnalishi boʻyicha qoʻllanadigan kuchning tarkibiy qismidir.","Guk qonuniga koʻra, prujinadagi tiklovchi kuch siljishga proportsional (F = -kx). Bu qonun qoʻllanadigan kuch va siljish orqali elastik energiyani hisoblash imkonini beradi."
"Jami asarlarining 70 tasi astronomiyaga, 20 tasi matematikaga, 12 tasi geografiya va geodeziyaga, 4 tasi mineralogiyaga, 1 tasi fizikaga, 1 tasi dorishunoslikka, 15 tasi tarix va etnografiyaga, 4 tasi falsafaga, 18 tasi adabiyotga bagʻishlangan. Beruniyning boy ilmiy merosi hali toʻla oʻrganilmagan. Beruniy yirik olim Abu Nosir ibn Iroqdan Evklid geometriyasi, Ptolemeyning astronomik taʼlimotlari boʻyicha dars olgan. 995-yilgacha u astronomiya, geografiya, geodeziya amaliy masalalarini hal etish bilan birga Yer va osmon globusini yasadi hamda astronomiyaga oid bir necha kitoblar yozdi. Olimning ana shunday asarlaridan biri „Geodeziya“ 1025-yilda yozib tugatilgan. Bu asar „shaharlar orasidagi masofalarni aniqlash uchun joylarning chegaralarini belgilash“ga doirdir. Kitobning 4-bobi oxirida Beruniy Yer aylanasining kattaligini oʻlchash haqida fikr yuritgan.","Beruniyning ilmiy merosi hali toʻliq oʻrganilmagan. U astronomiya, matematika, geografiya, tarix, falsafa, adabiyot va boshqa sohalarda koʻplab asarlar yozgan. U Abu Nosir ibn Iroqdan geometriya va astronomiya sirlarini oʻrgangan, Yer va osmon globusini yasagan. 1025-yilda yozilgan „Geodeziya“ asarida shaharlar orasidagi masofalarni aniqlash usullarini bayon qilgan, shuningdek Yer aylanasi kattaligini oʻlchash haqida fikr yuritgan."
"Masalan, inson boʻyini faqatgina genlar emas, balki uning bolaligida olgan ozuqa va sogʻligʻi ham belgilaydi. Genetikaning asosiy vazifasi irsiyatning moddiy asoslari hisoblanadigan xromosoma, genlar va nuklein kislotalar (DNK, RNK) tuzilishi hamda funksiyalarini tadqiq qilish orqali organizmlar belgi va xususiyatlarining rivojlanishi va kelgusi avlodlarga oʻtishini ochib berishdan iborat. Har xil fizik va kimyoviy omillar taʼsirida organizmlarda irsiy oʻzgaruvchanlikning paydo boʻlishi va uning organizmlar evolyutsiyasidagi ahamiyatini tadqiq qilish ham genetikaning vazifalari qatoriga kiradi. Madaniy oʻsimliklarning serhosil navlari, hayvonlar va mikroorganizmlarning mahsuldor zotlari va shtamplarini yaratish""; irsiy kasalliklarning paydo boʻlish sabablarini oʻrganish asosida ularning oldini olish va davolash usullarini ishlab chiqish;"" ekologik muhitning irsiyatga salbiy taʼsir etuvchi omillarini oʻrganib, genofondni saqlab qolishni genetik jihatdan asoslab berish genetika tadqiqotlarining amaliy muammolarini ifodalaydi.","Masalan, inson boʻyini nafaqat genlar, balki bolalikdagi ozuqa va sogʻlik ham belgilaydi. Genetikaning vazifasi — xromosoma, gen va nuklein kislotalarni oʻrganib, belgilarning avlodga oʻtishini tushuntirish. U shuningdek irsiy oʻzgaruvchanlik va uning evolyutsiyadagi rolini, serhosil navlar va zotlar yaratishni, irsiy kasalliklarning oldini olish yoʻllarini oʻrganadi."
"Genetika jonli organizmlardagi nasldorlik va turlanishni oʻrganuvchi fandir. Hayvon va oʻsimliklarning baʼzi xususiyatlari nasldan naslga oʻtishi mumkinligi ibtidoiy jamiyat davridayoq maʼlum edi va bu bilimdan chorvachilik va dehqonchilikda tanlanma koʻpaytirish orqali qoʻllanilar edi. Biroq, zamonaviy genetika nasldorlik mexanizmlarini tushunadigan fan sifatida Gregor Mendel (XIX asr) mehnatlaridan keyingina rivojlana boshladi. Mendel nasldorlik mustaqil funksiyalarga ega fundamental diskret jarayon ekanligini kashf etdi. Nasldorlikning ushbu asosiy birliklari hozir „genlar“ deb ataladi. Organizm hujayralarida genlar jisman DNK molekulalarida joylashgan boʻlib, oʻzida hujayra komponentlarini qurish va boshqarish uchun kerakli axborot tashiydi. Genetika organizmning koʻrinishi va xatti-harakatini belgilashda katta rol oʻynasa ham, umumiy natija nafaqat genlarga, balki organizmni oʻrab turgan atrof-muhitga ham bogʻliq boʻladi.","Genetika — nasldorlik va turlanishni oʻrganuvchi fan. Hayvon va oʻsimlik belgilarining nasldan-naslga oʻtishi qadimdan maʼlum boʻlib, chorvachilik va dehqonchilikda qoʻllanilgan. Ammo zamonaviy genetika XIX asrda Gregor Mendeldan keyin rivojlandi. U nasldorlik mustaqil, diskret jarayon ekanini kashf etdi — bu birliklar hozir „genlar“ deb ataladi. Genlar DNKda joylashgan boʻlib, hujayrani qurish uchun axborot tashiydi. Organizmning koʻrinishi va xatti-harakati nafaqat genlarga, balki atrof-muhitga ham bogʻliq."
"Bulardan 53 tasi tibbiyot va farmakologiya, 4 tasi zoologiya, 4 tasi botanika, 22 tasi mantiq, 18 tasi falsafa, 13 tasi nahv, 8 tasi hadis, 2 tasi tafsir, 2 tasi fiqh, 2 tasi kalom, 10 tasi metodologiya va tarix, 4 tasi axloq va siyosat mavzulariga bag‘ishlangan. Qolganlari esa til, adabiy tanqid, matematika, sayohat xotiralari, minerologiya kabi sohalarga oiddir. Bizgacha bu asarlardan bir nechtasigina yetib kelgan, xolos. Ular ichida Abdullatif al-Bag‘dodiyning Gʻarb va Islom ola­mida mashhur bo‘lgan „Al-Ifāda va-l-­­i’tibār“ asari ham bor. Misrdalik chog‘ida yozilgan, hajm jihatidan kichik, biroq mohiyatan boy bo‘lgan mazkur asar o‘sha davr­dagi Misrning geografiya­si, topografiyasi, ijtimoiy va iqtisodiy ahvoli haqida qimmatli maʼlumotlar beruvchi muhim manbadir.","Abdullatif al-Bagʻdodiy tibbiyot, mantiq, falsafa, til va boshqa sohalarga oid koʻplab asarlar yozgan, lekin ulardan ozgina qismi bizgacha yetib kelgan. Shulardan biri — Gʻarb va Islom olamida mashhur boʻlgan „Al-Ifāda va-l-i’tibār“ asari. Bu kichik, lekin mazmunli asar oʻsha davrdagi Misrning geografiyasi va ijtimoiy-iqtisodiy ahvoli haqida qimmatli maʼlumot beradi."
"U, shuningdek, Ibn Sinoning baʼzi nazariyalariga raddiyalar bergan. Bizgacha yetib kelgan ""Fӣ mā baʼd at-tabӣ’a"" nomli asarini ham Aristotelga nisbat berilgan, O‘rta asr nasroniy va Islom dunyosida mashhur bo‘lgan ""Al-Xayr al-mahz"" asari taʼsirida yozgan. Bularning barchasi Abdullatif al-Bag‘dodiyning al-Forobiy-Ibn Sino maktabiga bog‘liq mashshoiy faylasuf bo‘lganini ko‘rsatadi. (Mashshoiylik yoki mashshoiy maktabi — tabiiy falsafaning taʼsiridan so‘ng, Islom falsafasida boshlangan rasionalistik falsafiy tendensiyaning tizimlashuvidan hosil bo‘lgan maktab. Yunoncha peripatetizmning arabcha atamasi va aris­totelizmning Islom falsafasiga taʼsiri ostida bo‘lgan falsafiy harakat). Manbalarda Abdullatif al-Bag‘dodiy qalamiga mansub asarlarning keng ro‘yxati mavjud. Uning tibbiyot, falsafa, mantiq va boshqa fanlarga oid 160 dan ortiq asarlari bor.","Abdullatif al-Bagʻdodiy Ibn Sinoning baʼzi nazariyalariga qarshi chiqqan. Uning „Fī mā baʼd at-tabī’a“ asari Aristotelga bagʻishlangan mashhur „Al-Xayr al-mahz“ asari taʼsirida yozilgan. Bu uning al-Forobiy — Ibn Sino maktabiga bogʻliq faylasuf ekanini koʻrsatadi. Uning tibbiyot, falsafa va mantiqqa oid 160 dan ortiq asari bor."
"Uning Shomdagi darslari, asosan, tibbiyot bilan bog‘liq bo‘lgan. Zero, uning tib ilmi bilan bog‘liq muhim asarlarini shu yerda yozganligi haqida taxminlar mavjud. Abdullatif al-Bag‘dodiyning hayoti qizg‘in ilmiy faoliyat bilan kechgan. 629/1230-yilda haj ibodatini ado qilish uchun safarga chiqib, vatani Bag‘dodga boradi va mazkur yilda vafot etadi. Baʼzi mualliflar Abdullatif al-Bag‘dodiyni Islom falsafasining hech bir maktabini tan olmagan faylasuf, deb eʼtirof qilsalar-da, uni Aristotel anʼanasining Islom olamidagi davomchisi, deb hisoblash mumkin. Chunki u Aristotelning fizika, metafizika, psixologiya va tabiiy fanlar sohasiga taalluqli asarlari ustida tadqiqot olib borgan, baʼzida ularni izohlagan, baʼzan esa hoshiyalar yozish bilan tushuntirishga harakat qilgan. Al-Forobiyning mantiq kulliyotiga ham sharh va hoshiyalar yozgan.","Abdullatif al-Bagʻdodiy Shomda asosan tibbiyot bilan shugʻullangan, u yerda muhim asarlarini yozgan. U 1230-yilda haj safarida Bagʻdodga borib, oʻsha yili vafot etgan. Uni koʻpincha Aristotel anʼanasining Islom olamidagi davomchisi deb hisoblashadi, chunki u Aristotelning fizika, metafizika va psixologiyaga oid asarlariga sharh va hoshiyalar yozgan, shuningdek al-Forobiyning mantiq asarlarini ham izohlagan."
"Interval — bir vaqtda yoki birin-ketin eshitilgan ikki tovush oraligʻi. Tovushqatorning qamragan pogʻonalariga qarab, lotincha tartib sonlarining nomi bilan (prima, sekunda, tersiya, kvarta va hokazo) ataladi. Ketma-ketiga sadolanuvchi tovushlardan melodik interval, baravariga (qoʻshalogʻiga) sadolangan tovushlardan garmonik interval tarkib topadi. Musiqa nazariyasida intervallar hajmi (pogʻonalar soni) va tonlar miqdori bilan oʻlchanadi. Bir oktava doirasidagi intervallar oddiy, bir oktavadan keng intervallar (nona, detsima, undetsima va hokazo) tarkibiy intervallar deyiladi. Hamohanglik yoki ohangsizlik jihatidan garmonik intervallar konsonans va dissonanslarga boʻlinadi. Interval duana-zoʻning oʻlchov birligidir. Sharq musiqa nazariyasida interval boʻd deb yuritilgan. Primadan oktavaga qadar kenglikda boʻlgan invervallar oddiy interval yoki asosiy intervallar deb ataladi. Ular qatoriga prima, sekunda, tertsiya, kvarta, kvinta, seksta, septima va oktavalar kiradi.","Interval — bir vaqtda yoki birin-ketin eshitilgan ikki tovush oraligʻi boʻlib, lotincha tartib sonlar bilan ataladi (prima, sekunda, tersiya va h.k.). Ketma-ket tovushlardan melodik, bir vaqtda sadolanganidan garmonik interval hosil boʻladi. Bir oktava ichidagi intervallar oddiy, undan kengi esa tarkibiy interval deyiladi. Garmonik intervallar konsonans va dissonanslarga boʻlinadi. Sharq musiqasida interval „boʻd“ deb yuritilgan."
